name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999
				AllowanceForDoubtfulAccountsReceivable,"-60,420,000",,,,"-27,964,000",,,,"-20,214,000",,,,"-14,068,000",,,,"-14,980,000",,,,"-22,761,000",,,,"-16,307,000",,,,"-11,054,000",,,,"-11,492,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,"760,200,000","222,175,000","216,090,000","101,151,000","80,000,000",,,,"80,000,000",,,,"100,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"9,127,000",,,,"10,304,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,"174,080,000",,,,"189,522,000",,,,"75,037,000",,,,"60,896,000",,,,"111,637,000",,,,"99,897,000",,,,"38,663,000",,,,"7,684,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,"127,600,000",,,,"7,783,000",,,,"7,735,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,000",,,,"156,000","213,000","179,000"
		PrepaidAssets,"137,226,000","592,287,000","570,784,000","560,800,000","250,428,000","415,930,000","458,402,000","240,915,000","132,579,000","313,934,000","388,702,000","399,172,000","166,964,000","288,088,000","157,851,000","168,027,000","111,821,000","132,478,000","238,693,000","140,472,000","74,546,000","231,791,000","82,132,000","91,307,000","35,524,000","35,514,000","30,099,000","40,966,000","21,216,000",,,,"41,966,000",,,,"35,981,000",,,,"22,381,000",,,,"9,424,000",,,,"8,496,000",,,,"9,893,000","8,601,000","8,690,000","6,852,000","11,523,000","10,904,000","7,963,000","9,749,000","10,699,000","10,625,000","12,754,000","11,916,000","4,579,000","4,824,000","4,423,000","2,604,000","1,954,000","1,706,000","1,798,000","1,298,000","1,059,000","1,338,000","1,684,000",,,,,
		RestrictedCash,"184,143,000","137,629,000","117,065,000","148,774,000","97,032,000","106,579,000","137,806,000","197,819,000","216,151,000","382,238,000","324,180,000","281,722,000","241,306,000","304,375,000","170,487,000","137,183,000","140,652,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,"4,892,000",,,,"3,867,000",,,,"3,480,000",,,,"4,161,000",,,,,,,,,,,,,,,,,,,,"344,000",,,,"437,000","875,000","865,000","863,000","857,000","689,000","781,000","735,000","689,000","907,000","907,000","907,000","907,000",,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,"3,867,000",,,,"3,480,000",,,,"4,161,000",,,,,,,,,,,,,,,,,,,,"344,000",,,,"437,000","875,000","865,000","863,000","857,000","689,000","781,000","735,000","689,000","907,000","907,000","907,000","907,000",,,,,,,,,,,,,,,
		OtherCurrentAssets,"15,433,000",,,,"21,703,000",,,,"15,659,000",,,,"12,809,000",,,,"15,812,000",,,,"23,066,000",,,,"18,178,000",,,,"11,121,000","49,510,000","52,003,000","45,706,000",,"37,259,000","38,273,000","37,845,000",,"30,415,000","31,681,000","19,324,000",,"18,640,000","13,351,000","13,093,000",,"10,420,000","11,062,000","11,724,000",,"9,193,000","7,938,000","7,893,000",,,,,,,,,,,,,,,,,,,,,,,,"1,326,000","1,351,000","1,378,000","3,821,000","1,805,000"
	TotalNonCurrentAssets,"2,856,984,000","2,960,573,000","2,974,199,000","2,911,945,000","2,553,391,000","2,311,401,000","2,082,680,000","1,820,430,000","1,712,781,000","1,645,902,000","1,539,532,000","1,697,824,000","1,628,802,000","1,822,465,000","1,590,326,000","1,673,532,000","1,642,294,000","1,492,861,000","1,342,982,000","1,111,639,000","1,167,812,000","1,010,996,000","866,829,000","789,046,000","779,041,000","701,264,000","618,563,000","595,040,000","597,559,000","578,742,000","560,462,000","609,416,000","563,537,000","475,645,000","727,475,000","717,392,000","627,431,000","746,698,000","712,427,000","711,036,000","694,944,000","128,529,000","123,294,000","127,341,000","130,063,000","131,424,000","131,342,000","120,787,000","118,705,000","119,619,000","118,627,000","121,739,000","120,697,000","118,134,000","120,271,000","121,347,000","121,712,000","112,143,000","104,414,000","103,710,000","103,460,000","73,278,000","60,269,000","60,091,000","39,641,000","40,465,000","39,196,000","45,162,000","20,761,000","21,776,000","26,619,000","29,570,000","33,481,000","17,721,000","17,960,000","19,209,000","20,415,000","20,950,000","21,262,000","20,735,000"
		NetPPE,"278,051,000","273,254,000","289,657,000","303,340,000","262,846,000","258,542,000","259,627,000","273,460,000","262,676,000","253,414,000","245,208,000","241,674,000","241,680,000","248,657,000","42,776,000","45,235,000","47,495,000","50,441,000","52,455,000","58,588,000","63,729,000","70,091,000","76,249,000","79,184,000","80,920,000","72,046,000","71,620,000","73,479,000","76,640,000","72,391,000","73,151,000","74,532,000","74,511,000","63,886,000","53,062,000","42,080,000","33,289,000","29,043,000","22,640,000","22,647,000","23,022,000","25,512,000","27,912,000","31,461,000","34,111,000","35,039,000","36,319,000","29,018,000","26,846,000","27,086,000","27,353,000","28,893,000","27,101,000","23,230,000","23,248,000","21,839,000","22,207,000","22,202,000","19,572,000","17,456,000","16,152,000","14,539,000","12,010,000","9,573,000","8,646,000","8,412,000","8,386,000","7,511,000","7,774,000","8,240,000","8,704,000","10,416,000","11,220,000","11,911,000","10,292,000","9,721,000","9,415,000","7,737,000","6,355,000","3,743,000"
			GrossPPE,"473,924,000","273,254,000","289,657,000","303,340,000","449,862,000",,,,"454,960,000",,,,"407,021,000",,,,"235,244,000",,,,"240,579,000",,,,"226,849,000",,,,"196,109,000",,,,"171,140,000",,,,"108,110,000","29,043,000","22,640,000","22,647,000","85,060,000",,"27,912,000","31,461,000","86,633,000","74,124,000","75,404,000","65,962,000","65,931,000","64,030,000","64,297,000","65,837,000","64,045,000","50,543,000","50,561,000","49,152,000","49,520,000","46,760,000","42,834,000","38,858,000","35,598,000","32,328,000","28,314,000","24,599,000","22,365,000","21,205,000","19,653,000","18,778,000","17,276,000","17,742,000","14,326,000","16,038,000","16,842,000","17,533,000",,"12,554,000","12,248,000","9,793,000","7,711,000","4,722,000"
				Properties,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,"0",,,,"0",,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704,000",,,,"913,000",,,,,,
				BuildingsAndImprovements,"194,936,000",,,,"197,337,000",,,,"208,731,000",,,,"195,053,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,805,000",,,,"5,107,000",,,,"4,724,000",,,,"2,904,000",,,,"1,499,000",,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"233,243,000",,,,"232,201,000",,,,"229,498,000",,,,"199,074,000",,,,"216,059,000",,,,"223,560,000",,,,"211,415,000",,,,"183,146,000",,,,"161,944,000",,,,"100,325,000",,,,"78,772,000",,,,"80,074,000",,,,"60,489,000",,,,"57,625,000",,,,"44,796,000",,,,"32,694,000",,,,"20,866,000",,,,,"17,038,000",,,,"16,620,000",,,,,,
				OtherProperties,"27,614,000","273,254,000","289,657,000","303,340,000","2,996,000",,,,"2,473,000",,,,"2,292,000",,,,"4,927,000",,,,"2,162,000",,,,"1,814,000",,,,"1,350,000",,,,"760,000",,,,"1,586,000",,,,"1,469,000",,,,"1,571,000",,,,"1,637,000",,,,"1,313,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,"18,131,000",,,,"17,328,000",,,,"14,258,000",,,,"10,602,000",,,,"14,258,000",,,,"14,857,000",,,,"13,620,000",,,,"11,613,000",,,,"8,436,000",,,,"6,199,000",,,,"4,819,000",,,,"4,988,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-195,873,000",,,,"-187,016,000",,,,"-192,284,000",,,,"-165,341,000",,,,"-187,749,000",,,,"-176,850,000",,,,"-145,929,000",,,,"-119,469,000",,,,"-96,629,000",,,,"-74,821,000",,,,"-62,038,000",,,,"-52,522,000","-39,085,000","-39,085,000","-36,944,000","-39,085,000","-36,944,000","-36,944,000","-36,944,000","-36,944,000","-27,313,000","-27,313,000","-27,313,000","-27,313,000","-24,558,000","-23,262,000","-21,402,000","-19,446,000","-17,789,000","-16,304,000","-15,026,000","-13,719,000","-12,793,000","-11,267,000","-11,267,000","-9,502,000","-9,502,000","-5,622,000","-5,622,000","-5,622,000","-5,622,000",,"-2,833,000","-2,833,000","-2,056,000","-1,356,000","-979,000"
		GoodwillAndOtherIntangibleAssets,"307,300,000","301,381,000","315,867,000","325,322,000","319,575,000","248,593,000","270,366,000","105,426,000","104,207,000","101,807,000","73,175,000","12,185,000","12,108,000","57,616,000","58,350,000","60,430,000","61,954,000","61,732,000","62,651,000","63,570,000","64,489,000","59,882,000","60,460,000","75,577,000","58,189,000","26,623,000","26,911,000","15,828,000","15,840,000","15,851,000","15,862,000","15,873,000","15,974,000","16,074,000","85,066,000","85,319,000","85,574,000","85,367,000","85,606,000","85,852,000","87,740,000","93,350,000","93,528,000","94,027,000","94,527,000","95,027,000","92,295,000","89,101,000","89,358,000","89,615,000","89,873,000","90,131,000","90,534,000","90,949,000","91,417,000","91,886,000","92,354,000","80,014,000","72,308,000","73,349,000","74,390,000","47,344,000","33,332,000","34,258,000","18,660,000","19,075,000","19,490,000","20,807,000",,,,"1,687,000","3,375,000","5,063,000","6,751,000","8,438,000","10,126,000","11,828,000","13,529,000","15,232,000"
			Goodwill,"93,093,000",,,,"94,240,000",,,,"81,396,000",,,,"10,266,000",,,,"52,862,000",,,,"51,478,000",,,,"47,343,000",,,,"15,159,000",,,,"15,159,000",,,,"84,050,000",,,,"84,050,000",,,,"84,050,000","95,027,000","92,295,000","89,101,000","82,663,000","89,615,000","89,873,000","90,131,000","82,663,000","82,663,000","82,663,000",,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"214,207,000",,,,"225,335,000",,,,"22,811,000",,,,"1,842,000",,,,"9,092,000",,,,"13,011,000",,,,"10,846,000",,,,"681,000",,,,"815,000",,,,"1,524,000",,,,"3,690,000",,,,"10,477,000",,,,"6,695,000",,,,"7,871,000","8,286,000","8,754,000","91,886,000","92,354,000","80,014,000","72,308,000","73,349,000","74,390,000","47,344,000","33,332,000","34,258,000","18,660,000","19,075,000","19,490,000","20,807,000",,,,"1,687,000","3,375,000","5,063,000","6,751,000","8,438,000","10,126,000","11,828,000","13,529,000","15,232,000"
		InvestmentsAndAdvances,"2,200,548,000","2,288,849,000","2,300,967,000","2,122,667,000","1,889,843,000","1,708,579,000","1,458,380,000","1,370,652,000","1,288,816,000","1,235,134,000","1,153,861,000","1,395,886,000","1,318,207,000","1,324,017,000","1,132,839,000","1,244,243,000","1,212,640,000","1,068,639,000","1,025,013,000","797,151,000","860,003,000","716,192,000","592,427,000","520,154,000","526,587,000","518,740,000","457,118,000","454,382,000","466,875,000","463,130,000","463,174,000","508,582,000","463,939,000","380,066,000","582,472,000","589,496,000","508,113,000","628,228,000","600,371,000","598,961,000","580,606,000",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,"0",,,,"4,320,000",,,,"118,930,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"25,400,000",,,,"23,213,000",,,,"16,158,000",,,,"12,587,000",,,,"7,769,000",,,,"10,936,000",,,,"17,148,000",,,,"1,660,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"25,400,000",,,,"23,213,000",,,,"16,158,000",,,,"12,587,000",,,,"7,769,000",,,,"453,000",,,,"1,074,000",,,,"1,660,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,"39,885,000",,,,"53,098,000",,,,"38,897,000",,,,"38,855,000",,,,"193,242,000",,,,"168,414,000",,,,"95,190,000",,,,"35,652,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"5,800,000","97,089,000","67,708,000","160,616,000","4,816,000","95,687,000","94,307,000","70,892,000","2,027,000","55,547,000","67,288,000","48,079,000","1,045,000","192,175,000","356,361,000","323,624,000","264,000","312,049,000","202,863,000","192,330,000","241,000","164,831,000","137,693,000","114,131,000","1,007,000","83,855,000","62,914,000","51,351,000","892,000","27,370,000","8,275,000","10,429,000","9,113,000","15,619,000","6,875,000","497,000","455,000","4,060,000","3,810,000","3,576,000","3,576,000","9,667,000","1,854,000","1,853,000","1,425,000","1,358,000","2,728,000","2,668,000","2,501,000","2,918,000","1,401,000","2,715,000","3,062,000","3,955,000","5,606,000","7,622,000","7,151,000","9,927,000","12,534,000","12,905,000","12,918,000","11,395,000","14,927,000","16,260,000","12,335,000","12,978,000","11,320,000","16,844,000","12,987,000","13,536,000","17,915,000","17,467,000","18,886,000","747,000","917,000","1,050,000","874,000","1,385,000","1,378,000","1,760,000"
TotalLiabilitiesNetMinorityInterest,"3,570,915,000","3,365,479,000","2,505,449,000","2,452,174,000","2,123,217,000","2,150,839,000","2,159,978,000","2,253,609,000","2,215,665,000","1,414,112,000","1,349,866,000","1,199,158,000","1,193,895,000","1,836,216,000","1,495,950,000","1,431,841,000","1,485,171,000","1,466,777,000","1,441,148,000","1,291,787,000","1,282,058,000","1,251,504,000","1,202,896,000","1,247,931,000","1,222,225,000","446,204,000","424,747,000","318,541,000","337,033,000","332,252,000","318,132,000","303,467,000","329,098,000","322,328,000","317,441,000","315,709,000","395,564,000","390,619,000","385,110,000","377,893,000","391,143,000","197,054,000","184,776,000","188,440,000","197,946,000","200,791,000","194,033,000","174,855,000","167,287,000","157,902,000","158,561,000","147,850,000","150,996,000","149,416,000","142,809,000","137,647,000","149,099,000","141,567,000","141,274,000","165,023,000","177,080,000","143,229,000","136,994,000","143,171,000","130,390,000","125,856,000","21,352,000","20,320,000","10,868,000","9,665,000","13,587,000","13,985,000","15,255,000","13,155,000","13,392,000","15,828,000","12,283,000","9,221,000","8,402,000","4,700,000"
	CurrentLiabilities,"1,719,203,000","1,528,843,000","1,407,364,000","1,333,293,000","1,143,661,000","1,173,311,000","1,220,680,000","1,312,112,000","1,272,800,000","1,195,560,000","1,129,969,000","979,257,000","971,283,000","1,743,274,000","1,400,237,000","1,332,720,000","1,383,447,000","586,074,000","557,553,000","405,202,000","392,657,000","359,542,000","308,183,000","350,514,000","328,106,000","349,315,000","323,188,000","213,218,000","227,029,000","217,967,000","199,157,000","179,796,000","200,743,000","189,027,000","179,492,000","172,833,000","248,024,000","236,881,000","227,357,000","215,606,000","224,414,000","193,268,000","180,991,000","184,401,000","193,907,000","198,267,000","188,332,000","173,463,000","165,950,000","156,721,000","157,397,000","146,709,000","150,996,000","49,416,000","42,809,000","37,647,000","49,099,000","40,281,000","39,773,000","63,068,000","74,938,000","40,914,000","34,729,000","40,906,000","30,390,000","25,856,000","21,352,000","19,007,000","10,868,000","9,665,000","9,587,000","9,985,000","11,255,000","13,155,000","13,392,000","15,828,000","12,283,000","9,221,000","8,402,000","4,700,000"
		PayablesAndAccruedExpenses,"1,040,774,000","1,089,199,000","1,031,186,000","1,034,575,000","842,077,000","822,412,000","835,797,000","913,788,000","865,644,000","1,032,054,000","1,020,845,000","873,920,000","646,420,000","762,377,000","511,703,000","460,206,000","436,698,000","464,738,000","486,563,000","355,177,000","303,387,000","311,874,000","264,688,000","241,020,000","221,424,000","253,427,000","230,028,000","174,371,000","172,139,000","217,967,000","196,957,000","177,596,000","133,096,000","186,377,000","176,542,000","147,080,000","117,166,000","137,881,000","128,357,000","116,606,000","98,156,000","94,268,000","81,991,000","85,401,000","87,256,000","82,520,000","76,724,000","61,502,000","57,871,000","50,466,000","51,959,000","42,796,000","43,607,000","43,659,000","37,954,000","33,309,000","44,817,000","36,821,000","36,231,000","59,393,000","70,436,000","37,348,000","31,780,000","38,080,000","30,390,000","25,433,000","21,352,000","19,007,000","10,868,000","9,665,000","9,587,000","9,985,000","11,255,000","13,155,000","13,392,000","1,886,000","2,015,000","1,203,000","1,895,000","1,460,000"
