name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,09/30/1990,09/30/1989
	OtherOperatingExpenses,"16,416,000","20,270,000","113,820,000","21,526,000","27,662,000","27,460,000","28,746,000","18,165,000","37,476,000","36,447,000","42,725,000","50,784,000","-53,049,000","-13,448,000","-232,017,000","-74,000","124,000","-12,173,000","-244,000",,,,,,,,,,,,,
OperatingIncome,"612,330,000","876,716,000","786,991,000","443,602,000","-126,601,000","14,232,000","857,023,000","529,129,000","255,498,000","243,468,000","201,048,000","333,184,000","449,224,000","298,349,000","543,949,000","271,697,000","174,256,000","169,731,000","61,156,000","112,265,000","80,463,000","26,500,000","26,900,000","63,700,000","47,200,000","9,500,000","15,000,000","18,700,000","17,500,000","13,700,000","15,700,000","14,100,000"
NetNonOperatingInterestIncomeExpense,"-56,982,000","-54,952,000","-73,201,000","-82,130,000","-88,336,000","-96,911,000","-73,785,000","-64,942,000","-68,293,000","-71,663,000","-67,941,000","-58,979,000",,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"56,982,000","54,952,000","73,201,000","82,130,000","88,336,000","96,911,000","73,785,000","64,942,000","68,293,000","71,663,000","67,941,000","58,979,000",,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,"54,952,000","73,201,000","82,130,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"76,366,000","78,460,000","-15,653,000","-589,907,000","-444,662,000","-104,594,000","-750,837,000","21,351,000","50,635,000","63,382,000","65,391,000","-50,915,000","-101,375,000","-33,864,000","202,011,000","-25,858,000","-27,330,000","-194,115,000","-23,892,000","-33,824,000","-31,253,000","6,000,000","500,000","100,000","1,700,000","-126,200,000","100,000","1,300,000","600,000","1,800,000","12,400,000","46,900,000"
	EarningsFromEquityInterest,"76,753,000","80,496,000","1,137,000","-100,486,000","-2,477,000","6,415,000","3,080,000",,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"109,000","-1,462,000","-16,327,000","-494,376,000","-442,185,000","-111,009,000","-753,917,000","21,351,000","50,635,000","63,382,000","65,391,000","-50,915,000","-101,375,000","-33,864,000","202,011,000","-25,858,000","-27,330,000","-194,115,000","-23,892,000","-33,824,000","-31,253,000","6,000,000","500,000","100,000","1,700,000","-126,200,000","100,000","1,300,000","600,000","1,800,000","12,400,000","46,900,000"
		ImpairmentOfCapitalAssets,,"0","0","482,811,000","435,619,000","114,875,000","771,037,000",,"0","0","40,903,000","47,612,000",,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,"4,709,000",,,,,,,"3,303,000",,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,"109,000","-1,462,000","-16,327,000","-11,565,000","-1,857,000","3,866,000","17,120,000","21,351,000","50,635,000","63,382,000","106,294,000",,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-496,000","-574,000","-463,000","4,955,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"631,714,000","900,224,000","698,137,000","-228,435,000","-659,599,000","-187,273,000","32,401,000","485,538,000","237,840,000","235,187,000","198,498,000","223,290,000","335,623,000","257,532,000","510,505,000","236,234,000","138,624,000","43,042,000","23,777,000","74,549,000","41,939,000","13,700,000","8,800,000","45,900,000","31,400,000","-141,600,000","-1,600,000","9,700,000","8,200,000","6,100,000","22,600,000","38,000,000"
TaxProvision,"159,497,000","219,154,000","141,094,000","-328,828,000","-242,475,000","-73,382,000","-72,067,000","205,765,000","106,110,000","112,779,000","95,112,000","74,947,000","124,333,000","90,109,000","189,330,000","87,789,000","50,246,000","15,063,000","7,674,000","27,465,000","16,467,000","5,200,000","3,500,000","17,600,000","10,600,000","-55,000,000","-600,000","6,200,000","6,000,000","4,800,000","8,000,000","12,400,000"
NetIncomeCommonStockholders,"472,217,000","681,070,000","557,043,000","100,393,000","-417,124,000","-113,891,000","104,468,000","279,773,000","131,730,000","122,408,000","103,386,000","148,343,000","211,290,000","167,423,000","321,175,000","148,445,000","88,378,000","21,132,000","16,103,000","47,084,000","21,723,000","5,098,000","1,900,000","23,200,000","15,200,000","-92,200,000","-5,400,000","2,100,000","2,200,000","1,300,000","14,600,000","25,600,000"
	NetIncome,"472,217,000","681,070,000","557,043,000","100,393,000","-417,124,000","-113,891,000","104,468,000","279,773,000","131,730,000","122,408,000","103,386,000","148,343,000","211,290,000","167,423,000","321,175,000","148,445,000","88,378,000","21,132,000","16,103,000","47,084,000","25,472,000","8,500,000","5,300,000","28,300,000","20,800,000","-86,600,000","-1,000,000","3,500,000","2,200,000","1,300,000","14,600,000","25,600,000"
		NetIncomeIncludingNoncontrollingInterests,"472,217,000","681,070,000","557,043,000","100,393,000","-417,124,000","-113,891,000","104,468,000","279,773,000","131,730,000","122,408,000","103,386,000","148,343,000","211,290,000","167,423,000","321,175,000","148,445,000","88,378,000","21,132,000","16,103,000","47,084,000","25,472,000","8,500,000","5,300,000","28,300,000","20,800,000","-86,600,000","-1,000,000","3,500,000","2,200,000","1,300,000","14,600,000","25,600,000"
			NetIncomeContinuousOperations,"472,217,000","681,070,000","557,043,000","100,393,000","-417,124,000","-113,891,000","104,468,000","279,773,000","131,730,000","122,408,000","103,386,000","148,343,000","211,290,000","167,423,000","321,175,000","148,445,000","88,378,000","27,979,000","16,103,000","47,084,000","25,472,000","8,500,000","5,300,000","28,300,000","20,800,000","-86,600,000","-1,000,000","3,500,000","2,200,000","1,300,000","14,600,000","25,600,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,"-6,847,000",,,,,,,,,,,,,,
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,"3,749,000","3,402,000","3,400,000","5,100,000","5,600,000","5,600,000","4,400,000","1,400,000",,,,
DilutedNIAvailtoComStockholders,"472,217,000","681,070,000","557,043,000","100,393,000","-417,124,000","-113,891,000","104,468,000","279,773,000","131,730,000","122,408,000","103,386,000","148,343,000","211,290,000","167,423,000","321,175,000","148,445,000","88,378,000","21,132,000","16,103,000","47,084,000","21,723,000","5,098,000","1,900,000","23,200,000","15,200,000","-92,200,000","-5,400,000","2,100,000","2,200,000","1,300,000","14,600,000","25,600,000"
BasicEPS,,,"1.25","0.22","-0.91","-0.28","0.25","0.67","0.315","0.295","0.248","0.358","0.525","0.433","0.83","0.38","0.227","0.055","0.043","0.13","0.089","0.018","0.007","0.083","0.056","-0.338","-0.021","0.003","0.003","0","0.016","0.035"
DilutedEPS,,,"1.25","0.22","-0.91","-0.28","0.25","0.67","0.315","0.295","0.248","0.358","0.52","0.428","0.814","0.374","0.224","0.054","0.042","0.128","0.088","0.018","0.007","0.081","0.056","-0.338","-0.021","0.003","0.003","0","0.016","0.035"
BasicAverageShares,,,"445,538,000","463,735,000","456,847,000","413,696,000","415,840,000","420,188,000","419,076,000","416,996,000","415,644,000","414,464,000","402,948,000","387,912,000","387,216,000","390,848,000","389,856,000","384,600,000","380,844,000","363,312,000","328,608,000","296,712,000","296,796,000","279,264,000","273,684,000","273,300,000","264,216,000","246,872,560","245,457,272","245,457,272","245,457,272","245,580,000"
DilutedAverageShares,,,"445,538,000","463,735,000","456,847,000","413,696,000","415,840,000","420,188,000","419,076,000","416,996,000","415,644,000","418,332,000","406,904,000","392,520,000","394,400,000","397,800,000","394,716,000","387,480,000","386,472,000","369,286,275","328,608,000","296,712,000","296,796,000","287,010,309","273,684,000","273,300,000","264,216,000","246,872,560","245,457,272","245,457,272","245,457,272","245,580,000"
TotalOperatingIncomeAsReported,"689,192,000","955,750,000","771,801,000","-151,260,000","-566,554,000","-90,362,000","106,186,000","550,480,000","306,133,000","306,850,000","160,145,000","285,572,000","372,012,000","274,693,000","528,946,000","258,731,000","160,653,000","66,587,000","49,088,000","95,340,000","64,856,000","19,500,000","26,900,000","63,700,000","47,200,000","9,500,000","15,000,000","18,700,000","17,500,000","13,700,000","15,700,000","14,100,000"
TotalExpenses,"1,198,723,000","1,189,561,000","1,401,157,000","1,320,617,000","1,282,278,000","1,342,918,000","1,315,988,000","1,217,149,000","949,048,000","736,396,000","642,987,000","546,092,000","496,567,000","433,821,000","218,039,000","411,100,000","356,152,000","339,660,000","292,600,000","334,777,000","288,188,000","139,200,000","132,700,000","121,400,000","115,900,000","204,400,000","222,100,000","145,600,000","130,100,000","126,800,000","112,300,000","135,300,000"
InterestExpense,"56,982,000","54,952,000","73,201,000","82,130,000","88,336,000","96,911,000","73,785,000","64,942,000","68,293,000","71,663,000","67,941,000","58,979,000",,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-56,982,000","-54,952,000","-73,201,000","-82,130,000","-88,336,000","-96,911,000","-73,785,000","-64,942,000","-68,293,000","-71,663,000","-67,941,000","-58,979,000",,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"472,217,000","681,070,000","557,043,000","100,393,000","-417,124,000","-113,891,000","104,468,000","279,773,000","131,730,000","122,408,000","103,386,000","148,343,000","211,290,000","167,423,000","321,175,000","148,445,000","88,378,000","27,979,000","16,103,000","47,084,000","25,472,000","8,500,000","5,300,000","28,300,000","20,800,000","-86,600,000","-1,000,000","3,500,000","2,200,000","1,300,000","14,600,000","25,600,000"
NormalizedIncome,"472,135,520.639","682,176,149.2","570,071,946","397,018,600","-137,663,080","-46,397,528","594,514,050","265,894,850","98,817,250","81,209,700","60,881,850","182,168,446.034","275,110,190.362","189,438,176.646","194,083,428.076","164,693,680.588","105,801,900.19","154,161,416.825","32,283,883.879","68,446,717.354","44,453,769.141","4,777,372.263","4,998,863.636","28,238,344.227","19,673,885.35","-9,418,361.582","-1,062,500","2,720,000","1,840,000","220,000","6,589,380.531","-5,995,789.474"
EBIT,"688,696,000","955,176,000","771,338,000","-146,305,000","-571,263,000","-90,362,000","106,186,000","550,480,000","306,133,000","306,850,000","266,439,000","282,269,000","449,224,000","298,349,000","543,949,000","271,697,000","174,256,000","169,731,000","61,156,000","112,265,000","80,463,000","26,500,000","26,900,000","63,700,000","47,200,000","9,500,000","15,000,000","18,700,000","17,500,000","13,700,000","15,700,000","14,100,000"
EBITDA,"1,102,306,000"
ReconciledCostOfRevenue,"1,070,154,000","1,057,368,000","1,168,054,000","1,167,818,000","1,138,151,000","1,203,205,000","1,157,640,000","1,051,333,000","741,459,000","224,565,000","156,108,000","161,015,000","223,488,000","198,761,000","207,562,000","210,773,000","176,928,000","194,680,000","143,221,000","200,167,000","191,285,000","44,800,000","54,200,000","46,200,000","43,600,000","129,200,000","138,100,000","81,200,000","68,200,000","67,300,000","63,500,000","66,100,000"
ReconciledDepreciation,"413,610,000","405,733,000","417,479,000","568,817,000","590,128,000","622,211,000","632,760,000","651,052,000","451,405,000","343,141,000","327,083,000","221,270,000","185,403,000","143,951,000","128,975,000","108,458,000","103,343,000","94,903,000","96,512,000","80,619,000","53,441,000","53,400,000","41,200,000","40,600,000","42,700,000","47,200,000","54,600,000","34,500,000","31,500,000","27,200,000","23,100,000","41,300,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"472,217,000","681,070,000","557,043,000","100,393,000","-417,124,000","-113,891,000","104,468,000","279,773,000","131,730,000","122,408,000","103,386,000","148,343,000","211,290,000","167,423,000","321,175,000","148,445,000","88,378,000","27,979,000","16,103,000","47,084,000","25,472,000","8,500,000","5,300,000","28,300,000","20,800,000","-86,600,000","-1,000,000","3,500,000","2,200,000","1,300,000","14,600,000","25,600,000"
TotalUnusualItemsExcludingGoodwill,"109,000","-1,462,000","-16,327,000","-494,376,000","-442,185,000","-111,009,000","-753,917,000","21,351,000","50,635,000","63,382,000","65,391,000","-50,915,000","-101,375,000","-33,864,000","202,011,000","-25,858,000","-27,330,000","-194,115,000","-23,892,000","-33,824,000","-31,253,000","6,000,000","500,000","100,000","1,700,000","-126,200,000","100,000","1,300,000","600,000","1,800,000","12,400,000","46,900,000"
TotalUnusualItems,"109,000","-1,462,000","-16,327,000","-494,376,000","-442,185,000","-111,009,000","-753,917,000","21,351,000","50,635,000","63,382,000","65,391,000","-50,915,000","-101,375,000","-33,864,000","202,011,000","-25,858,000","-27,330,000","-194,115,000","-23,892,000","-33,824,000","-31,253,000","6,000,000","500,000","100,000","1,700,000","-126,200,000","100,000","1,300,000","600,000","1,800,000","12,400,000","46,900,000"
NormalizedEBITDA,"1,102,197,000","1,362,371,000","1,205,144,000","916,888,000","461,050,000","642,858,000","1,492,863,000","1,180,181,000","706,903,000","586,609,000","528,131,000","554,454,000","736,002,000","476,164,000","470,913,000","406,013,000","304,929,000","458,749,000","181,560,000","226,708,000","165,157,000","73,900,000","67,600,000","104,200,000","88,200,000","182,900,000","69,500,000","51,900,000","48,400,000","39,100,000","26,400,000","8,500,000"
TaxRateForCalcs,"0.252","0.243","0.202","0.4","0.368","0.392","0.35","0.35","0.35","0.35","0.35","0.336","0.37","0.35","0.371","0.372","0.362","0.35","0.323","0.368","0.393","0.38","0.398","0.383","0.338","0.388","0.375","0.4","0.4","0.4","0.354","0.326"
TaxEffectOfUnusualItems,"27,520.639","-355,850.8","-3,298,054","-197,750,400","-162,724,080","-43,515,528","-263,870,950","7,472,850","17,722,250","22,183,700","22,886,850","-17,089,553.966","-37,554,809.638","-11,848,823.354","74,919,428.076","-9,609,319.412","-9,906,099.81","-67,932,583.175","-7,711,116.121","-12,461,282.646","-12,271,230.859","2,277,372.263","198,863.636","38,344.227","573,885.35","-49,018,361.582","37,500","520,000","240,000","720,000","4,389,380.531","15,304,210.526"
