name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,06/30/2017,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997
			NetIncomeExtraordinary,,,"0",,,,"-775,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,"0",,,,"36,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"306,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-99,000,000","-29,000,000","-23,000,000","-26,000,000","-21,000,000","-29,000,000","-28,000,000","-22,000,000","-29,000,000",,,"-17,000,000","-23,000,000","-116,000,000","-252,000,000","-105,000,000","46,000,000","-17,000,000","-87,000,000",,,,,"-15,000,000","-34,000,000","-17,000,000","-43,000,000","-33,000,000","-7,000,000","-12,000,000","-33,000,000","-36,000,000","-32,000,000","-19,000,000","-18,000,000","6,000,000","9,000,000","83,000,000","21,000,000","45,155,650","-7,801,970","23,000,000","-24,061,220","-53,754,450","-72,179,310","-76,093,310","-65,124,720","-84,873,500","-75,644,160","-88,433,800","-91,576,110",,,"-61,944,750","-61,714,400","-61,575,260","-68,355,300","-64,767,360","-77,107,700","-111,401,460","-72,059,400","-85,172,780","-71,389,500","-85,497,490","-72,911,520","-86,567,600","-74,574,500","-70,143,590","-80,132,100","-80,008,800","-79,908,500","-35,835,440","-48,747,380","-30,444,490","-32,435,300","-23,270,260","-31,799,520","-19,318,000","-19,507,740","-13,207,202","-9,843,064","-9,836,100","-13,370,544","-8,755,257","-14,069,328","-5,858,886","-6,465,525"
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,"342,000,000","0",,"408,000,000",,,,,,"110,000,000","230,000,000","25,000,000",,"-593,000,000","-236,000,000","111,000,000",,"672,000,000",,,,,,,,,"26,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"3,903,000,000","2,000,000","1,345,000,000","588,000,000","1,119,000,000","1,330,000,000","775,000,000","1,380,000,000","1,225,000,000",,,"734,000,000","1,064,000,000","1,359,000,000","1,769,000,000","546,000,000","926,000,000","1,067,000,000","-2,325,000,000",,,,,"1,411,000,000","609,000,000","559,000,000","680,000,000","787,000,000","1,692,000,000","1,507,000,000","1,381,000,000","1,137,000,000","371,000,000","527,000,000","1,324,000,000","-1,200,000,000","499,000,000","528,000,000","-793,000,000","-3,709,485,780","-477,338,710","1,920,000,000","1,539,284,890","2,494,786,690","2,306,934,840","2,559,099,280","1,893,108,240","2,107,008,400","1,569,616,320","2,015,195,000","2,004,774,300","2,139,293,140","1,878,000,000","1,547,792,820","1,940,146,450","1,526,744,060","1,593,884,760","1,639,680,000","1,201,256,800","1,031,005,940","976,233,300","1,779,937,280","166,575,500","930,059,080","973,166,260","1,161,616,400","1,134,679,700","637,099,690","980,246,100","1,595,469,600","1,131,276,050","1,213,940,580","5,316,865,400","4,469,041,170","1,023,281,400","831,211,010","794,988,000","2,533,555,700","775,664,900","470,018,088","459,399,556","850,913,725","865,742,724","499,459,590","462,664,440","475,546,247","409,052,215"
BasicEPS,,,"0.346",,"0.288",,"0.199",,"0.315",,"0",,"0.28","0.35","0.46",,,"0.28","-0.61","0.14","0.03","0.21","0.47",,"0.16",,"0.18",,"0.45","0.4","0.37",,"0.1","0.14","0.35",,"0.25","-0.12","-0.39",,"-0.219","0.94","0.74",,"1.08","1.18","0.88",,"0.712","0.914","0.93",,"0.86","0.719","0.89",,"0.74","0.789","0.569",,"0.559","0.952","0.08",,"0.46","0.69","0.589",,"0.73","0.806","0.585",,"2.789","0.546","0.534",,"0.412","1.323","0.404",,"0.238","0.455","0.469",,"0.293","0.306","0.272"
DilutedEPS,,,"0.346",,"0.288",,"0.199",,"0.315",,"0",,"0.28","0.35","0.46",,,"0.28","-0.61","0.14","0.03","0.21","0.47",,"0.16",,"0.18",,"0.45","0.4","0.37",,"0.1","0.14","0.35",,"0.25","-0.12","-0.39",,"-0.229","0.94","0.74",,"1.07","1.17","0.88",,"0.712","0.914","0.93",,"0.86","0.719","0.89",,"0.74","0.789","0.569",,"0.559","0.952","0.08",,"0.46","0.69","0.589",,"0.73","0.806","0.585",,"2.789","0.546","0.534",,"0.412","1.323","0.404",,"0.238","0.455","0.469",,"0.293","0.306","0.272"
BasicAverageShares,,,"3,890,700,000",,"3,893,939,008",,"3,890,700,000",,"3,887,095,875","3,884,600,000",,,"3,868,000,000","3,863,300,000","3,856,900,000",,,"3,850,800,000","3,837,400,000","3,850,000,000","3,836,000,000","3,828,000,000","3,804,000,000",,"3,806,250,000",,"3,785,000,000",,"3,760,000,000","3,767,500,000","3,782,300,000",,"3,781,000,000","3,780,500,000","3,785,000,000",,"2,027,100,000","2,634,000,000","2,033,333,333",,"2,177,831,424","2,042,553,191","2,244,000,000",,"2,160,500,000","2,225,000,000","2,274,000,000",,"2,205,000,000","2,205,000,000","2,157,600,000",,"2,183,720,930","2,172,900,000","2,174,300,000",,"2,108,500,000","2,158,600,000","2,087,700,000",,"1,993,800,000","1,992,677,000","1,992,677,000",,"1,925,800,000","2,030,657,000","1,923,800,000",,"1,923,000,000","1,923,300,000","1,921,800,000",,"1,905,600,000","1,933,950,000","1,933,950,000",,"1,908,600,000","1,908,600,000","1,908,600,000",,"1,933,571,429","1,868,600,000","1,846,336,634",,"1,578,461,538","1,552,753,623","1,506,349,206"
DilutedAverageShares,,,"3,890,700,000",,"3,893,939,008",,"3,890,700,000",,"3,887,095,875","3,884,600,000",,,"3,873,700,000","3,869,800,000","3,863,700,000",,,"3,857,700,000","3,844,200,000","3,850,000,000","3,836,000,000","3,828,000,000","3,804,000,000",,"3,806,250,000","3,802,941,176","3,785,000,000",,"3,760,000,000","3,767,500,000","3,782,300,000",,"3,781,000,000","3,785,900,000","3,785,000,000",,"2,033,600,000","2,636,500,000","2,033,333,333",,"2,177,831,424","2,244,000,000","2,244,000,000",,"2,160,500,000","2,225,000,000","2,274,000,000",,"2,205,000,000","2,205,000,000","2,157,600,000",,"2,183,720,930","2,172,900,000","2,174,300,000",,"2,108,500,000","2,158,600,000","2,087,700,000",,"1,993,800,000","1,992,677,000","1,992,677,000",,"1,925,800,000","2,030,657,000","1,923,800,000",,"1,923,000,000","1,923,300,000","1,921,800,000",,"1,905,600,000","1,933,950,000","1,933,950,000",,"1,908,600,000","1,908,600,000","1,908,600,000",,"1,933,571,429","1,868,600,000","1,846,336,634",,"1,578,461,538","1,552,753,623","1,506,349,206"
NetIncomeFromContinuingAndDiscontinuedOperation,"3,903,000,000","2,000,000","1,345,000,000","588,000,000","1,119,000,000","610,000,000","1,514,000,000","1,380,000,000","1,225,000,000",,,"734,000,000","1,064,000,000","1,359,000,000","1,769,000,000","888,000,000","926,000,000","1,067,000,000","-1,917,000,000",,,,,"1,046,000,000","719,000,000","789,000,000","705,000,000","120,000,000","1,099,000,000","1,271,000,000","1,492,000,000","465,000,000","1,043,000,000","527,000,000","1,018,000,000","-1,200,000,000","499,000,000","528,000,000","-793,000,000","-3,709,485,780","-477,338,710","1,946,000,000","1,539,284,890","2,494,786,690","2,306,934,840","2,559,099,280","1,893,108,240","2,107,008,400","1,569,616,320","2,015,195,000","2,004,774,300","2,139,293,140","1,878,000,000","1,547,792,820","1,940,146,450","1,526,744,060","1,593,884,760","1,639,680,000","1,201,256,800","1,031,005,940","976,233,300","1,779,937,280","166,575,500","930,059,080","973,166,260","1,161,616,400","1,134,679,700","637,099,690","980,246,100","1,595,469,600","1,131,276,050","1,213,940,580","5,316,865,400","4,469,041,170","1,023,281,400","831,211,010","794,988,000","2,533,555,700","775,664,900","470,018,088","459,399,556","850,913,725","865,742,724","499,459,590","462,664,440","475,546,247","409,052,215"
NormalizedIncome,"3,820,164,000","2,000,000","1,345,000,000","588,000,000","1,119,000,000","610,000,000","1,514,000,000","1,380,000,000","1,225,000,000",,,"1,689,000,000","988,000,000","1,392,000,000","933,000,000","215,000,000","1,102,000,000","781,000,000","252,000,000",,,,,"-13,258,000,000","4,122,701,408.451","4,530,978,651.685","5,284,137,184.116","-616,000,000","6,899,136,599.852","5,599,437,847.866","7,358,181,818.182","465,000,000","6,145,390,594.383","527,000,000","1,018,000,000","-1,200,000,000","499,000,000","528,000,000","-793,000,000","-3,709,485,780","-477,338,710","11,328,372,217.275","1,543,623,619.724","2,515,605,037.422","2,306,934,840","2,547,646,324.495","1,893,108,240","2,133,077,898.833","1,569,616,320","2,022,540,789.793","2,004,774,300","2,139,293,140","11,738,220,994.475","1,547,792,820","1,940,146,450","1,526,744,060","1,593,884,760","1,639,680,000","1,201,256,800","1,031,005,940","976,233,300","1,779,937,280","166,575,500","930,059,080","973,166,260","1,161,616,400","1,134,679,700","2,947,347,658.364","980,246,100","1,336,287,958.093","1,131,276,050","1,213,940,580","1,328,174,644.397","1,350,192,425.477","1,023,281,400","831,211,010","794,988,000","2,533,555,700","775,664,900","470,018,088","459,399,556","850,913,725","865,742,724","499,459,590","462,664,440","475,546,247","409,052,215"
InterestIncome,"28,163,000,000","17,682,000,000","3,529,000,000","10,600,000,000","3,633,000,000","17,402,000,000","3,500,000,000","9,625,000,000","3,469,000,000",,,"11,162,000,000","11,657,000,000","11,422,000,000","12,080,000,000","12,028,000,000","11,832,000,000","11,701,000,000","12,604,000,000",,,,,"26,503,000,000","3,034,000,000","27,423,000,000","3,042,000,000","28,122,000,000","2,996,000,000","3,051,000,000","3,393,000,000","58,511,000,000","3,387,000,000","3,218,000,000","3,217,000,000","15,685,000,000","19,703,000,000","3,143,000,000","24,081,000,000","25,904,718,670","24,916,655,100","2,662,000,000","23,868,730,240","21,386,787,240","20,010,487,350","18,026,726,770","2,141,630,160","52,330,004,410","2,282,720,120","2,195,193,000","2,366,128,680","41,453,178,960","2,431,000,000","2,840,373,270","2,706,176,440","2,224,906,440","2,188,977,960","2,246,361,600","2,178,495,440","2,061,634,830","2,160,924,150","1,874,670,270","1,979,685,750","2,091,289,620","1,966,585,720","1,804,833,800","1,759,958,200","19,516,599,150","1,607,032,800","1,504,871,400","1,471,457,950","19,969,376,400","1,519,104,400","1,442,438,940","1,471,097,800","5,365,272,610","4,320,058,320","4,291,493,700","4,683,715,480","4,784,408,404","4,476,133,354","4,663,404,300","4,577,090,045","2,879,633,904","2,644,312,160","2,603,919,743","2,513,278,878"
InterestExpense,"14,353,000,000",,,,,,,,,,,"7,990,000,000","8,517,000,000","8,334,000,000","8,919,000,000","8,822,000,000","8,706,000,000","8,734,000,000","9,597,000,000",,,,,"23,373,000,000","86,000,000","24,524,000,000","136,000,000","24,821,000,000","17,000,000","6,000,000","157,000,000",,"149,000,000",,"158,000,000","12,056,000,000","16,767,000,000",,"21,044,000,000","23,619,040,050","22,309,378,580","218,000,000","21,595,578,140","19,307,249,100","18,089,676,780","16,020,966,220","261,247,440","49,097,838,770","291,545,200","295,822,800","292,878,550","39,285,156,230","283,000,000","249,430,860","229,886,140","271,719,360","274,225,380","219,717,120","251,614,600","233,231,790","377,454,000","239,874,360","260,846,250","369,873,130","258,228,300","327,145,000","337,306,200","18,516,354,840","313,942,200","307,092,600","355,022,050","18,870,333,480","172,316,320","86,084,420","181,009,900","3,983,286,380","3,193,045,920","2,941,165,500","3,385,986,300","3,518,382,760","3,416,391,748","3,481,706,175","3,423,602,072","2,010,834,525","1,792,486,500","1,785,451,123","1,720,519,306"
NetInterestIncome,"13,811,000,000","3,330,000,000","3,529,000,000","3,263,000,000","3,633,000,000","3,615,000,000","3,500,000,000","3,391,000,000","3,469,000,000",,,"3,172,000,000","3,140,000,000","3,088,000,000","3,161,000,000","3,206,000,000","3,126,000,000","2,967,000,000","3,007,000,000",,,,,"3,130,000,000","2,948,000,000","2,899,000,000","2,906,000,000","3,301,000,000","2,979,000,000","3,045,000,000","3,236,000,000","2,857,000,000","3,238,000,000","3,218,000,000","3,059,000,000","3,629,000,000","2,936,000,000","3,143,000,000","3,037,000,000","2,285,678,620","2,607,276,520","2,444,000,000","2,273,152,100","2,079,538,140","1,920,810,570","2,005,760,550","1,880,382,720","3,232,165,640","1,991,174,920","1,899,370,200","2,073,250,130","2,168,022,730","2,148,000,000","2,590,942,410","2,476,290,300","1,953,187,080","1,914,752,580","2,026,644,480","1,926,880,840","1,828,403,040","1,783,470,150","1,634,795,910","1,718,839,500","1,721,416,490","1,708,357,420","1,477,688,800","1,422,652,000","1,000,244,310","1,293,090,600","1,197,778,800","1,116,435,900","1,099,042,920","1,346,788,080","1,356,354,520","1,290,087,900","1,381,986,230","1,127,012,400","1,350,328,200","1,297,729,180","1,266,025,644","1,059,741,606","1,181,698,125","1,153,487,973","868,799,379","851,825,660","818,468,620","792,759,572"
ReconciledDepreciation,"789,000,000",,,,,,,,,,,"160,000,000","152,000,000","158,000,000","164,000,000","178,000,000","175,000,000","167,000,000","172,000,000",,,,,"784,000,000","51,000,000","67,000,000","69,000,000","152,000,000","73,000,000","42,000,000","78,000,000",,"113,000,000","135,000,000",,,"151,000,000","408,000,000","403,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"3,903,000,000","2,000,000","1,345,000,000","588,000,000","1,119,000,000","610,000,000","1,514,000,000","1,380,000,000","1,225,000,000",,,"1,689,000,000","988,000,000","1,392,000,000","933,000,000","215,000,000","1,102,000,000","781,000,000","252,000,000",,,,,"233,000,000","719,000,000","696,000,000","705,000,000","-616,000,000","1,099,000,000","1,271,000,000","1,492,000,000","465,000,000","1,043,000,000","527,000,000","1,018,000,000","-1,200,000,000","499,000,000","528,000,000","-793,000,000","-3,709,485,780","-477,338,710","1,946,000,000","1,539,284,890","2,494,786,690","2,306,934,840","2,559,099,280","1,893,108,240","2,107,008,400","1,569,616,320","2,015,195,000","2,004,774,300","2,139,293,140","1,878,000,000","1,547,792,820","1,940,146,450","1,526,744,060","1,593,884,760","1,639,680,000","1,201,256,800","1,031,005,940","976,233,300","1,779,937,280","166,575,500","930,059,080","973,166,260","1,161,616,400","1,134,679,700","637,099,690","980,246,100","1,595,469,600","1,131,276,050","1,213,940,580","5,316,865,400","4,469,041,170","1,023,281,400","831,211,010","794,988,000","2,533,555,700","775,664,900","470,018,088","459,399,556","850,913,725","865,742,724","499,459,590","462,664,440","475,546,247","409,052,215"
TotalUnusualItemsExcludingGoodwill,"117,000,000",,,,,,,,,,,,,,,,,,,,,,,"17,988,000,000","-4,814,000,000","-4,787,000,000","-6,783,000,000",,"-7,064,000,000","-5,451,000,000","-8,288,000,000",,"-7,260,000,000",,,,,,,,,"-10,964,000,000","-5,698,710","-23,065,810",,"13,297,860",,"-29,640,720",,"-9,391,200",,,"-11,898,000,000",,,,,,,,,,,,,,,"-2,416,958,160",,"324,741,600",,,"4,340,784,140","3,419,231,170",,,,,,,,,,,,,
