name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"515,443",,,,,,,,,"-63,964",,,,,,,,,,,,,"-5,100,000",,,,"28,482",,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"107,075,000","84,902,000","84,902,000","57,682,000","10,492,000","3,778,000","3,778,000","1,866,000","1,115,000","1,114,601","1,114,601","1,114,601","1,114,601","1,114,601","1,114,601","1,114,601","1,114,601","1,114,601","1,114,601","1,114,601","1,125,059","1,125,059","1,125,059","1,125,059","1,125,059","1,125,059","1,125,059","1,125,059","1,125,059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"107,075,000","84,902,000","84,902,000","57,682,000","10,492,000","3,778,000","3,778,000","1,866,000","1,115,000","1,114,601","1,114,601","1,114,601","1,114,601","1,114,601","1,114,601","1,114,601","1,114,601","1,114,601","1,114,601","1,114,601","1,125,059","1,125,059","1,125,059","1,125,059","1,125,059","1,125,059","1,125,059","1,125,059","1,125,059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"0","0","0","0","9,398,000","0","0","0","1,202,000",,,,,"202,494",,,,"0","0","0","815,937",,,,"0","0","0","0","416,882","484,507","105,358","0","0","0","0","0","57,893","208,988",,,"0","53,273","0","558,633","982,350","0","0","0","62,914",,,,"0","225,870","257,407","288,944","333,693","304,421","175,870","206,129","42,870","60,738","77,965","95,192",,"4,485","28,246","31,391","0","6,114","24,455","42,796","149,668","4,379","17,517","30,654","0","4,016","16,065","28,113","41,523",,,,,,,,,,,,,,,,"48,365",,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,"0","0","35,120,000","61,463,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,950,000","3,750,000",,,,"2,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,206","32,823","57,440","82,057","7,326",,"51,281","73,259","7,325",,,"73,245","7,999",,,"79,986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"124,461,000","124,408,000","120,178,000","106,772,000","96,788,000","65,691,000","51,334,000","34,105,000","27,358,000","21,652,532","13,465,639","7,213,118","5,276,039","653,173","606,128","519,687","382,327","230,547","215,511","235,471","203,598","316,558","377,536","384,605","379,237","82,428","121,647","150,965","148,185","1,193,296","1,196,317","1,194,907","1,173,231","1,208,449","1,240,873","1,197,796","15,543,814","1,206,845","1,239,143","1,264,116","16,932,946","17,920,441","1,280,290","1,310,287","1,239,811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPPE,"120,481,000","119,642,000","117,397,000","103,375,000","89,105,000","57,989,000","50,273,000","31,029,000","19,516,000","8,802,014","4,651,223","3,037,412","1,168,281","584,964","480,183","377,109","260,901","162,666","94,111","98,611","89,107","89,357","92,447","76,264","81,132","63,720","67,815","62,008","66,103","1,193,296","1,196,317","1,194,907","1,173,231","1,208,449","1,211,569","1,197,796","1,200,916","1,206,845","1,209,845","1,212,845","1,204,021","80,792","1,248,296","1,254,297","1,239,811","1,272,512","1,275,481","1,279,569","1,192,283","1,209,457","1,907,100","1,889,725","1,894,465","1,777,007","1,898,569","1,961,260","1,930,089","1,928,031","1,838,325","1,912,204","1,599,533","1,607,355","2,326,496","2,320,541","2,320,309","2,573,792","2,580,139","2,567,247","2,573,390","213,571","211,501","2,654,168","2,658,274","2,669,145","4,199,474","116,476","4,113,200","125,821","4,135,214","115,519","4,718,604","4,800,000","4,800,000","4,800,000","4,547,643","4,500,000","4,600,000","4,600,000","4,609,525","4,700,000","4,600,000","6,200,000","6,162,569","6,000,000","6,100,000","6,900,000","6,898,382","6,800,000","6,900,000","6,900,000","6,800,000","6,900,000","6,000,000","6,000,000","5,900,000","5,900,000","5,600,000","5,600,000","5,600,000","5,600,000","5,600,000","5,600,000","5,800,000","5,800,000","5,800,000","5,800,000","5,800,000","5,800,000","5,100,000",,,,,
			GrossPPE,"131,794,000","127,648,000","122,972,000","107,568,000","92,117,000","59,941,000","51,543,000","31,820,000","19,979,000",,,,"1,333,132",,,,"393,578",,,,"206,354",,,,"190,763",,,,"170,295",,,,"1,272,618",,,,"1,301,679",,,,"1,304,764","80,792",,,,"1,383,520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Properties,"29,060,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"5,941,000","5,855,000","5,814,000","4,823,000","4,297,000","3,927,000","3,555,000","3,141,000","1,786,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"96,793,000","121,793,000","117,158,000","102,745,000","87,820,000","56,014,000","47,988,000","28,679,000","18,193,000",,,,"1,333,132",,,,"393,578",,,,"206,354",,,,"190,763",,,,"170,295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-11,313,000","-8,006,000","-5,575,000","-4,193,000","-3,012,000","-1,952,000","-1,270,000","-791,000","-463,000",,,,"-164,851",,,,"-132,677",,,,"-117,247",,,,"-109,631",,,,"-104,192",,,,"-99,387",,,,"-100,763",,,,"-100,743",,,,,"-111,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentProperties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,342,898",,,,"15,728,925","16,678,145",,,,,,"19,672,533","19,625,622","20,135,589","20,308,267","20,610,798","20,802,132","17,462,895","18,300,779","18,486,578","19,083,848","19,079,395","18,400,138","21,891,447","22,251,684","23,606,285","10,384,173","10,592,335","10,501,601","10,647,671","11,010,477","10,669,464","11,923,998","10,365,910","10,534,981","10,740,020","11,421,331","11,653,696","7,438,696","8,463,673","8,591,998","8,513,603","8,635,411","8,820,324","8,400,000","8,400,000","9,300,000","9,800,000","11,000,000","10,000,000","10,100,000",,"9,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,"6,992,000","12,252,382","8,548,133","3,878,095","3,874,788",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,,,,,,,,,"6,992,000","12,252,382","8,548,133","3,878,095","3,874,788",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"3,980,000","4,766,000","2,781,000","3,397,000","7,683,000","7,702,000","1,061,000","3,076,000","850,000","598,136","266,283","297,611","232,970","68,209","125,945","142,578","121,426","67,881","121,400","136,860","114,491","227,201","285,089","308,341","298,105","18,708","53,832","88,957","82,082",,,,,,"29,304",,,,"29,298","51,271",,"1,161,504","31,994","55,990",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalLiabilitiesNetMinorityInterest,"86,039,000","78,568,000","80,218,000","71,107,000","40,384,000","24,661,000","23,939,000","24,374,000","48,267,000","47,847,369","28,596,976","28,116,369","14,829,407","11,779,409","8,204,377","9,165,156","4,746,866","7,116,724","6,719,690","15,306,450","6,382,671","4,835,431","5,277,121","7,836,681","4,427,282","7,171,571","5,359,426","6,574,899","5,590,727","5,644,522","5,648,012","8,525,780","6,885,023","6,157,702","6,623,235","8,383,187","6,687,134","6,589,167","7,333,292","8,177,725","7,083,623","6,802,194","7,517,135","7,244,884","7,260,362","7,227,675","7,223,067","9,049,747","7,767,196","7,792,029","8,173,989","8,602,344","8,028,146","7,714,775","7,905,978","8,362,988","7,691,223","7,651,616","8,800,701","9,041,472","8,443,919","10,190,542","4,256,949","4,654,683","4,330,927","4,733,568","4,546,369","5,057,980","4,752,188","4,466,989","4,340,999","4,676,081","4,430,539","6,144,409","4,111,353","4,324,520","4,061,009","4,180,652","4,194,980","4,416,365","4,129,836","4,300,000","4,500,000","5,300,000","5,214,708","4,700,000","5,100,000","5,600,000","4,452,083","4,800,000","4,100,000","4,700,000","3,584,578","3,500,000","3,500,000","3,700,000","3,607,176","4,000,000","4,000,000","4,300,000","4,100,000","4,900,000","4,500,000","4,500,000","4,100,000","4,300,000","4,300,000","4,400,000","3,300,000","3,800,000","3,700,000","3,700,000","3,300,000","3,400,000","3,700,000","3,300,000","3,800,000","4,100,000","4,400,000","4,300,000","4,600,000","4,800,000","5,800,000","6,400,000"
	CurrentLiabilities,"24,464,000","23,917,000","30,228,000","16,416,000","12,112,000","11,943,000","12,512,000","15,328,000","6,892,000","10,411,177","2,688,436","8,831,835","3,054,358","1,667,330","1,886,475","5,343,015","1,671,008","3,948,003","3,415,169","12,194,752","1,394,918","2,417,813","2,877,257","4,788,978","1,375,830","4,320,726","1,660,639","2,760,726","1,424,959","2,297,624","2,154,123","5,109,781","3,391,349","2,519,925","2,453,552","4,123,271","6,250,791","1,499,244","2,170,830","2,925,986","6,511,928","647,544","1,273,543","1,356,134","6,568,360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PayablesAndAccruedExpenses,"24,464,000","23,917,000","30,228,000","16,416,000","12,112,000","11,943,000","12,512,000","15,328,000","6,892,000","10,411,177","2,688,436","8,831,835","3,054,358","1,667,330","1,886,475","5,343,015","1,671,008","3,948,003","3,415,169","12,194,752","1,394,918","2,417,813","2,877,257","4,788,978","1,375,830","4,320,726","1,660,639","2,760,726","1,424,959","1,303,046","1,163,543","4,243,291","2,557,229","1,747,384","1,698,353","3,368,072","1,212,859","732,011","1,403,597","2,158,113","1,017,189","647,544","1,273,543","917,760","988,711","812,303","544,409","2,462,138","1,217,544","873,018","902,626","1,506,768","653,733","558,141","543,820","928,922","882,733","177,594","1,529,525","743,225","606,276","1,869,682","206,271","530,188","271,517","489,664","141,373","840,487","165,737","247,231","174,585","436,846","28,058","1,610,619","488,422","446,750","155,331","282,084","213,898","393,188","108,033",,,,"374,229",,,,"160,227",,,,"196,196",,,,"312,859",,,,,,,,,,,,,,,,,,,,,,,,,,,
			Payables,"24,464,000","23,917,000","30,228,000","16,416,000","12,112,000","11,943,000","12,512,000","15,328,000","6,892,000","10,411,177","2,688,436","8,831,835","3,054,358","1,667,330","1,886,475","5,343,015","1,671,008","3,948,003","3,415,169","12,194,752","1,394,918","2,417,813","2,877,257","4,788,978","1,375,830","4,320,726","1,660,639","2,760,726","1,424,959","1,303,046","1,163,543","4,243,291","2,557,229","1,747,384","1,698,353","3,368,072","1,212,859","732,011","1,403,597","2,158,113","1,017,189","647,544","1,273,543","917,760","988,711","812,303","544,409","2,462,138","1,217,544","873,018","902,626","1,506,768","653,733","558,141","543,820","928,922","882,733","177,594","1,529,525","743,225","606,276","1,869,682","206,271","530,188","271,517","489,664","141,373","840,487","165,737","247,231","174,585","436,846","28,058","1,610,619","488,422","446,750","155,331","282,084","213,898","393,188","108,033",,,,"374,229",,,,"160,227",,,,"196,196",,,,"312,859",,,,,,,,,,,,,,,,,,,,,,,,,,,
				AccountsPayable,"19,193,000","19,553,000","22,899,000","9,656,000","10,505,000","8,884,000","9,590,000","4,855,000","5,608,000","2,745,047","1,066,969","899,619","826,771","1,342,067","903,745","1,189,638","868,807","837,316","841,881","816,968","828,672","1,028,858","795,204","703,418","862,364","837,696","938,027","991,060","1,075,256","922,683","877,256","914,076","1,079,310","774,242","987,175","1,126,308","976,202","567,233","621,570","781,004","753,328","493,461","537,019","700,698","786,848","467,356","430,425","1,168,752","1,142,444","710,709","765,426","731,882","382,153",,,,"827,911",,,,"562,855",,,,"31,434",,,,"10,120",,,,"7,537",,,,"51,711",,,,"80,650",,,,"9,064",,,,"93,072",,,,"70,034",,,,"55,046",,,,,,,,,,,,,,,,,,,,,,,,,,,
				TotalTaxPayable,"5,271,000","4,364,000","7,329,000","6,760,000","1,607,000","3,059,000","2,922,000","10,473,000","1,284,000","7,666,130","1,621,467","7,932,216","2,227,587","325,263","982,730","4,153,377","802,201","3,110,687","2,573,288","11,377,784","566,246","1,388,955","2,082,053","4,085,560","513,466","3,483,030","722,612","1,769,666","349,703","380,363","286,287","3,329,215","1,477,919","973,142","711,178","2,241,764","236,657","164,778","782,027","1,377,109","263,861","154,083","736,524","217,062","201,863","344,947","113,984","1,293,386","75,100","162,309","137,200","774,886","271,580","558,141","543,820","928,922","54,822","177,594","1,529,525","743,225","43,421","1,869,682","206,271","530,188","240,083","489,664","141,373","840,487","155,617","247,231","174,585","436,846","20,521","1,610,619","488,422","446,750","103,620","282,084","213,898","393,188","27,383",,,,"365,165",,,,"67,155",,,,"126,162",,,,"257,813",,,,,,,,,,,,,,,,,,,,,,,,,,,
