name,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016,12/31/2015,06/30/2015,12/31/2014,06/30/2014,12/31/2013,06/30/2013,12/31/2012,06/30/2012,12/31/2011,06/30/2011,12/31/2010,06/30/2010,12/31/2009,06/30/2009,12/31/2008,06/30/2008,12/31/2007,06/30/2007,12/31/2006,06/30/2006,12/31/2005,06/30/2005,12/31/2004,06/30/2004,12/31/2003,06/30/2003,12/31/2002,06/30/2002,12/31/2001,12/31/2000,06/30/2000,12/31/1999,12/31/1998,12/31/1997
			InvestmentinFinancialAssets,"2,392,000,000","3,406,000,000","3,842,000,000","3,387,000,000","3,711,000,000","3,299,000,000","3,882,000,000","3,414,000,000","835,000,000","3,909,000,000","4,232,000,000","96,000,000","95,000,000","166,000,000","159,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
				FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,"25,000,000",,"23,000,000","918,000,000",,,,,,,,"96,000,000","95,000,000","166,000,000","159,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,"2,367,000,000","3,406,000,000","3,819,000,000","2,469,000,000","3,711,000,000","3,299,000,000","3,882,000,000","3,414,000,000","835,000,000","3,909,000,000","4,232,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				HeldToMaturitySecurities,,,"1,536,000,000","1,552,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,,,,,,,,,,,,,,,,"206,000,000",,"6,000,000",,"75,000,000",,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,"562,000,000","299,000,000","263,000,000",,,"507,000,000","915,000,000","834,000,000","1,297,000,000","1,593,000,000","579,000,000","35,000,000","36,000,000","165,000,000","204,000,000","415,000,000","428,000,000","172,000,000","328,000,000","812,000,000","180,000,000","169,000,000",,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,,,,"41,000,000",,,,,,,,"133,000,000",,,,"869,000,000","994,000,000","1,002,000,000",,"1,539,000,000",,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,"0",,"0","213,000,000","213,000,000","1,030,000,000","1,025,000,000",,,,,"1,981,000,000","1,837,000,000","1,478,000,000","1,003,000,000",,,,"891,000,000",,"2,555,000,000","1,809,000,000",,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"992,000,000","1,437,000,000","1,366,000,000","1,630,000,000","1,825,000,000","2,066,000,000","2,116,000,000","2,484,000,000","2,430,000,000","2,580,000,000","2,817,000,000","3,128,000,000","3,251,000,000","3,339,000,000","3,594,000,000","3,219,000,000","3,551,000,000","3,644,000,000","4,424,000,000","3,028,000,000","3,739,000,000","4,278,000,000","5,154,089,500","6,233,764,500","7,284,625,270","7,855,341,410","8,249,728,720","9,648,675,400","11,011,491,020","8,704,476,270","7,112,710,560","7,972,124,160","7,913,302,980","6,564,387,830","3,899,553,240","4,033,446,200","5,377,909,350","2,539,404,900",,,,
			NonCurrentDeferredTaxesAssets,"992,000,000","1,437,000,000","1,366,000,000","1,630,000,000","1,825,000,000","2,066,000,000","2,116,000,000","2,484,000,000","2,430,000,000","2,580,000,000","2,817,000,000","3,128,000,000","3,251,000,000","3,339,000,000","3,594,000,000","3,219,000,000","3,551,000,000","3,644,000,000","4,424,000,000","3,028,000,000","3,739,000,000","4,278,000,000","5,154,089,500","6,233,764,500","7,284,625,270","7,855,341,410","8,249,728,720","9,648,675,400","11,011,491,020","8,704,476,270","7,112,710,560","7,972,124,160","7,913,302,980","6,564,387,830","3,899,553,240","4,033,446,200","5,377,909,350","2,539,404,900",,,,
		OtherNonCurrentAssets,"201,000,000","133,000,000","186,000,000","681,000,000","110,000,000","108,000,000","106,000,000","87,000,000","85,000,000","84,000,000","76,000,000","147,000,000","118,000,000","322,000,000","209,000,000","174,000,000","2,200,000,000","153,000,000","140,000,000","150,000,000","8,517,000,000","231,000,000","2,697,366,700","3,220,460,600","2,923,863,810","3,057,769,030","1,685,860,250","1,835,979,600","2,087,978,630","2,389,415,490","2,567,864,080","2,666,939,520","4,413,218,740","5,907,340,670","6,478,290,060","7,501,183,200","14,112,937,870","21,504,553,780","14,491,577,240","9,474,793,860","7,548,598,980","6,792,720,480"
TotalLiabilitiesNetMinorityInterest,"71,888,000,000","71,163,000,000","63,343,000,000","62,189,000,000","61,772,000,000","61,189,000,000","61,494,000,000","56,220,000,000","58,163,000,000","56,363,000,000","56,703,000,000","56,976,000,000","59,499,000,000","59,883,000,000","63,596,000,000","61,948,000,000","66,491,000,000","60,513,000,000","62,727,000,000","59,669,000,000","63,296,000,000","62,915,000,000","64,249,047,940","65,672,486,600","66,963,545,710","69,354,250,060","71,532,755,210","76,556,279,800","80,850,281,290","74,587,260,510","76,535,775,360","81,555,223,680","81,698,540,730","91,824,947,940","106,671,649,920","109,690,208,600","98,341,001,090","94,653,256,520","45,120,833,800","33,808,735,800","28,420,010,460","27,979,972,020"
	CurrentLiabilities,"27,693,000,000","29,134,000,000","30,296,000,000","28,254,000,000","29,036,000,000","25,667,000,000","25,386,000,000","22,409,000,000","21,626,000,000","19,515,000,000","20,015,000,000","19,039,000,000","22,156,000,000","23,097,000,000","24,917,000,000","23,584,000,000","26,172,000,000","23,574,000,000","23,591,000,000","24,528,000,000","23,744,000,000","24,588,000,000","26,915,481,460","25,604,186,850","28,324,373,390","27,284,992,410","27,486,720,130","28,308,989,800","29,978,070,860","31,195,376,100","30,936,086,160","29,156,789,760","31,756,435,820","34,078,672,210","44,845,815,230","45,480,201,200","35,024,407,330","58,787,489,620","23,014,984,630","17,381,387,100","12,293,651,880","15,289,984,710"
		PayablesAndAccruedExpenses,"11,565,000,000","11,253,000,000","11,648,000,000","11,383,000,000","11,426,000,000","10,831,000,000","10,590,000,000","10,331,000,000","10,707,000,000","9,426,000,000","9,538,000,000","9,317,000,000","9,332,000,000","10,103,000,000","11,966,000,000","9,641,000,000","10,776,000,000","10,156,000,000","12,443,000,000","7,747,000,000","9,800,000,000","10,198,000,000","9,541,710,220","9,364,626,650","9,595,321,300","9,189,560,030","10,255,334,150","9,787,195,600","10,905,952,270","8,794,502,640","14,917,364,960","13,696,247,040","16,379,250,840","14,258,618,660","15,885,056,930","16,125,732,000","15,917,937,330","15,389,751,960","5,856,889,990","5,333,670,930","4,089,357,360","4,065,450,480"
			Payables,"11,565,000,000","11,253,000,000","11,648,000,000","11,383,000,000","11,426,000,000","10,831,000,000","10,590,000,000","10,331,000,000","10,707,000,000","9,426,000,000","9,538,000,000","9,317,000,000","9,332,000,000","10,103,000,000","11,966,000,000","9,641,000,000","10,776,000,000","10,156,000,000","10,627,000,000","7,747,000,000","8,100,000,000","8,792,000,000","9,541,710,220","9,364,626,650","9,595,321,300","8,196,653,150","9,014,995,620","8,761,207,000","9,511,152,150","7,635,722,850","7,780,310,960","6,834,186,240","7,355,099,890","7,396,126,100","8,495,727,550","7,884,697,800","8,646,239,630","7,639,509,500","5,856,889,990","5,333,670,930","4,089,357,360","4,065,450,480"
				AccountsPayable,"6,682,000,000","6,486,000,000","6,736,000,000","6,238,000,000","6,522,000,000","6,252,000,000","6,211,000,000","6,016,000,000","6,227,000,000","5,747,000,000","5,775,000,000","7,141,000,000","7,540,000,000","7,138,000,000","7,697,000,000","7,489,000,000","8,151,000,000","7,718,000,000","8,274,000,000","7,378,000,000","7,795,000,000","8,503,000,000","9,541,710,220","9,364,626,650","9,595,321,300","8,196,653,150","9,014,995,620","8,761,207,000","9,511,152,150","7,635,722,850","7,780,310,960","6,834,186,240","7,355,099,890","7,396,126,100","8,495,727,550","7,884,697,800","8,646,239,630","7,639,509,500","5,856,889,990","5,333,670,930","4,089,357,360","4,065,450,480"
				TotalTaxPayable,"2,035,000,000","2,192,000,000","2,077,000,000","2,333,000,000","1,858,000,000","2,038,000,000","1,579,000,000","1,954,000,000","1,752,000,000","2,095,000,000","1,972,000,000","2,176,000,000","1,792,000,000","2,965,000,000","4,269,000,000","2,152,000,000","2,625,000,000","2,438,000,000","2,353,000,000","369,000,000","305,000,000","289,000,000",,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"748,000,000","621,000,000","755,000,000","815,000,000","596,000,000","472,000,000","338,000,000","363,000,000","434,000,000","630,000,000","684,000,000","594,000,000","592,000,000","2,965,000,000","2,794,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,"2,848,000,000","2,575,000,000","2,835,000,000","2,812,000,000","3,046,000,000","2,541,000,000","2,800,000,000","2,361,000,000","2,728,000,000","1,584,000,000","1,791,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,"1,816,000,000",,"1,700,000,000","1,406,000,000",,,,"992,906,880","1,240,338,530","1,025,988,600","1,394,800,120","1,158,779,790","7,137,054,000","6,862,060,800","9,024,150,950","6,862,492,560","7,389,329,380","8,241,034,200","7,271,697,700","7,750,242,460",,,,
		CurrentProvisions,"135,000,000","136,000,000","170,000,000","125,000,000","141,000,000","133,000,000","211,000,000","198,000,000","207,000,000","119,000,000","183,000,000","144,000,000","180,000,000","54,000,000","78,000,000","855,000,000","1,506,000,000","1,494,000,000","1,546,000,000","975,000,000","1,245,000,000","1,435,000,000",,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"2,261,000,000","2,332,000,000","2,392,000,000","2,257,000,000","2,448,000,000","2,203,000,000","2,266,000,000","2,070,000,000","2,214,000,000","2,014,000,000","1,984,000,000","1,829,000,000","2,009,000,000","1,821,000,000","1,948,000,000","1,783,000,000","1,829,000,000","1,640,000,000",,"1,511,000,000",,,,,,,,,,,,,,,,,,,,,,
