name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,12/31/1993
		PayablesAndAccruedExpenses,"3,427,000,000","3,308,000,000","3,348,000,000","3,397,000,000","3,286,000,000","3,962,000,000","3,631,000,000","3,401,000,000","3,372,000,000","3,086,000,000","2,700,000,000","2,488,000,000","2,817,000,000","2,655,000,000","2,571,000,000","2,545,000,000","2,660,000,000","2,868,000,000","3,075,000,000","3,249,000,000","3,843,000,000","3,711,000,000","3,509,000,000","3,497,000,000","3,515,000,000","3,356,000,000","3,330,000,000","3,139,000,000","3,023,000,000","2,975,000,000","2,892,000,000","3,101,000,000","3,220,000,000","2,834,000,000","3,093,000,000","3,018,000,000","2,437,000,000","2,165,000,000","2,137,000,000","2,183,000,000","1,762,000,000","1,871,000,000","2,054,000,000","2,256,000,000","2,184,312,773","2,498,403,236","3,122,328,516","2,532,661,249","1,946,568,676","2,214,051,476","2,232,731,137","2,526,522,140","2,460,391,426","2,115,793,003","2,209,704,406","2,519,850,537","2,353,762,065","2,209,059,233","1,703,694,612","1,842,805,320","1,436,285,097","1,198,185,712","1,170,113,409","1,499,213,012","1,176,091,717","1,134,521,880","1,109,009,861","1,310,415,748","764,872,521","1,012,698,413","684,952,265","721,797,323","514,167,463","700,646,994","375,189,107","375,216,774","673,365,327","710,850,616","412,905,135","455,270,407","260,416,667",,,,"136,222,910",,"129,354,696","272,340,426","204,431,737","295,539,290","118,702,553","423,705,345","151,500,000","94,100,000","58,600,000","126,300,000","54,300,000","51,300,000","46,200,000","66,200,000","56,200,000","33,500,000"
			Payables,"816,000,000","747,000,000","988,000,000","838,000,000","930,000,000","1,404,000,000","1,089,000,000","937,000,000","775,000,000","794,000,000","656,000,000","541,000,000","595,000,000","626,000,000","596,000,000","433,000,000","571,000,000","470,000,000","543,000,000","598,000,000","564,000,000","641,000,000","581,000,000","844,000,000","996,000,000","877,000,000","879,000,000","715,000,000","750,000,000","757,000,000","696,000,000","803,000,000","873,000,000","741,000,000","959,000,000","749,000,000","274,000,000","274,000,000","295,000,000","269,000,000","240,000,000","272,000,000","327,000,000","347,000,000","382,467,217","407,707,047","488,499,898","454,685,732","379,382,262","629,037,067","547,290,117","648,062,730","842,264,679","772,325,919","791,968,767","621,205,044","573,322,479","478,513,356","466,429,361","429,262,394","379,169,666","545,546,176","531,020,681","621,720,882","463,738,245","486,223,663","486,289,342","508,300,279","336,795,719","353,968,254","303,076,223","254,939,452","249,920,408","418,178,949","375,189,107","375,216,774","673,365,327","710,850,616","412,905,135","455,270,407","260,416,667",,,,"136,222,910",,"129,354,696","272,340,426","204,431,737","295,539,290","118,702,553","423,705,345","151,500,000","94,100,000","58,600,000","126,300,000","54,300,000","51,300,000","46,200,000","66,200,000","56,200,000","33,500,000"
				AccountsPayable,"816,000,000","662,000,000","924,000,000","779,000,000","779,000,000","1,008,000,000","970,000,000","937,000,000","775,000,000","794,000,000","656,000,000","541,000,000","595,000,000","626,000,000","596,000,000","433,000,000","571,000,000","470,000,000","543,000,000","598,000,000","564,000,000","641,000,000","581,000,000","822,000,000","637,000,000","557,000,000","667,000,000","535,000,000","465,000,000","525,000,000","415,000,000","526,000,000","526,000,000","445,000,000","557,000,000","453,000,000","274,000,000","274,000,000","295,000,000","269,000,000","240,000,000","272,000,000","327,000,000","347,000,000","382,467,217","407,707,047","488,499,898","454,685,732","379,382,262","629,037,066","547,290,117","648,062,731","842,264,678","772,325,919","791,968,767","621,205,044","573,322,479","478,513,357","466,429,361","429,262,394","379,169,666","545,546,176","531,020,680","621,720,881","463,738,246","486,223,663","486,289,342","508,300,279","336,795,719","353,968,254","303,076,224","254,939,452","249,920,408","418,178,949","375,189,107","375,216,774","673,365,327","710,850,616","412,905,135","455,270,407","260,416,667",,,,"136,222,910",,"129,354,696","272,340,426","204,431,737","295,539,290","118,702,553","423,705,345","151,500,000","94,100,000","58,600,000","126,300,000","54,300,000","51,300,000","46,200,000","66,200,000","56,200,000","33,500,000"
				TotalTaxPayable,"0","85,000,000","64,000,000","59,000,000","151,000,000","396,000,000","119,000,000",,,,,,,,,,,,,,"0","0","0","22,000,000","359,000,000","320,000,000","212,000,000","180,000,000","285,000,000","232,000,000","281,000,000","277,000,000","347,000,000","296,000,000","402,000,000","296,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"0","85,000,000","64,000,000","59,000,000","151,000,000","396,000,000","119,000,000",,,,,,,,,,,,,,"0","0","0","22,000,000","359,000,000","320,000,000","212,000,000","180,000,000","285,000,000","232,000,000","281,000,000","277,000,000","347,000,000","296,000,000","402,000,000","296,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,"-1","1",,,,,"-1",,,,,"1","1","-1",,,,,,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"2,611,000,000","2,561,000,000","2,360,000,000","2,559,000,000","2,356,000,000","2,558,000,000","2,542,000,000","2,464,000,000","2,597,000,000","2,292,000,000","2,044,000,000","1,947,000,000","2,222,000,000","2,029,000,000","1,975,000,000","2,112,000,000","2,089,000,000","2,398,000,000","2,532,000,000","2,651,000,000","3,279,000,000","3,070,000,000","2,928,000,000","2,653,000,000","2,519,000,000","2,479,000,000","2,451,000,000","2,424,000,000","2,273,000,000","2,218,000,000","2,196,000,000","2,298,000,000","2,347,000,000","2,093,000,000","2,134,000,000","2,269,000,000","2,163,000,000","1,891,000,000","1,842,000,000","1,914,000,000","1,522,000,000","1,599,000,000","1,727,000,000","1,909,000,000","1,801,845,556","2,090,696,189","2,633,828,618","2,077,975,517","1,567,186,414","1,585,014,409","1,685,441,020","1,878,459,410","1,618,126,747","1,343,467,084","1,417,735,639","1,898,645,493","1,780,439,586","1,730,545,877","1,237,265,251","1,413,542,926","1,057,115,431","652,639,536","639,092,728","877,492,130","712,353,472","648,298,217","622,720,519","802,115,469","428,076,802","658,730,159","381,876,042","466,857,871","264,247,055","282,468,045",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"2,391,000,000","4,036,000,000","3,964,000,000","1,667,000,000","1,141,000,000","500,000,000","826,000,000","644,000,000","1,877,000,000","1,875,000,000","1,946,000,000","3,129,000,000","1,812,000,000","2,098,000,000","2,405,000,000","973,000,000","1,729,000,000","1,673,000,000","1,246,000,000","1,667,000,000","980,000,000","1,914,000,000","1,844,000,000","1,498,000,000","1,444,000,000","514,000,000","263,000,000","254,000,000","798,000,000","1,138,000,000","1,165,000,000","1,151,000,000","359,000,000",,"386,000,000","389,000,000","719,000,000","210,000,000","186,000,000","353,000,000","643,000,000","361,000,000",,"205,000,000","420,106,848",,,"1,706,614,546",,,,,,,,,,"193,960,511","193,936,418","193,470,375","194,384,449","534,206,879",,"178,384,050","184,207,136","186,385,737","202,620,559","23,505,215","23,607,177","25,396,825","15,153,811","15,933,716","15,918,497","31,560,675","15,128,593","18,918,493","16,496,701",,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDebt,"2,391,000,000","4,036,000,000","3,964,000,000","1,667,000,000","1,141,000,000","500,000,000","826,000,000","644,000,000","1,877,000,000","1,875,000,000","1,946,000,000","3,129,000,000","1,812,000,000","2,098,000,000","2,405,000,000","973,000,000","1,729,000,000","1,673,000,000","1,246,000,000","1,667,000,000","980,000,000","1,914,000,000","1,844,000,000","1,498,000,000","1,444,000,000","514,000,000","263,000,000","254,000,000","798,000,000","1,138,000,000","1,165,000,000","1,151,000,000","359,000,000",,"386,000,000","389,000,000","719,000,000","210,000,000","186,000,000","353,000,000","643,000,000","361,000,000",,"205,000,000","420,106,848",,,"1,706,614,546",,,,,,,,,,"193,960,511","193,936,418","193,470,375","194,384,449","534,206,879",,"178,384,050","184,207,136","186,385,737","202,620,559","23,505,215","23,607,177","25,396,825","15,153,811","15,933,716","15,918,497","31,560,675","15,128,593","18,918,493","16,496,701",,,,,,,,,,,,,,,,,,,,,,,,,
				CommercialPaper,"329,000,000",,,,"141,000,000","0","326,000,000","644,000,000","625,000,000","625,000,000","649,000,000","333,000,000","336,000,000","656,000,000","650,000,000","649,000,000","692,000,000","669,000,000","623,000,000","634,000,000","580,000,000","560,000,000","534,000,000","553,000,000","532,000,000","514,000,000","263,000,000","254,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"2,062,000,000",,,,"1,000,000,000","500,000,000","500,000,000",,"1,252,000,000","1,250,000,000","1,297,000,000","2,796,000,000","1,476,000,000","1,442,000,000","1,755,000,000","324,000,000","1,037,000,000","1,004,000,000","623,000,000","1,033,000,000","400,000,000","1,354,000,000","1,310,000,000","945,000,000","912,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,000,000","5,000,000","0","0","64,000,000","383,000,000","585,235,551",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,000,000","5,000,000","0","0","64,000,000","383,000,000","585,235,551",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"819,000,000","511,000,000","588,000,000","547,000,000","335,000,000","332,000,000","401,000,000","283,000,000","1,012,000,000","830,000,000","793,000,000","432,000,000","463,000,000","389,000,000","387,000,000","300,000,000","206,000,000","167,000,000","224,000,000","312,000,000","319,000,000","297,000,000","576,000,000","387,000,000","275,000,000","257,000,000","153,000,000","278,000,000","155,000,000","174,000,000","144,000,000","360,000,000","455,000,000","185,000,000","562,000,000","917,000,000",,,,,,,"268,000,000","184,000,000","230,694,512","779,220,779","3,411,357,623","1,028,700","1,616,843,778","657,855,510","601,487,779","792,204,797","610,438,024","539,845,759","1,312,883,436","1,397,711,350","1,471,101,291","1,878,048,781","1,177,120,412","914,147,521","259,179,266","1","329,553,035","255,771,249","1","1",,"1",,"1,587,302","1",,,,"335,854,766","433,548,794","-1,499,700",,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"36,493,000,000","35,883,000,000","36,781,000,000","36,089,000,000","34,823,000,000","35,157,000,000","36,410,000,000","36,860,000,000","35,953,000,000","35,858,000,000","35,965,000,000","25,514,000,000","27,289,000,000","27,174,000,000","26,813,000,000","27,548,000,000","27,299,000,000","28,435,000,000","28,225,000,000","27,056,000,000","26,167,000,000","25,160,000,000","24,837,000,000","21,529,000,000","20,748,000,000","21,747,000,000","22,513,000,000","21,798,000,000","20,721,000,000","19,462,000,000","19,459,000,000","19,127,000,000","20,346,000,000","20,312,000,000","19,165,000,000","18,922,000,000","18,528,000,000","18,130,000,000","18,851,000,000","18,495,000,000","19,193,000,000","19,556,000,000","20,788,000,000","21,600,000,000","20,855,998,057","20,045,773,898","19,726,236,515","19,446,558,996","19,229,317,708","19,838,020,471","19,917,109,458","20,032,287,823","19,400,046,598","12,150,441,489","11,610,708,310","11,210,882,765","9,790,673,334","9,481,997,677","9,644,040,751","9,889,963,724","9,196,064,315","8,494,393,348","8,442,961,975","7,738,719,832","6,720,340,075","6,665,316,045","6,636,498,717","7,357,132,364","7,702,234,813","7,514,285,714","4,437,035,915","4,635,117,909","4,643,425,661","4,110,777,971","4,098,335,855","4,039,098,219","3,870,725,855","4,325,217,914","3,019,091,313","3,012,904,161","2,698,206,019","1,807,776,963","1,859,782,928","1,865,660,377","1,834,365,325","1,756,694,721","1,847,714,244","1,713,475,177","1,522,516,083","1,303,687,336","1,273,982,057","902,797,009","836,900,000","795,200,000","532,700,000","460,200,000","349,800,000","333,100,000","395,700,000","364,600,000","325,400,000","232,200,000"
		LongTermDebtAndCapitalLeaseObligation,"18,591,000,000","18,453,000,000","19,543,000,000","19,323,000,000","19,482,000,000","19,233,000,000","20,571,000,000","21,334,000,000","20,581,000,000","21,046,000,000","21,330,000,000","13,175,000,000","14,993,000,000","15,194,000,000","14,831,000,000","15,591,000,000","15,065,000,000","14,837,000,000","14,737,000,000","14,022,000,000","13,022,000,000","11,771,000,000","11,593,000,000","8,856,000,000","8,217,000,000","8,879,000,000","9,770,000,000","9,068,000,000","7,938,000,000","7,278,000,000","7,357,000,000","7,090,000,000","8,212,000,000","9,327,000,000","8,238,000,000","8,079,000,000","8,499,000,000","8,490,000,000","9,335,000,000","8,939,000,000","9,658,000,000","10,557,000,000","11,987,000,000","12,927,000,000","12,595,920,350","11,632,957,207","11,040,097,700","11,230,326,098","10,939,517,330","10,685,680,215","10,957,492,030","11,306,503,690","11,042,637,465","5,500,167,654","5,003,904,071","4,341,429,239","3,321,316,432","3,234,610,918","3,649,196,023","3,830,713,422","3,538,516,919","3,313,594,557","3,609,072,715","3,061,385,100","2,644,596,161","2,766,072,393","2,904,228,016","3,493,462,612","4,074,598,678","4,169,841,270","2,403,394,454","2,657,743,786","2,669,531,996","2,311,819,473","2,369,137,670","2,377,423,932","2,455,008,998","2,909,528,103","2,098,564,452","2,190,807,598","2,157,118,056","1,320,616,288","1,421,237,900","1,447,547,170","1,425,696,594","1,323,641,928","1,431,721,299","1,316,312,057","1,136,526,090","980,527,551","970,324,362","620,326,779","588,200,000","577,100,000","393,300,000","335,100,000","237,700,000","228,600,000","296,900,000","273,900,000","242,900,000","189,200,000"
			LongTermDebt,"18,591,000,000","18,453,000,000","19,543,000,000","19,323,000,000","19,482,000,000","19,233,000,000","20,571,000,000","21,334,000,000","20,581,000,000","21,046,000,000","21,330,000,000","13,175,000,000","14,993,000,000","15,194,000,000","14,831,000,000","15,591,000,000","15,065,000,000","14,837,000,000","14,737,000,000","14,022,000,000","13,022,000,000","11,771,000,000","11,593,000,000","8,856,000,000","8,217,000,000","8,879,000,000","9,770,000,000","9,068,000,000","7,938,000,000","7,278,000,000","7,357,000,000","7,090,000,000","8,212,000,000","9,327,000,000","8,238,000,000","8,079,000,000","8,499,000,000","8,490,000,000","9,335,000,000","8,939,000,000","9,658,000,000","10,557,000,000","11,987,000,000","12,927,000,000","12,595,920,350","11,632,957,207","11,040,097,700","11,230,326,098","10,939,517,330","10,685,680,215","10,957,492,030","11,306,503,690","11,042,637,465","5,500,167,654","5,003,904,071","4,341,429,239","3,321,316,432","3,234,610,918","3,649,196,023","3,830,713,422","3,538,516,919","3,313,594,557","3,609,072,715","3,061,385,100","2,644,596,161","2,766,072,393","2,904,228,016","3,493,462,612","4,074,598,678","4,169,841,270","2,403,394,454","2,657,743,786","2,669,531,996","2,311,819,473","2,369,137,670","2,377,423,932","2,455,008,998","2,909,528,103","2,098,564,452","2,190,807,598","2,157,118,056","1,320,616,288","1,421,237,900","1,447,547,170","1,425,696,594","1,323,641,928","1,431,721,299","1,316,312,057","1,136,526,090","980,527,551","970,324,362","620,326,779","588,200,000","577,100,000","393,300,000","335,100,000","237,700,000","228,600,000","296,900,000","273,900,000","242,900,000","189,200,000"
		NonCurrentDeferredLiabilities,"10,539,000,000","10,355,000,000","10,169,000,000","11,534,000,000","11,451,000,000","11,310,000,000","11,341,000,000","11,120,000,000","10,975,000,000","10,683,000,000","10,547,000,000","9,104,000,000","9,073,000,000","9,112,000,000","9,091,000,000","9,130,000,000","9,344,000,000","9,355,000,000","9,277,000,000","8,765,000,000","8,970,000,000","8,778,000,000","8,530,000,000","8,366,000,000","8,183,000,000","8,257,000,000","8,230,000,000","8,168,000,000","8,174,000,000","8,230,000,000","8,238,000,000","8,157,000,000","8,221,000,000","8,103,000,000","7,870,000,000","7,825,000,000","7,899,000,000","7,823,000,000","7,763,000,000","7,678,000,000","7,687,000,000","7,506,000,000","7,411,000,000","7,291,000,000","7,135,745,508","7,131,147,541","6,964,176,674","6,830,572,986","6,728,572,847","7,385,471,529","7,211,477,152","7,134,455,720","6,962,954,334","5,311,277,523","5,099,832,683","5,344,465,203","5,035,469,241","4,677,119,628","4,399,165,337","4,424,425,635","4,450,443,964","4,064,508,001","3,861,240,827","3,760,493,179","3,587,530,594","3,440,032,415","3,295,961,097","3,424,416,042","3,186,968,839","2,979,365,079","1,847,249,583","1,781,389,420","1,779,687,997","1,609,594,445","1,544,629,349","1,483,525,146","1,243,251,350","1,415,689,811","920,526,861","823,546,469","504,918,981",,,,"374,613,003",,,,"318,799,142",,,,"224,300,000",,,,"105,600,000",,,,"78,500,000","39,500,000"
			NonCurrentDeferredTaxesLiabilities,"10,539,000,000","10,355,000,000","10,169,000,000","11,534,000,000","11,451,000,000","11,310,000,000","11,341,000,000","11,120,000,000","10,975,000,000","10,683,000,000","10,547,000,000","9,104,000,000","9,073,000,000","9,112,000,000","9,091,000,000","9,130,000,000","9,344,000,000","9,355,000,000","9,277,000,000","8,765,000,000","8,970,000,000","8,778,000,000","8,530,000,000","8,366,000,000","8,183,000,000","8,257,000,000","8,230,000,000","8,168,000,000","8,174,000,000","8,230,000,000","8,238,000,000","8,157,000,000","8,221,000,000","8,103,000,000","7,870,000,000","7,825,000,000","7,899,000,000","7,823,000,000","7,763,000,000","7,678,000,000","7,687,000,000","7,506,000,000","7,411,000,000","7,291,000,000","7,135,745,508","7,131,147,541","6,964,176,674","6,830,572,986","6,728,572,847","7,385,471,529","7,211,477,152","7,134,455,720","6,962,954,334","5,311,277,523","5,099,832,683","5,344,465,203","5,035,469,241","4,677,119,628","4,399,165,337","4,424,425,635","4,450,443,964","4,064,508,001","3,861,240,827","3,760,493,179","3,587,530,594","3,440,032,415","3,295,961,097","3,424,416,042","3,186,968,839","2,979,365,079","1,847,249,583","1,781,389,420","1,779,687,997","1,609,594,445","1,544,629,349","1,483,525,146","1,243,251,350","1,415,689,811","920,526,861","823,546,469","504,918,981",,,,"374,613,003",,,,"318,799,142",,,,"224,300,000",,,,"105,600,000",,,,"78,500,000","39,500,000"
		OtherNonCurrentLiabilities,"7,363,000,000","7,075,000,000","7,069,000,000","5,232,000,000","3,890,000,000","4,614,000,000","4,498,000,000","4,406,000,000","4,397,000,000","4,129,000,000","4,088,000,000","3,235,000,000","3,223,000,000","2,868,000,000","2,891,000,000","2,827,000,000","2,890,000,000","4,243,000,000","4,211,000,000","4,269,000,000","4,175,000,000","4,611,000,000","4,714,000,000","4,307,000,000","4,348,000,000","4,611,000,000","4,513,000,000","4,562,000,000","4,609,000,000","3,954,000,000","3,864,000,000","3,880,000,000","3,913,000,000","2,882,000,000","3,057,000,000","3,018,000,000","2,130,000,000","1,817,000,000","1,753,000,000","1,878,000,000","1,848,000,000","1,493,000,000","1,390,000,000","1,382,000,000","1,124,332,199","1,281,669,150","1,721,962,141","1,385,659,912","1,561,227,531","1,766,868,727","1,748,140,276","1,591,328,413","1,394,454,799","1,338,996,312","1,506,971,556","1,524,988,323","1,433,887,661","1,570,267,131","1,595,679,391","1,634,824,667","1,207,103,432","1,116,290,790","972,648,433","916,841,553","488,213,320","459,211,237","436,309,604","439,253,710","440,667,296","365,079,365","186,391,878","195,984,703","194,205,668","189,364,053","184,568,836","178,149,141","172,465,507",,,"-1,449,906","36,168,982","487,160,675","438,545,028","418,113,207","34,055,728","433,052,793","415,992,945","397,163,120","67,190,851","323,159,785","303,657,695","282,470,230","24,400,000","218,100,000","139,400,000","125,100,000","6,500,000","104,500,000","98,800,000","90,700,000","4,000,000","3,500,000"
TotalEquityGrossMinorityInterest,"34,991,000,000","34,794,000,000","34,274,000,000","32,268,000,000","31,974,000,000","33,393,000,000","32,411,000,000","32,026,000,000","31,653,000,000","31,339,000,000","30,986,000,000","26,377,000,000","26,267,000,000","25,644,000,000","26,019,000,000","26,996,000,000","27,381,000,000","27,485,000,000","27,773,000,000","28,415,000,000","28,891,000,000","27,934,000,000","27,223,000,000","26,337,000,000","25,772,000,000","25,552,000,000","24,551,000,000","24,374,000,000","24,283,000,000","24,120,000,000","23,922,000,000","23,389,000,000","22,898,000,000","22,144,000,000","21,452,000,000","20,595,000,000","20,985,000,000","21,420,000,000","21,059,000,000","20,268,000,000","19,426,000,000","19,065,000,000","18,588,000,000","18,716,000,000","18,374,210,782","16,505,216,095","13,606,757,582","14,068,511,470","13,321,084,517","12,571,797,675","11,879,914,984","10,964,022,140","10,689,655,172","10,393,427,965","9,301,728,946","8,310,368,986","8,237,004,303","7,181,184,669","7,078,679,268","6,877,871,826","7,324,214,063","6,874,133,804","6,589,726,484","6,365,424,974","6,117,480,356","5,892,760,670","5,762,528,705","5,262,230,057","4,867,799,811","4,660,317,460","4,032,429,156","3,927,660,931","3,868,194,842","3,750,986,271","3,633,888,048","3,447,895,318","3,216,856,629","2,981,665,164","2,250,998,964","2,050,166,739","1,892,361,111","1,793,103,448","1,320,035,201","1,295,094,340","1,277,089,783","1,250,191,278","1,227,399,677","1,215,602,837","1,203,716,941","1,176,633,062","1,142,857,143","1,116,034,340","1,074,200,000","1,032,900,000","537,100,000","517,100,000","496,300,000","483,500,000","377,700,000","367,300,000","356,200,000","171,200,000"
	StockholdersEquity,"34,991,000,000","34,794,000,000","34,274,000,000","32,268,000,000","31,974,000,000","33,393,000,000","32,411,000,000","32,026,000,000","31,653,000,000","31,339,000,000","30,986,000,000","26,377,000,000","26,267,000,000","25,644,000,000","26,019,000,000","26,996,000,000","27,381,000,000","27,485,000,000","27,773,000,000","28,415,000,000","28,891,000,000","27,934,000,000","27,223,000,000","26,337,000,000","25,772,000,000","25,552,000,000","24,551,000,000","24,374,000,000","24,283,000,000","24,120,000,000","23,922,000,000","23,389,000,000","22,898,000,000","22,144,000,000","21,452,000,000","20,595,000,000","20,985,000,000","21,420,000,000","21,059,000,000","20,268,000,000","19,426,000,000","19,065,000,000","18,588,000,000","18,716,000,000","18,374,210,782","16,505,216,095","13,606,757,582","14,068,511,470","13,321,084,517","12,571,797,675","11,879,914,984","10,964,022,140","10,689,655,172","10,393,427,965","9,301,728,946","8,310,368,986","8,237,004,303","7,181,184,669","7,078,679,268","6,877,871,826","7,324,214,063","6,874,133,804","6,589,726,484","6,365,424,974","6,117,480,356","5,892,760,670","5,762,528,705","5,262,230,057","4,867,799,811","4,660,317,460","4,032,429,156","3,927,660,931","3,868,194,842","3,750,986,271","3,633,888,048","3,447,895,318","3,216,856,629","2,981,665,164","2,250,998,964","2,050,166,739","1,892,361,111","1,793,103,448","1,320,035,201","1,295,094,340","1,277,089,783","1,250,191,278","1,227,399,677","1,215,602,837","1,203,716,941","1,176,633,062","1,142,857,143","1,116,034,340","1,074,200,000","1,032,900,000","537,100,000","517,100,000","496,300,000","483,500,000","377,700,000","367,300,000","356,200,000","171,200,000"
		CapitalStock,"9,533,000,000","9,314,000,000","9,320,000,000","9,358,000,000","9,323,000,000","9,393,000,000","9,405,000,000","9,264,000,000","9,109,000,000","8,844,000,000","8,771,000,000","4,869,000,000","4,671,000,000","4,367,000,000","4,167,000,000","4,576,000,000","4,541,000,000","4,533,000,000","4,532,000,000","4,474,000,000","4,432,000,000","4,388,000,000","4,321,000,000","4,100,000,000","3,854,000,000","3,765,000,000","3,736,000,000","3,742,000,000","3,709,000,000","0","0","0","0","0","0","0","3,147,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100,793,751","106,737,825","103,620,147","103,052,943","108,049,703","108,064,298","117,526,076","125,904,942","126,984,127","122,745,871","127,469,726","117,796,880","118,352,533","118,003,026","118,240,580","118,476,305","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,793,751","106,737,825","103,620,147","103,052,943","108,049,703","108,064,298","117,526,076","125,904,942","126,984,127","122,745,871","127,469,726","117,796,880","118,352,533","118,003,026","118,240,580","118,476,305",,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"9,533,000,000","9,314,000,000","9,320,000,000","9,358,000,000","9,323,000,000","9,393,000,000","9,405,000,000","9,264,000,000","9,109,000,000","8,844,000,000","8,771,000,000","4,869,000,000","4,671,000,000","4,367,000,000","4,167,000,000","4,576,000,000","4,541,000,000","4,533,000,000","4,532,000,000","4,474,000,000","4,432,000,000","4,388,000,000","4,321,000,000","4,100,000,000","3,854,000,000","3,765,000,000","3,736,000,000","3,742,000,000","3,709,000,000","0","0","0","0","0","0","0","3,147,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
