name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
		InvestmentsAndAdvances,"2,961,000,000","2,448,000,000","1,932,000,000","1,142,000,000","944,900,000",,,,
			LongTermEquityInvestment,"2,961,000,000","2,448,000,000","1,932,000,000","1,142,000,000","944,900,000",,,,
		NonCurrentDeferredAssets,,"5,000,000","7,000,000","5,000,000","5,600,000","6,400,000","6,400,000","6,100,000","4,500,000"
			NonCurrentDeferredTaxesAssets,,,,,"0","500,000",,,
		OtherNonCurrentAssets,"52,000,000",,,"2,000,000","700,000","900,000",,,
TotalLiabilitiesNetMinorityInterest,"4,127,000,000","3,310,000,000","3,173,000,000","2,543,000,000","1,133,400,000","467,300,000","10,100,000","2,900,000","4,300,000"
	CurrentLiabilities,"199,000,000","270,000,000","171,000,000","111,000,000","37,700,000","33,700,000","9,600,000","2,400,000","3,600,000"
		PayablesAndAccruedExpenses,"155,000,000","155,000,000","109,000,000","79,000,000","33,200,000","32,800,000","9,200,000","2,200,000","3,500,000"
			Payables,"113,000,000","119,000,000","75,000,000","53,000,000","17,300,000","30,900,000","9,200,000","2,200,000","3,500,000"
				AccountsPayable,"103,000,000","110,000,000","60,000,000","43,000,000","12,200,000","28,200,000","8,200,000","1,400,000","2,600,000"
				TotalTaxPayable,"10,000,000","9,000,000","15,000,000","10,000,000","5,100,000","2,700,000","1,000,000","600,000","700,000"
				OtherPayable,,,,,"700,000",,,"200,000","200,000"
			CurrentAccruedExpenses,"42,000,000","36,000,000","34,000,000","26,000,000","15,900,000","1,900,000",,,
				InterestPayable,"42,000,000","36,000,000","34,000,000","26,000,000","15,100,000","1,900,000",,,
		CurrentDebtAndCapitalLeaseObligation,"25,000,000","50,000,000","25,000,000","15,000,000",,,,,
			CurrentDebt,"25,000,000","50,000,000","25,000,000","15,000,000",,,,,
		CurrentDeferredLiabilities,"16,000,000","60,000,000","35,000,000","14,000,000","4,400,000","600,000",,,
			CurrentDeferredRevenue,"16,000,000","60,000,000","35,000,000","14,000,000","4,400,000","600,000",,,
		OtherCurrentLiabilities,"3,000,000","5,000,000","2,000,000","3,000,000","100,000","300,000","400,000","200,000","100,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"3,928,000,000","3,040,000,000","3,002,000,000","2,432,000,000","1,095,700,000","433,600,000","500,000","500,000","700,000"
		LongTermProvisions,,"12,000,000","11,000,000","11,000,000","4,200,000","3,500,000","400,000","500,000","700,000"
		LongTermDebtAndCapitalLeaseObligation,"3,491,000,000","2,998,000,000","2,920,000,000","2,396,000,000","1,090,700,000","429,600,000",,,
			LongTermDebt,"3,491,000,000","2,998,000,000","2,920,000,000","2,396,000,000","1,090,700,000","429,600,000",,,
		NonCurrentDeferredLiabilities,,"30,000,000","71,000,000","25,000,000","300,000","0","100,000","0",
			NonCurrentDeferredTaxesLiabilities,,"7,000,000","5,000,000","2,000,000","300,000","0","100,000","0",
			NonCurrentDeferredRevenue,,"23,000,000","66,000,000","23,000,000","11,000,000",,,,
		NonCurrentAccruedExpenses,,,,"2,000,000","800,000","0","0","200,000","300,000"
		OtherNonCurrentLiabilities,"437,000,000",,,,"500,000","500,000",,,
TotalEquityGrossMinorityInterest,"2,834,000,000","2,509,000,000","2,161,000,000","1,566,000,000","390,100,000","72,200,000","574,100,000","142,000,000","130,400,000"
	TotalPartnershipCapital,"2,834,000,000","2,509,000,000","2,161,000,000","1,566,000,000","390,100,000","72,200,000","574,100,000","142,000,000","130,400,000"
		LimitedPartnershipCapital,"2,835,000,000","3,823,000,000","3,507,000,000","2,271,000,000","1,041,900,000","589,200,000","562,600,000","0",
		GeneralPartnershipCapital,"0","-1,313,000,000","-1,345,000,000","-704,000,000","-650,300,000","-517,000,000","11,500,000","142,000,000","130,400,000"
	StockholdersEquity,"0","0","0","-851,700,000","0","0","0","0","0"
		GainsLossesNotAffectingRetainedEarnings,"-1,000,000","-1,000,000","-1,000,000","-1,000,000","-1,500,000",,,,
TotalCapitalization,"6,325,000,000","5,507,000,000","5,081,000,000","3,110,300,000","1,480,800,000","501,800,000","574,100,000","142,000,000","130,400,000"
CommonStockEquity,"2,834,000,000","2,509,000,000","2,161,000,000","1,566,000,000","390,100,000","72,200,000","574,100,000","142,000,000","130,400,000"
NetTangibleAssets,"-185,000,000","-185,000,000","-185,000,000","-1,036,700,000","-2,500,000","-10,900,000","-2,500,000","-2,500,000","-2,500,000"
WorkingCapital,"215,000,000","-141,000,000","121,000,000","-11,000,000","39,700,000","2,500,000","429,800,000","-1,900,000","-3,200,000"
InvestedCapital,"6,350,000,000","5,557,000,000","5,106,000,000","3,977,000,000","1,480,800,000","501,800,000","574,100,000","142,000,000","130,400,000"
TangibleBookValue,"2,649,000,000","2,324,000,000","1,976,000,000","1,381,000,000","387,600,000","61,300,000","571,600,000","139,500,000","127,900,000"
TotalDebt,"3,516,000,000","3,048,000,000","2,945,000,000","2,411,000,000","1,090,700,000","429,600,000",,,
NetDebt,"3,230,000,000","3,047,000,000","2,760,000,000","2,409,000,000","1,042,700,000","421,300,000",,,
ShareIssued,"228,299,576","124,104,055","121,571,959","107,181,926","82,487,792","75,044,360","70,434,224","35,217,112","35,217,112"
OrdinarySharesNumber,"228,299,576","124,104,055","121,571,959","107,181,926","82,487,792","75,044,360","70,434,224","35,217,112","35,217,112"
