name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004
		DepreciationAndAmortizationInIncomeStatement,"15,653,000","3,830,000","3,963,000","3,923,000","3,937,000","3,900,000","3,945,000","4,044,000","3,878,000","4,000,000","3,927,000","3,696,000","3,923,000","2,900,000","4,129,000","7,156,000","6,325,000","6,200,000","6,339,000","6,466,000","6,172,000","6,000,000","6,026,000","6,048,000","6,100,000","5,900,000","5,823,000","5,813,000","6,207,000","6,700,000","6,574,000","6,505,000","6,599,000","7,100,000","7,005,000","7,548,000","7,840,000","7,957,000","7,951,000","7,922,000","7,980,000","8,053,000","8,088,000","8,081,000","8,200,000","8,012,000","7,419,000","8,012,000","1,469,000","664,000","897,000","479,000","829,000","455,000","490,000","480,000","471,000",,,,,,,,
			Amortization,"15,653,000","3,830,000","3,963,000","3,923,000","3,937,000","3,900,000","3,945,000","4,044,000","3,878,000","4,000,000","3,927,000","3,696,000","3,923,000","2,900,000","4,129,000","7,156,000","6,325,000","6,200,000","6,339,000","6,466,000","6,172,000","6,000,000","6,026,000","6,048,000","6,100,000","5,900,000","5,823,000","5,813,000","6,207,000","6,700,000","6,574,000","6,505,000","6,599,000","7,100,000","7,005,000","7,548,000","7,840,000","7,957,000","7,951,000","7,922,000","7,980,000","8,053,000","8,088,000","8,081,000","8,200,000","8,012,000","7,419,000","8,012,000","1,469,000","664,000","897,000","479,000","829,000","455,000","490,000","480,000","471,000",,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"15,653,000","3,830,000","3,963,000","3,923,000","3,937,000","3,900,000","3,945,000","4,044,000","3,878,000","4,000,000","3,927,000","3,696,000","3,923,000","2,900,000","4,129,000","7,156,000","6,325,000","6,200,000","6,339,000","6,466,000","6,172,000","6,000,000","6,026,000","6,048,000","6,100,000","5,900,000","5,823,000","5,813,000","6,207,000","6,700,000","6,574,000","6,505,000","6,599,000","7,100,000","7,005,000","7,548,000","7,840,000","7,957,000","7,951,000","7,922,000","7,980,000","8,053,000","8,088,000","8,081,000","8,200,000","8,012,000","7,419,000","8,012,000","1,469,000","664,000","897,000","479,000","829,000","455,000","490,000","480,000","471,000",,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,325,000",,,,,,,,,,,,,"0",,"15,465,000",,,,,,,,,,,,,
OperatingIncome,"147,291,000","38,550,000","38,753,000","35,222,000","34,766,000","32,900,000","31,520,000","26,913,000","23,999,000","28,000,000","21,317,000","15,698,000","14,944,000","12,800,000","14,439,000","12,734,000","14,410,000","16,000,000","16,557,000","15,669,000","13,682,000","14,600,000","18,300,000","18,215,000","14,800,000","18,700,000","17,653,000","15,506,000","8,719,000","9,100,000","9,914,000","8,847,000","7,680,000","8,700,000","9,158,000","5,013,000","4,360,000","4,303,000","2,978,000","5,593,000","-823,000","3,125,000","6,486,000","6,729,000","8,220,000","7,495,000","10,659,000","5,569,000","4,793,000","5,254,000","5,109,000","-11,616,000","6,766,000","8,778,000","6,286,000","6,697,000","4,995,000","-132,231,000","50,703,000","50,702,000","50,702,000","-126,014,000","40,544,000","40,543,000","40,543,000"
NetNonOperatingInterestIncomeExpense,"-13,342,000","-2,894,000","-3,190,000","-3,503,000","-3,755,000","-700,000","-325,000","-352,000","-258,000","-1,100,000","88,000","39,000","-90,000","-400,000","1,360,000","1,445,000","1,725,000","0","1,437,000","1,219,000","1,526,000","-200,000","769,000","896,000","700,000","-700,000","220,000","37,000","-133,000","-900,000","-94,000","-899,000","-1,005,000","-900,000","-972,000","-931,000","-1,176,000","-1,668,000","-1,812,000","-1,879,000","-2,659,000","-3,141,000","-3,372,000","-3,445,000","-4,116,000",,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"3,840,000","1,127,000","1,051,000","884,000","778,000",,"595,000","579,000","651,000",,"934,000","915,000","791,000",,"1,393,000","1,475,000","1,793,000",,"1,488,000","1,290,000","1,638,000",,"1,089,000","1,243,000","1,175,000",,"964,000","791,000","662,000",,"765,000",,,,,,,,"13,000","42,000","34,000",,"133,000",,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"16,951,000","3,976,000","4,187,000","4,325,000","4,464,000","700,000","832,000","837,000","808,000","1,100,000","728,000","749,000","749,000","400,000","33,000","30,000","68,000","0","51,000","69,000","101,000","200,000","301,000","325,000","452,000","700,000","717,000","727,000","767,000","900,000","828,000","899,000","1,005,000","900,000","972,000","931,000","1,176,000","1,579,000","1,825,000","1,921,000","2,693,000","2,757,000","3,505,000","3,445,000","4,116,000",,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"231,000","45,000","54,000","62,000","69,000",,"88,000","94,000","101,000",,"118,000","127,000","132,000",,,,,,,"2,000","11,000",,"19,000","22,000","23,000",,"27,000","27,000","28,000",,"31,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"10,003,000","84,000","2,598,000","3,525,000","3,796,000","4,100,000","5,011,000","4,451,000","4,026,000","5,000,000","5,773,000","5,694,000","6,589,000","-14,000,000","7,008,000","3,139,000","666,000","5,400,000","3,172,000","4,127,000","2,276,000","6,200,000","3,741,000","2,395,000","598,000","400,000","-1,786,000","-3,571,000","969,000","2,700,000","-1,578,000","-1,089,000","-1,448,000",,"-899,000","1,750,000","204,000","1,533,000","5,048,000","1,865,000","-2,340,000","1,162,000","-3,081,000","-2,058,000","-2,824,000","1,879,000","-4,540,000","-749,000","-1,514,000","857,000","660,000","-14,417,000","2,686,000","-2,218,000","1,331,000","-48,000","-35,000",,,,,,,,
	GainOnSaleOfSecurity,"11,100,000","3,287,000","1,910,000","2,798,000","3,105,000","-500,000","3,849,000","3,645,000","3,418,000","1,400,000","5,069,000","4,859,000","5,476,000","5,700,000","6,162,000","2,540,000","130,000","2,800,000","2,763,000","3,609,000","1,794,000","3,400,000","2,950,000","1,826,000","-21,000","-2,700,000","-2,201,000","-4,073,000","561,000","1,100,000","-2,068,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-4,085,000","-4,100,000",,,,,,,,"0",,,,"-21,700,000",,,,,,,,,,,,,,,,,,"-1,089,000","-1,448,000","0","-899,000","1,750,000","204,000","1,533,000","5,048,000","1,865,000","-2,340,000","1,162,000","-3,081,000","-2,058,000","-2,824,000","1,879,000","-4,540,000","-749,000","-1,514,000","857,000","660,000","-14,417,000","2,686,000","-2,218,000","1,331,000","-48,000","-35,000",,,,,,,,
		ImpairmentOfCapitalAssets,"4,085,000","4,100,000",,,,,,,,"0",,,,"21,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"2,988,000","882,000","688,000","727,000","691,000","4,600,000","1,162,000","806,000","608,000","3,600,000","704,000","835,000","1,113,000","2,000,000","846,000","599,000","536,000","2,600,000","409,000","518,000","482,000","2,800,000","791,000","569,000","619,000","3,100,000","415,000","502,000","408,000","1,600,000","490,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"143,952,000","35,740,000","38,161,000","35,244,000","34,807,000","36,200,000","36,206,000","31,012,000","27,767,000","31,800,000","27,178,000","21,431,000","21,443,000","-1,600,000","22,807,000","17,318,000","16,801,000","21,400,000","21,166,000","21,015,000","17,484,000","20,600,000","22,810,000","21,506,000","16,098,000","18,300,000","16,087,000","11,972,000","9,555,000","10,900,000","8,242,000","6,859,000","5,227,000","7,500,000","7,287,000","5,832,000","3,388,000","4,168,000","6,214,000","5,579,000","-5,822,000","1,146,000","33,000","1,226,000","1,280,000","3,297,000","2,591,000","2,074,000","3,132,000","7,495,000","7,140,000","-9,394,000","9,452,000","10,029,000","7,617,000","6,581,000","4,928,000",,,,,,,,
TaxProvision,"27,183,000","6,227,000","7,255,000","6,503,000","7,198,000","6,500,000","7,623,000","6,218,000","5,383,000","7,300,000","892,000","2,505,000","4,747,000","3,300,000","4,829,000","4,718,000","4,639,000","5,500,000","5,444,000","5,510,000","4,722,000","5,900,000","6,269,000","6,241,000","4,029,000","4,900,000","3,894,000","2,636,000","2,810,000","2,800,000","2,174,000","2,541,000","2,386,000","3,100,000","3,241,000","2,404,000","2,729,000","-744,000","547,000","752,000","497,000","380,000","64,000","227,000","327,000","958,000","705,000","1,847,000","-208,000","1,435,000","1,686,000","1,060,000","1,013,000","1,156,000","525,000","557,000","335,000",,,,,,,,
NetIncomeCommonStockholders,"116,769,000","29,513,000","30,906,000","28,741,000","27,609,000","29,700,000","28,583,000","24,794,000","22,384,000","24,500,000","26,286,000","18,926,000","16,696,000","-5,000,000","17,978,000","12,600,000","12,162,000","15,900,000","15,722,000","15,505,000","12,762,000","14,700,000","16,541,000","15,265,000","12,069,000","13,400,000","12,193,000","9,336,000","6,745,000","8,200,000","6,068,000","4,318,000","2,841,000","4,400,000","4,046,000","3,428,000","659,000","5,153,000","5,788,000","4,921,000","-6,045,000","945,000","343,000","1,355,000","1,067,000","2,446,000","2,066,000","227,000","3,340,000","6,060,000","5,454,000","-10,454,000","8,439,000","8,873,000","7,092,000","6,024,000","4,593,000","4,582,000","4,583,000","4,582,000","4,582,000","-1,444,000","-1,444,000","-1,444,000","-1,444,000"
	NetIncome,"116,769,000","29,513,000","30,906,000","28,741,000","27,609,000","29,700,000","28,583,000","24,794,000","22,384,000","24,500,000","26,286,000","18,926,000","16,696,000","-5,000,000","17,978,000","12,600,000","12,162,000","15,900,000","15,722,000","15,505,000","12,762,000","14,700,000","16,541,000","15,265,000","12,069,000","13,400,000","12,193,000","9,336,000","6,745,000","8,200,000","6,068,000","4,318,000","2,841,000","4,400,000","4,046,000","3,428,000","659,000","5,153,000","5,788,000","4,921,000","-6,045,000","945,000","343,000","1,355,000","1,067,000","2,446,000","2,066,000","227,000","3,340,000","6,060,000","5,454,000","-10,454,000","8,439,000","8,873,000","7,092,000","6,024,000","4,593,000","4,582,000","4,583,000","4,582,000","4,582,000","-1,444,000","-1,444,000","-1,444,000","-1,444,000"
		NetIncomeIncludingNoncontrollingInterests,"116,769,000","29,513,000","30,906,000","28,741,000","27,609,000","29,700,000","28,583,000","24,794,000","22,384,000","24,500,000","26,286,000","18,926,000","16,696,000","-5,000,000","17,978,000","12,600,000","12,162,000","15,900,000","15,722,000","15,505,000","12,762,000","14,700,000","16,541,000","15,265,000","12,069,000","13,400,000","12,193,000","9,336,000","6,745,000","8,200,000","6,068,000","4,318,000","2,841,000","4,400,000","4,046,000","3,428,000","659,000","4,912,000","5,667,000","4,827,000","-6,319,000","766,000","-31,000","999,000","953,000","2,339,000","1,886,000","227,000","3,340,000","6,060,000","5,454,000","-10,454,000","8,439,000","8,873,000","7,092,000","6,024,000","4,593,000","4,582,000","4,583,000","4,582,000","4,582,000","-1,444,000","-1,444,000","-1,444,000","-1,444,000"
			NetIncomeContinuousOperations,"116,769,000","29,513,000","30,906,000","28,741,000","27,609,000","29,700,000","28,583,000","24,794,000","22,384,000","24,500,000","26,286,000","18,926,000","16,696,000","-4,900,000","17,978,000","12,600,000","12,162,000","15,900,000","15,722,000","15,505,000","12,762,000","14,700,000","16,541,000","15,265,000","12,069,000","13,400,000","12,193,000","9,336,000","6,745,000","8,100,000","6,068,000","4,318,000","2,841,000","4,400,000","4,046,000","3,428,000","659,000","4,912,000","5,667,000","4,827,000","-6,319,000","766,000","-31,000","999,000","953,000","2,159,000","2,066,000","227,000","3,340,000","6,060,000","5,454,000","-10,454,000","8,439,000","8,873,000","7,092,000","6,024,000","4,593,000","4,582,000","4,583,000","4,582,000","4,582,000","-1,444,000","-1,444,000","-1,444,000","-1,444,000"
		MinorityInterests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"241,000","121,000","94,000","274,000","179,000","374,000","356,000","114,000","107,000","180,000",,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"116,769,000","29,513,000","30,906,000","28,741,000","27,609,000","29,700,000","28,583,000","24,794,000","22,384,000","24,500,000","26,286,000","18,926,000","16,696,000","-5,000,000","17,978,000","12,600,000","12,162,000","15,900,000","15,722,000","15,505,000","12,762,000","14,700,000","16,541,000","15,265,000","12,069,000","13,400,000","12,193,000","9,336,000","6,745,000","8,200,000","6,068,000","4,318,000","2,841,000","4,400,000","4,046,000","3,428,000","659,000","5,153,000","5,788,000","4,921,000","-6,045,000","945,000","343,000","1,355,000","1,067,000","2,446,000","2,066,000","227,000","3,340,000","6,060,000","5,454,000","-10,454,000","8,439,000","8,873,000","7,092,000","6,024,000","4,593,000","4,582,000","4,583,000","4,582,000","4,582,000","-1,444,000","-1,444,000","-1,444,000","-1,444,000"
BasicEPS,,,"0.62","0.58","0.55","0.59","0.57","0.5","0.44","0.49","0.52","0.37","0.33","-0.1","0.36","0.25","0.24","0.31","0.31","0.3","0.25","0.28","0.32","0.3","0.23","0.26","0.24","0.18","0.13","0.16","0.12","0.09","0.06","0.09","0.09","0.08","0.01",,"0.13","0.11","-0.14",,"0.01","0.03","0.02",,"0.05","0.01","0.08",,"0.13","-0.25","0.2",,"0.18","0.16","0.13",,,,"0.56",,,,"-0.19"
DilutedEPS,,,"0.6","0.56","0.53","0.57","0.55","0.48","0.42","0.47","0.51","0.36","0.32","-0.1","0.35","0.24","0.23","0.3","0.3","0.29","0.24","0.28","0.31","0.29","0.23","0.25","0.23","0.18","0.13","0.16","0.12","0.08","0.06","0.09","0.09","0.08","0.01",,"0.13","0.11","-0.14",,"0.01","0.03","0.02",,"0.05","0.01","0.08",,"0.13","-0.25","0.2",,"0.17","0.15","0.12",,,,"0.52",,,,"-0.19"
BasicAverageShares,,,"49,606,890","49,581,765","50,019,968","50,338,983","49,950,547","50,081,093","50,518,936","50,000,000","50,238,903","50,665,150","50,285,835","50,000,000","50,165,675","50,954,438","51,238,414","51,290,323","51,211,698","51,225,276","51,809,070","52,500,000","51,718,013","51,578,820","51,404,351","51,538,462","51,067,793","50,850,930","50,647,781","51,250,000","50,369,934","50,240,539","50,100,467","48,888,889","44,643,494","44,543,249","44,470,148",,"44,381,410","44,253,774","43,979,924",,"43,198,212","42,941,588","42,733,867",,"42,572,600","41,750,000","41,750,000",,"42,080,794","41,993,891","41,892,868",,"40,067,072","38,372,397","35,220,868",,,,"39,801,857",,,,"39,801,857"
DilutedAverageShares,,,"51,335,194","51,299,860","52,077,003","52,105,263","51,679,777","51,857,462","52,691,145","52,127,660","51,970,919","52,577,471","52,558,849","50,000,000","51,782,755","52,663,483","53,339,228","53,000,000","52,842,907","52,839,917","53,474,687","52,500,000","53,161,333","53,031,902","52,897,545","53,600,000","52,505,789","52,419,279","52,274,904","51,250,000","51,754,121","51,608,045","51,530,072","48,888,889","45,753,215","45,614,168","45,559,157",,"45,135,979","44,914,695","43,979,924",,"44,755,997","44,637,150","43,352,373",,"42,953,582","41,750,000","41,750,000",,"42,907,688","41,993,891","43,085,843",,"42,664,150","41,093,046","38,021,949",,,,"39,801,857",,,,"39,801,857"
TotalOperatingIncomeAsReported,"146,588,000","35,775,000","38,930,000","36,312,000","35,571,000","32,300,000","33,374,000","28,824,000","25,268,000","29,400,000","25,681,000","20,054,000","19,756,000","-3,300,000","20,600,000","15,271,000","14,540,000","18,800,000","19,320,000","19,278,000","15,435,000","18,000,000","20,074,000","18,919,000","13,495,000","15,900,000","14,373,000","10,897,000","8,176,000","10,200,000","7,846,000","6,804,000","5,241,000","8,500,000","8,098,000","6,851,000","4,360,000","4,303,000","2,978,000","5,593,000","-823,000","3,125,000","6,486,000","6,729,000","8,220,000","7,495,000","10,659,000","5,569,000","4,793,000","5,254,000","5,109,000","-11,616,000","6,766,000","8,778,000","6,286,000","6,697,000","4,995,000",,,,,,,,
TotalExpenses,"780,967,000","209,785,000","200,424,000","190,971,000","179,787,000","177,600,000","168,226,000","172,204,000","175,776,000","174,700,000","167,281,000","170,827,000","165,179,000","146,600,000","130,997,000","137,025,000","133,570,000","126,600,000","127,803,000","125,370,000","120,450,000","118,200,000","117,655,000","115,860,000","116,204,000","111,500,000","109,490,000","107,573,000","113,427,000","110,100,000","110,257,000","104,229,000","100,134,000","104,600,000","108,070,000","112,885,000","121,303,000","155,174,000","149,673,000","148,566,000","150,787,000","140,480,000","142,628,000","146,318,000","128,475,000","125,018,000","123,351,000","144,228,000","118,151,000","110,867,000","110,536,000","127,194,000","105,757,000","101,893,000","95,713,000","79,893,000","48,031,000",,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"116,769,000","29,513,000","30,906,000","28,741,000","27,609,000","29,700,000","28,583,000","24,794,000","22,384,000","24,500,000","26,286,000","18,926,000","16,696,000","-5,000,000","17,978,000","12,600,000","12,162,000","15,900,000","15,722,000","15,505,000","12,762,000","14,700,000","16,541,000","15,265,000","12,069,000","13,400,000","12,193,000","9,336,000","6,745,000","8,200,000","6,068,000","4,318,000","2,841,000","4,400,000","4,046,000","3,428,000","659,000","5,153,000","5,788,000","4,921,000","-6,045,000","945,000","343,000","1,355,000","1,067,000","2,446,000","2,066,000","227,000","3,340,000","6,060,000","5,454,000","-10,454,000","8,439,000","8,873,000","7,092,000","6,024,000","4,593,000","4,582,000","4,583,000","4,582,000","4,582,000","-1,444,000","-1,444,000","-1,444,000","-1,444,000"
NormalizedIncome,"111,078,668.952","26,798,695.831","29,359,120.725","26,459,269.266","25,146,106.186","30,110,220.994","25,544,388.527","21,879,833.548","19,628,624.482","23,421,383.648","21,383,367.945","14,634,952.732","12,432,263.769","4,600,000","13,120,700.224","10,751,980.598","12,067,894.887","13,819,626.168","13,669,657.281","12,842,256.959","11,452,515.443","12,273,786.408","14,401,765.015","13,968,901.702","12,084,744.13","15,377,049.18","13,861,228.57","12,512,205.145","6,348,982.732","7,382,568.807","7,590,521.718","5,003,566.701","3,782,200","4,400,000","4,630,350","2,290,500","526,400","4,156,550","1,184,360.476","3,307,385.553","-4,524,000","168,305.41","2,345,650","3,031,951.06","3,169,556.25","1,112,975.736","5,370,685.45","713,850","4,324,100","5,367,082.055","4,949,848.739","-1,082,950","6,040,866.906","10,835,340.612","5,852,738.874","6,067,937.396","4,625,620.739","4,582,000","4,583,000","4,582,000","4,582,000","-1,444,000","-1,444,000","-1,444,000","-1,444,000"
InterestIncome,"3,840,000","1,127,000","1,051,000","884,000","778,000",,"595,000","579,000","651,000",,"934,000","915,000","791,000",,"1,393,000","1,475,000","1,793,000",,"1,488,000","1,290,000","1,638,000",,"1,089,000","1,243,000","1,175,000",,"964,000","791,000","662,000",,"765,000",,,,,,,,"13,000","42,000","34,000",,"133,000",,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"16,951,000","3,976,000","4,187,000","4,325,000","4,464,000","700,000","832,000","837,000","808,000","1,100,000","728,000","749,000","749,000","400,000","33,000","30,000","68,000","0","51,000","69,000","101,000","200,000","301,000","325,000","452,000","700,000","717,000","727,000","767,000","900,000","828,000","899,000","1,005,000","900,000","972,000","931,000","1,176,000","1,579,000","1,825,000","1,921,000","2,693,000","2,757,000","3,505,000","3,445,000","4,116,000",,,,,,,,,,,,,,,,,,,,
