name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
TotalCapitalization,"6,717,000,000","6,844,000,000","6,718,000,000","6,718,000,000","6,786,000,000","6,182,000,000","6,089,000,000","6,582,000,000","6,702,000,000","7,021,000,000","6,905,000,000","6,797,000,000","6,041,000,000","6,208,000,000","6,430,000,000","6,261,000,000","6,724,000,000","8,472,000,000","6,367,000,000","6,389,000,000","6,599,000,000","6,141,000,000","5,814,000,000","6,170,000,000","6,025,000,000","6,850,000,000","6,867,000,000","6,740,000,000","6,776,000,000","6,914,000,000","7,052,000,000","7,134,000,000","7,181,000,000","6,929,000,000","6,793,000,000","4,366,000,000","4,428,000,000"
PreferredStockEquity,,,,,,,"232,000,000","232,000,000","232,000,000","232,000,000","232,000,000","232,000,000","232,000,000","232,000,000","339,000,000","339,000,000","339,000,000","339,000,000",,,,,,,,,,,,,,,,,,,
CommonStockEquity,"4,515,000,000","4,643,000,000","4,561,000,000","4,248,000,000","4,301,000,000","3,939,000,000","3,703,000,000","3,774,000,000","3,895,000,000","3,930,000,000","4,072,000,000","3,990,000,000","3,234,000,000","3,402,000,000","3,519,000,000","3,176,000,000","3,196,000,000","4,733,000,000","4,367,000,000","4,389,000,000","4,319,000,000","4,094,000,000","4,020,000,000","4,131,000,000","4,109,000,000","5,074,000,000","5,179,000,000","5,151,000,000","5,268,000,000","5,405,000,000","5,543,000,000","5,625,000,000","5,678,000,000","6,929,000,000","6,793,000,000","4,366,000,000","4,428,000,000"
CapitalLeaseObligations,"60,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"4,515,000,000","4,643,000,000","4,561,000,000","4,248,000,000","4,301,000,000","3,939,000,000","3,935,000,000","4,006,000,000","4,127,000,000","4,162,000,000","4,304,000,000","4,222,000,000","3,466,000,000","3,634,000,000","3,858,000,000","3,515,000,000","3,535,000,000","5,072,000,000","4,367,000,000","4,389,000,000","4,319,000,000","4,094,000,000","4,020,000,000","4,131,000,000","4,109,000,000","5,074,000,000","5,179,000,000","5,151,000,000","5,268,000,000","5,405,000,000","5,543,000,000","5,625,000,000","5,678,000,000","6,929,000,000","6,793,000,000","4,366,000,000","4,428,000,000"
WorkingCapital,"-251,000,000","-114,000,000","-252,000,000","-307,000,000","24,000,000","-553,000,000","-446,000,000","236,000,000","-201,000,000","11,000,000","-226,000,000","-160,000,000","77,000,000","285,000,000","698,000,000","534,000,000","160,000,000","165,000,000","337,000,000","251,000,000","660,000,000","-6,000,000","-136,000,000","-84,000,000","-85,000,000","-32,000,000","15,000,000","-71,000,000","46,000,000","206,000,000","424,000,000","622,000,000","518,000,000","64,000,000","6,000,000","-2,315,000,000","-2,209,000,000"
InvestedCapital,"6,725,000,000","6,844,000,000","6,718,000,000","6,718,000,000","6,803,000,000","6,182,000,000","5,857,000,000","6,350,000,000","6,470,000,000","6,789,000,000","6,673,000,000","6,565,000,000","5,809,000,000","6,101,000,000","6,251,000,000","6,226,000,000","6,385,000,000","8,133,000,000","6,367,000,000","6,389,000,000","6,599,000,000","6,141,000,000","5,814,000,000","6,170,000,000","6,060,000,000","6,850,000,000","6,867,000,000","6,740,000,000","6,810,000,000","6,914,000,000","7,052,000,000","7,134,000,000","7,181,000,000","6,929,000,000","6,793,000,000","6,730,000,000","6,689,000,000"
TangibleBookValue,"4,515,000,000","4,643,000,000","4,561,000,000","4,248,000,000","4,301,000,000","3,939,000,000","3,703,000,000","3,774,000,000","3,895,000,000","3,930,000,000","4,072,000,000","3,990,000,000","3,234,000,000","3,402,000,000","3,519,000,000","3,176,000,000","3,196,000,000","4,733,000,000","4,367,000,000","4,389,000,000","4,319,000,000","4,094,000,000","4,020,000,000","4,131,000,000","4,109,000,000","5,074,000,000","5,179,000,000","5,151,000,000","5,268,000,000","5,405,000,000","5,543,000,000","5,625,000,000","5,678,000,000","6,929,000,000","6,793,000,000","4,366,000,000","4,428,000,000"
TotalDebt,"2,270,000,000","2,201,000,000","2,157,000,000","2,470,000,000","2,502,000,000","2,243,000,000","2,154,000,000","2,576,000,000","2,575,000,000","2,859,000,000","2,601,000,000","2,575,000,000","2,575,000,000","2,699,000,000","2,732,000,000","3,050,000,000","3,189,000,000","3,400,000,000","2,000,000,000","2,000,000,000","2,280,000,000","2,047,000,000","1,794,000,000","2,039,000,000","1,951,000,000","1,776,000,000","1,688,000,000","1,589,000,000","1,542,000,000","1,509,000,000","1,509,000,000","1,509,000,000","1,503,000,000",,,"2,364,000,000","2,261,000,000"
NetDebt,"2,150,000,000","2,188,000,000","2,048,000,000","2,464,000,000","2,499,000,000","2,207,000,000","2,051,000,000","1,895,000,000","2,386,000,000","2,849,000,000","2,593,000,000","2,433,000,000","2,079,000,000","2,076,000,000","1,701,000,000","3,039,000,000","3,151,000,000","3,301,000,000","1,683,000,000","1,918,000,000","2,239,000,000","1,982,000,000","1,689,000,000","1,981,000,000","1,852,000,000","1,668,000,000","1,598,000,000","1,477,000,000","1,389,000,000","1,269,000,000","1,082,000,000","1,147,000,000","977,000,000",,,"2,324,000,000","2,224,000,000"
ShareIssued,"416,800,000","418,200,000","422,300,000","422,300,000","420,600,000","420,400,000","400,300,000","399,700,000","398,300,000","398,100,000","398,000,000","397,600,000","344,700,000","344,500,000","334,000,000","276,700,000","275,400,000","275,300,000","205,200,000","204,800,000","203,700,000","203,400,000","203,100,000","202,200,000","201,000,000","200,700,000","200,600,000","200,300,000","199,300,000","199,100,000","199,000,000","198,700,000","197,000,000","197,000,000","197,000,000","197,000,000","197,000,000"
OrdinarySharesNumber,"416,800,000","418,200,000","422,300,000","422,300,000","420,600,000","420,400,000","400,300,000","399,700,000","398,300,000","398,100,000","398,000,000","397,600,000","344,700,000","344,500,000","334,000,000","276,700,000","275,400,000","275,300,000","205,200,000","204,800,000","203,700,000","203,400,000","203,100,000","202,200,000","201,000,000","200,700,000","200,600,000","200,300,000","199,300,000","199,100,000","199,000,000","198,700,000","197,000,000","197,000,000","197,000,000","197,000,000","197,000,000"
PreferredSharesNumber,,,,,,,"4,800,000","4,800,000","4,800,000","4,800,000","4,800,000","4,800,000","4,800,000","4,800,000","7,000,000","7,000,000","7,000,000","7,000,000",,,,,,,,,,,,,,,,,,,
