name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
		NonCurrentDeferredAssets,,"15,000,000","13,100,000","35,000,000","32,000,000","12,500,000","9,900,000","21,600,000","41,900,000",,"30,400,000","51,000,000","15,900,000","21,700,000"
			NonCurrentDeferredTaxesAssets,,"15,000,000","13,100,000","35,000,000","32,000,000","12,500,000","9,900,000","21,600,000","41,900,000",,"30,400,000","51,000,000","15,900,000","21,700,000"
		OtherNonCurrentAssets,"86,300,000","34,000,000","38,100,000","31,700,000","18,300,000","9,600,000","17,600,000","13,200,000","9,600,000","38,900,000","12,900,000","10,400,000","9,200,000","8,800,000"
TotalLiabilitiesNetMinorityInterest,"1,345,400,000","985,600,000","949,500,000","1,007,500,000","746,400,000","578,600,000","466,800,000","572,400,000","512,400,000","489,200,000","471,300,000","600,100,000","359,700,000","326,600,000"
	CurrentLiabilities,"474,500,000","485,300,000","441,400,000","393,000,000","353,100,000","286,400,000","277,600,000","250,800,000","239,700,000","242,000,000","233,600,000","264,400,000","306,200,000","279,200,000"
		PayablesAndAccruedExpenses,"252,600,000","238,000,000","206,900,000","184,800,000","156,500,000","123,900,000","123,600,000","123,100,000","113,400,000","120,700,000","101,500,000","105,300,000","135,000,000","112,200,000"
			Payables,"198,600,000","191,200,000","157,100,000","135,700,000","110,700,000","89,500,000","88,100,000","88,700,000","82,500,000","86,300,000","70,200,000","73,300,000","101,300,000","83,500,000"
				AccountsPayable,"198,600,000","191,200,000","157,100,000","135,700,000","110,700,000","89,500,000","88,100,000","88,700,000","82,500,000","86,300,000","65,900,000","67,200,000","101,300,000","83,500,000"
				TotalTaxPayable,,,,,,,,,,,"4,300,000","6,100,000",,
					IncomeTaxPayable,,,,,,,,,,,"4,300,000","6,100,000",,
			CurrentAccruedExpenses,"54,000,000","46,800,000","49,800,000","49,100,000","45,800,000","34,400,000","35,500,000","34,400,000","30,900,000","34,400,000","31,300,000","32,000,000","33,700,000","28,700,000"
		CurrentDebtAndCapitalLeaseObligation,"900,000","500,000","10,500,000","7,100,000","2,200,000","4,200,000","6,300,000","2,000,000",,,,,,
			CurrentDebt,"900,000","500,000","10,500,000","7,100,000","2,200,000","4,200,000","6,300,000","2,000,000",,,,,,
		CurrentDeferredLiabilities,"107,000,000","145,800,000","127,600,000","110,500,000","115,800,000","90,300,000","93,400,000","80,000,000","6,100,000",,"6,600,000","1,700,000",,
			CurrentDeferredTaxesLiabilities,,,,,,"4,100,000","5,100,000","5,700,000","6,100,000",,"6,600,000","1,700,000",,
			CurrentDeferredRevenue,"107,000,000","145,800,000","127,600,000","110,500,000","115,800,000","86,200,000","88,300,000","74,300,000",,,,,,
		OtherCurrentLiabilities,"114,000,000","101,000,000","96,400,000","90,600,000","78,600,000","68,000,000","54,300,000","45,700,000","120,200,000","121,300,000","125,500,000","157,400,000","171,200,000","167,000,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"870,900,000","500,300,000","508,100,000","614,500,000","393,300,000","292,200,000","189,200,000","321,600,000","272,700,000","247,200,000","237,700,000","335,700,000","53,500,000","47,400,000"
		LongTermDebtAndCapitalLeaseObligation,"698,300,000","387,100,000","372,700,000","491,600,000","280,600,000","173,800,000","94,100,000","189,100,000","135,700,000","145,400,000","131,800,000","185,000,000",,
			LongTermDebt,"698,300,000","387,100,000","372,700,000","491,600,000","280,600,000","173,800,000","94,100,000","189,100,000","135,700,000","145,400,000","131,800,000","185,000,000",,
		NonCurrentDeferredLiabilities,,,,,"1,800,000","1,300,000","10,900,000","2,400,000","2,900,000",,"2,300,000","6,000,000",,
			NonCurrentDeferredTaxesLiabilities,,,,,"1,800,000","1,300,000","10,900,000","2,400,000","2,900,000",,"2,300,000","6,000,000",,
		NonCurrentAccruedExpenses,,,,,,,,,,,,,"19,200,000","16,900,000"
		EmployeeBenefits,"73,900,000","72,500,000","85,900,000","86,100,000","90,700,000","93,100,000","52,500,000","104,600,000","109,200,000","73,000,000","77,100,000","118,300,000",,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"73,900,000","72,500,000","85,900,000","86,100,000","90,700,000","93,100,000","52,500,000","104,600,000","109,200,000","73,000,000","77,100,000","118,300,000",,
		OtherNonCurrentLiabilities,"98,700,000","40,700,000","49,500,000","36,800,000","20,200,000","24,000,000","31,700,000","25,500,000","24,900,000","28,800,000","26,500,000","26,400,000","34,300,000","30,500,000"
TotalEquityGrossMinorityInterest,"569,500,000","456,900,000","441,900,000","179,900,000","129,700,000","119,200,000","154,400,000","105,600,000","79,800,000","93,000,000","61,800,000","-8,800,000","214,200,000","190,000,000"
	StockholdersEquity,"569,500,000","456,900,000","441,900,000","179,900,000","129,700,000","119,200,000","154,400,000","105,600,000","79,800,000","93,000,000","61,800,000","-8,800,000","214,200,000","190,000,000"
		CapitalStock,"300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","218,300,000","197,600,000"
			PreferredStock,"0",,,"0",,"0","0","0","0","0","0","0",,
			CommonStock,"300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","218,300,000","197,600,000"
		AdditionalPaidInCapital,"241,800,000","245,900,000","252,200,000","77,200,000","71,600,000","71,100,000","67,700,000","66,200,000","60,700,000","59,100,000","53,500,000","41,900,000",,
		RetainedEarnings,"532,800,000","416,500,000","333,700,000","266,600,000","211,100,000","166,400,000","146,500,000","123,500,000","95,800,000","73,600,000","44,700,000","20,200,000",,
		TreasuryStock,"12,600,000","19,300,000","4,000,000","7,200,000","6,100,000","1,500,000","0","3,400,000","300,000","700,000","700,000","800,000",,
		GainsLossesNotAffectingRetainedEarnings,"-192,800,000","-186,500,000","-140,300,000","-157,000,000","-147,200,000","-117,100,000","-60,100,000","-81,000,000","-76,700,000","-39,300,000","-36,000,000","-70,400,000","-4,100,000","-7,600,000"
		OtherEquityInterest,,,,,,,,,,,"97,800,000",,,
TotalCapitalization,"1,267,800,000","844,000,000","814,600,000","671,500,000","410,300,000","293,000,000","248,500,000","294,700,000","215,500,000","238,400,000","193,600,000","176,200,000","214,200,000","190,000,000"
CommonStockEquity,"569,500,000","456,900,000","441,900,000","179,900,000","129,700,000","119,200,000","154,400,000","105,600,000","79,800,000","93,000,000","61,800,000","-8,800,000","214,200,000","190,000,000"
NetTangibleAssets,"-285,300,000","-78,400,000","-76,700,000","-245,600,000","-109,600,000","-10,000,000","102,200,000","51,200,000","33,400,000","44,700,000","12,800,000","-54,100,000","169,200,000","143,300,000"
WorkingCapital,"233,700,000","133,200,000","147,200,000","92,000,000","43,100,000","101,500,000","119,000,000","200,300,000","119,400,000","114,400,000","69,800,000","92,600,000","63,600,000","34,200,000"
InvestedCapital,"1,268,700,000","844,500,000","825,100,000","678,600,000","412,500,000","297,200,000","254,800,000","296,700,000","215,500,000","238,400,000","193,600,000","176,200,000","214,200,000","190,000,000"
TangibleBookValue,"-285,300,000","-78,400,000","-76,700,000","-245,600,000","-109,600,000","-10,000,000","102,200,000","51,200,000","33,400,000","44,700,000","12,800,000","-54,100,000","169,200,000","143,300,000"
TotalDebt,"699,200,000","387,600,000","383,200,000","498,700,000","282,800,000","178,000,000","100,400,000","191,100,000","135,700,000","145,400,000","131,800,000","185,000,000",,
NetDebt,"659,700,000","344,600,000","349,200,000","465,500,000","245,600,000","144,700,000","71,000,000","92,100,000","126,700,000","131,700,000","117,400,000","141,400,000",,
ShareIssued,"31,741,607","31,741,607","31,623,079","29,316,041","29,316,041","29,138,162","28,979,080","28,946,413","28,661,005","28,237,279","27,663,335","27,594,664","27,601,614","27,601,614"
OrdinarySharesNumber,"31,666,654","31,522,377","31,577,182","29,156,847","29,147,380","29,091,502","28,979,080","28,732,211","28,640,159","28,185,834","27,611,193","27,539,510","27,601,614","27,601,614"
TreasurySharesNumber,"74,953","219,230","45,897","159,194","168,661","46,660",,"214,202","20,846","51,445","52,142","55,154",,
