name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
EarningsFromEquityInterestNetOfTax,,,,"-8,795,000","25,401,000","10,643,000","1,180,000","1,274,000","-1,338,000","23,760,000"
NetIncomeCommonStockholders,"323,470,000","314,469,000","174,862,000","74,345,000","147,883,000","128,227,000","99,952,000","40,151,000","28,032,000","39,772,000"
	NetIncome,"357,070,000","348,069,000","207,354,000","105,845,000","172,216,000","142,252,000","102,243,000","42,309,000","32,706,000","44,100,000"
		NetIncomeIncludingNoncontrollingInterests,"342,664,000","327,430,000","167,524,000","102,208,000","192,884,000","156,277,000","104,747,000","42,391,000","32,706,000","44,114,000"
			NetIncomeContinuousOperations,"342,664,000","327,430,000","167,524,000","102,208,000","192,884,000","156,277,000","104,747,000","42,391,000","32,706,000","44,114,000"
		MinorityInterests,"14,406,000","20,639,000","39,830,000","3,637,000","-20,668,000","-14,025,000","-2,504,000","-82,000","0","-14,000"
	PreferredStockDividends,"33,600,000","33,600,000","32,492,000","31,500,000","24,333,000","14,025,000","2,291,000","2,158,000","4,674,000","4,328,000"
AverageDilutionEarnings,,"2,100,000",,,,,,,,
DilutedNIAvailtoComStockholders,"325,570,000","316,569,000","174,862,000","74,345,000","147,883,000","128,227,000","99,952,000","40,151,000","28,032,000","39,772,000"
BasicEPS,,"2.78","1.62","0.7","1.4","1.31","1.09","0.62","0.35","0.612"
DilutedEPS,,"2.73","1.59","0.68","1.37","1.27","1.07","0.59","0.35","0.554"
BasicAverageShares,,"113,199,501","107,659,813","106,588,402","105,951,752","98,241,904","91,499,122","65,017,579","79,731,800","65,017,579"
DilutedAverageShares,,"116,096,972","110,822,056","108,752,262","108,278,318","100,723,936","93,515,483","71,801,613","79,731,800","71,801,613"
NetIncomeFromContinuingAndDiscontinuedOperation,"357,070,000","348,069,000","207,354,000","105,845,000","172,216,000","142,252,000","102,243,000","42,309,000","32,706,000","44,100,000"
NormalizedIncome,"357,070,000","348,069,000","207,354,000","105,845,000","151,123,682.4","142,252,000","103,591,916","42,296,411.2","29,997,235.2","44,100,000"
EBIT,"475,668,000","455,987,000","272,433,000","219,362,000","250,279,000","193,475,000","145,179,000","54,299,000","48,140,000","50,649,000"
ReconciledDepreciation,"90,422,000","96,279,000","86,346,000","103,303,000","95,109,000","49,628,000","43,905,000","21,536,000","23,499,000","16,150,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"357,070,000","348,069,000","207,354,000","105,845,000","172,216,000","142,252,000","102,243,000","42,309,000","32,706,000","44,100,000"
TotalUnusualItemsExcludingGoodwill,,,,,"26,458,000",,"-1,660,000","16,000","3,728,000","0"
TotalUnusualItems,,,,,"26,458,000",,"-1,660,000","16,000","3,728,000","0"
TaxRateForCalcs,"0.194","0.19","0.242","0.356","0.203","0.115","0.187","0.213","0.273","0.391"
TaxEffectOfUnusualItems,"0","0","0","0","5,365,682.4","0","-311,084","3,411.2","1,019,235.2","0"
InterestExpense,"50,325,000","51,544,000","51,425,000","47,086,000","40,180,000","28,885,000","17,736,000","2,042,000","1,787,000","1,994,000"
