name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
	OtherOperatingExpenses,"-702,000,000","-39,000,000","-275,000,000","-233,000,000","-160,000,000","144,000,000","-181,000,000","-183,000,000","-149,000,000","-153,000,000","-139,000,000","-245,000,000","-163,000,000","-126,000,000","-147,000,000","-259,000,000","-163,000,000","-300,000,000","-229,000,000","-280,000,000","-203,000,000","-383,000,000","-281,000,000","-516,000,000","-203,000,000","-430,000,000","-290,000,000","-215,000,000","-193,000,000","-189,000,000","-186,000,000",,"-125,000,000","-293,000,000","-162,000,000","-134,000,000","-105,000,000","-212,000,000","-168,000,000","-122,000,000","-86,000,000"
OperatingIncome,"16,169,000,000","3,876,000,000","4,114,000,000","4,678,000,000","3,838,000,000","4,900,000,000","4,308,000,000","4,439,000,000","3,936,000,000","4,851,000,000","4,681,000,000","5,341,000,000","2,693,000,000","4,039,000,000","3,214,000,000","3,198,000,000","2,693,000,000","3,457,000,000","3,634,000,000","3,443,000,000","3,127,000,000","4,193,000,000","3,895,000,000","4,033,000,000","3,127,000,000","4,286,000,000","3,908,000,000","3,154,000,000","2,751,000,000","3,578,000,000","3,298,000,000","2,635,000,000","2,887,000,000","3,546,000,000","3,248,000,000","3,058,000,000","2,755,000,000","3,041,000,000","2,897,000,000","2,740,000,000","2,470,000,000"
NetNonOperatingInterestIncomeExpense,"-3,156,000,000","-1,109,000,000","-677,000,000","322,000,000","-1,170,000,000","-2,572,000,000","-1,089,000,000","-625,000,000","-1,367,000,000","-928,000,000","-1,031,000,000","-1,175,000,000","-1,202,000,000","-3,976,000,000","-1,128,000,000","-2,595,000,000","-1,202,000,000","-813,000,000","-716,000,000","277,000,000","-822,000,000","-136,000,000","-287,000,000","64,000,000","-791,000,000","-6,000,000","-479,000,000","-862,000,000","-193,000,000","-458,000,000","-641,000,000","-417,000,000","-380,000,000","-897,000,000","-814,000,000","-567,000,000","-758,000,000","-1,723,000,000","-594,000,000","-1,191,000,000","-900,000,000"
	InterestIncomeNonOperating,"410,000,000"
	InterestExpenseNonOperating,"4,244,000,000",,,"1,148,000,000","998,000,000","1,263,000,000","946,000,000","1,164,000,000","993,000,000","1,255,000,000","1,026,000,000","1,516,000,000","710,000,000","1,682,000,000","905,000,000","1,152,000,000","710,000,000","736,000,000","367,000,000","524,000,000","471,000,000","738,000,000","414,000,000","615,000,000","471,000,000","715,000,000","470,000,000","621,000,000","480,000,000",,,,,"1,335,000,000","814,000,000","742,000,000","758,000,000","2,248,000,000","594,000,000","673,000,000",
	TotalOtherFinanceCost,"-678,000,000","-2,725,000,000","677,000,000","-1,318,000,000","172,000,000","1,642,000,000","143,000,000","-384,000,000","374,000,000","-40,000,000","5,000,000","-227,000,000","492,000,000","2,855,000,000","223,000,000","1,699,000,000","492,000,000","416,000,000","349,000,000","-626,000,000","351,000,000","-267,000,000","-127,000,000","-534,000,000","320,000,000","-423,000,000","9,000,000","366,000,000","-287,000,000","-1,344,000,000","641,000,000","-379,000,000","380,000,000",,,,,,,,"900,000,000"
OtherIncomeExpense,"-238,000,000","-1,955,000,000","557,000,000","-1,298,000,000","1,937,000,000","-481,000,000","-1,315,000,000","-1,464,000,000","112,000,000","-1,053,000,000","-12,000,000","-358,000,000","-734,000,000","1,430,000,000","-911,000,000","307,000,000","-735,000,000","763,000,000","-351,000,000","548,000,000","-87,000,000","-30,000,000","92,000,000","-239,000,000","-118,000,000","-459,000,000","66,000,000","6,066,000,000","302,000,000","-121,000,000","149,000,000","471,000,000","150,000,000","517,000,000","33,000,000","-207,000,000","-99,000,000","403,000,000","104,000,000","375,000,000","-324,000,000"
	GainOnSaleOfSecurity,"411,000,000",,,"-902,000,000","1,874,000,000","-457,000,000","-1,211,000,000","-1,059,000,000","231,000,000","-1,060,000,000","222,000,000","-68,000,000","-558,000,000","1,741,000,000","-633,000,000","529,000,000","-558,000,000","769,000,000","-327,000,000",,,"253,000,000","103,000,000","-73,000,000","-31,000,000","-360,000,000","165,000,000","6,143,000,000","231,000,000",,,,,,,,,,,,
	EarningsFromEquityInterest,"152,000,000","58,000,000","31,000,000","9,000,000","53,000,000","28,000,000","32,000,000","36,000,000","57,000,000","217,000,000","88,000,000","123,000,000","1,000,000","11,000,000","3,000,000",,,"-2,000,000","4,000,000","0","8,000,000","-4,000,000","2,000,000","3,000,000","8,000,000","6,000,000","5,000,000","116,000,000","167,000,000","126,000,000","170,000,000","202,000,000","126,000,000","161,000,000","200,000,000","152,000,000","110,000,000","126,000,000","162,000,000","138,000,000","95,000,000"
	SecuritiesAmortization,"650,000,000",,,"146,000,000","144,000,000","142,000,000","81,000,000","97,000,000","80,000,000","162,000,000","149,000,000","160,000,000","143,000,000","242,000,000","143,000,000","120,000,000","143,000,000","83,000,000","94,000,000","74,000,000","75,000,000","127,000,000","79,000,000","83,000,000","75,000,000","124,000,000","83,000,000","83,000,000","70,000,000",,,,,,,,,,,,
	SpecialIncomeCharges,"-151,000,000","-1,774,000,000","526,000,000","-259,000,000","154,000,000","90,000,000","-55,000,000","-344,000,000","-96,000,000","-48,000,000","-173,000,000","-253,000,000","-34,000,000","-80,000,000","-138,000,000","-105,000,000","-34,000,000","79,000,000","66,000,000","31,000,000","-20,000,000","-152,000,000","66,000,000","-86,000,000","-20,000,000","19,000,000","-21,000,000","-110,000,000","-26,000,000","5,000,000","-21,000,000","269,000,000","24,000,000","356,000,000","-167,000,000","-359,000,000","-209,000,000","277,000,000","-58,000,000","237,000,000","-419,000,000"
		RestructuringAndMergernAcquisition,"193,000,000",,,"46,000,000","35,000,000","217,000,000","67,000,000","106,000,000","69,000,000","173,000,000","137,000,000","275,000,000","38,000,000","496,000,000","134,000,000","103,000,000","38,000,000","131,000,000","37,000,000","23,000,000","36,000,000","203,000,000","32,000,000","83,000,000","36,000,000","4,000,000","60,000,000","110,000,000","26,000,000",,,,,,,,,,,"86,000,000",
		WriteOff,"6,000,000"
		OtherSpecialCharges,"74,000,000","1,697,000,000","-526,000,000",,"-199,000,000",,,,,,,,,,,,,"0","3,000,000",,,,,,,,"12,000,000",,,,,,,,,,,,,"148,000,000",
		GainOnSaleOfBusiness,"-50,000,000",,,"-14,000,000","-10,000,000","-17,000,000","12,000,000","6,000,000","-27,000,000","-29,000,000","-36,000,000","22,000,000","4,000,000","379,000,000","-4,000,000","-2,000,000","4,000,000","272,000,000","106,000,000","131,000,000","16,000,000","46,000,000","98,000,000","-3,000,000","16,000,000","-9,000,000","39,000,000","0","0",,,,,,,,,,,,
		GainOnSaleOfPPE,"172,000,000"
PretaxIncome,"12,776,000,000","813,000,000","3,994,000,000","3,703,000,000","4,605,000,000","1,595,000,000","1,904,000,000","3,009,000,000","2,022,000,000","2,872,000,000","3,638,000,000","3,809,000,000","757,000,000","1,493,000,000","1,175,000,000","908,000,000","756,000,000","3,408,000,000","2,567,000,000","4,268,000,000","2,218,000,000","4,025,000,000","3,700,000,000","3,858,000,000","2,218,000,000","3,821,000,000","3,495,000,000","8,358,000,000","2,860,000,000","2,999,000,000","2,806,000,000","2,689,000,000","2,657,000,000","3,166,000,000","2,467,000,000","2,284,000,000","1,898,000,000","2,105,000,000","2,407,000,000","1,970,000,000","1,200,000,000"
TaxProvision,"2,786,000,000","454,000,000","768,000,000","943,000,000","723,000,000","754,000,000","650,000,000","763,000,000","673,000,000","-567,000,000","1,494,000,000","656,000,000","338,000,000","554,000,000","225,000,000","497,000,000","338,000,000","674,000,000","795,000,000","706,000,000","419,000,000","749,000,000","684,000,000","647,000,000","419,000,000","468,000,000","699,000,000","516,000,000","333,000,000","502,000,000","465,000,000","313,000,000","437,000,000","626,000,000","434,000,000","369,000,000","427,000,000","548,000,000","547,000,000","470,000,000","355,000,000"
NetIncomeCommonStockholders,"9,171,000,000","113,000,000","3,003,000,000","2,484,000,000","3,571,000,000","457,000,000","955,000,000","1,935,000,000","1,020,000,000","3,033,000,000","2,055,000,000","2,776,000,000","132,000,000","397,000,000","556,000,000","154,000,000","131,000,000","2,288,000,000","1,375,000,000","3,238,000,000","1,372,000,000","2,527,000,000","2,499,000,000","2,818,000,000","1,372,000,000","2,519,000,000","2,366,000,000","7,458,000,000","2,051,000,000","1,756,000,000","1,839,000,000","1,428,000,000","2,220,000,000","1,850,000,000","1,591,000,000","1,450,000,000","964,000,000","968,000,000","1,434,000,000","1,149,000,000","475,000,000"
	NetIncome,"9,171,000,000","113,000,000","3,003,000,000","2,484,000,000","3,571,000,000","457,000,000","955,000,000","1,935,000,000","1,020,000,000","3,033,000,000","2,055,000,000","2,776,000,000","132,000,000","397,000,000","556,000,000","154,000,000","131,000,000","2,288,000,000","1,375,000,000","3,238,000,000","1,372,000,000","2,527,000,000","2,499,000,000","2,818,000,000","1,372,000,000","2,519,000,000","2,366,000,000","7,458,000,000","2,051,000,000","1,756,000,000","1,839,000,000","1,428,000,000","2,220,000,000","1,850,000,000","1,591,000,000","1,450,000,000","964,000,000","968,000,000","1,434,000,000","1,149,000,000","475,000,000"
		NetIncomeIncludingNoncontrollingInterests,"10,414,000,000","473,000,000","3,299,000,000","2,760,000,000","3,882,000,000","841,000,000","1,254,000,000","2,246,000,000","1,349,000,000","3,439,000,000","2,144,000,000","3,181,000,000","419,000,000","987,000,000","950,000,000","411,000,000","418,000,000","2,734,000,000","1,772,000,000","3,562,000,000","1,799,000,000","3,276,000,000","3,016,000,000","3,211,000,000","1,799,000,000","3,353,000,000","2,796,000,000","7,842,000,000","2,527,000,000","2,497,000,000","2,341,000,000","2,376,000,000","2,220,000,000","2,540,000,000","2,033,000,000","1,915,000,000","1,471,000,000","1,557,000,000","1,860,000,000","1,501,000,000","844,000,000"
			NetIncomeContinuousOperations,"9,990,000,000","359,000,000","3,226,000,000","2,760,000,000","3,882,000,000","841,000,000","1,254,000,000","2,246,000,000","1,349,000,000","3,439,000,000","2,144,000,000","3,153,000,000","419,000,000","939,000,000","950,000,000","411,000,000","418,000,000","2,734,000,000","1,772,000,000","3,562,000,000","1,799,000,000","3,276,000,000","3,016,000,000","3,211,000,000","1,799,000,000","3,353,000,000","2,796,000,000","7,842,000,000","2,527,000,000","2,497,000,000","2,341,000,000","2,376,000,000","2,220,000,000","2,540,000,000","2,033,000,000","1,915,000,000","1,471,000,000","1,557,000,000","1,860,000,000","1,501,000,000","844,000,000"
			NetIncomeDiscontinuousOperations,"424,000,000","114,000,000","73,000,000",,,"0","0","0","0","0","0","28,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-1,243,000,000","-360,000,000","-296,000,000","-276,000,000","-311,000,000","-384,000,000","-299,000,000","-311,000,000","-329,000,000","-405,000,000","-89,000,000","-405,000,000","-287,000,000","-590,000,000","-394,000,000","-257,000,000","-287,000,000","-446,000,000","-397,000,000","-324,000,000","-427,000,000","-749,000,000","-517,000,000","-393,000,000","-427,000,000","-834,000,000","-430,000,000","-384,000,000","-476,000,000","-741,000,000","-502,000,000",,,"-690,000,000","-442,000,000","-465,000,000","-507,000,000","-589,000,000","-426,000,000","-352,000,000","-369,000,000"
DilutedNIAvailtoComStockholders,"9,171,000,000","113,000,000","3,003,000,000","2,484,000,000","3,571,000,000","457,000,000","955,000,000","1,935,000,000","1,020,000,000","3,033,000,000","2,055,000,000","2,776,000,000","132,000,000","397,000,000","556,000,000","154,000,000","131,000,000","2,288,000,000","1,375,000,000","3,238,000,000","1,372,000,000","2,527,000,000","2,499,000,000","2,818,000,000","1,372,000,000","2,519,000,000","2,366,000,000","7,458,000,000","2,051,000,000","1,756,000,000","1,839,000,000","1,428,000,000","2,220,000,000","1,850,000,000","1,591,000,000","1,450,000,000","964,000,000","968,000,000","1,434,000,000","1,149,000,000","475,000,000"
BasicEPS,,"0.058","1.51",,"1.8",,"0.48",,"0.52",,"1.04",,"0.08",,"0.34",,"0.08",,"0.84",,"0.84",,"1.53",,"0.84",,"1.44",,"1.28",,"1",,"0.61",,"1",,"0.3",,"0.94","0.72","0.3"
DilutedEPS,,"0.058","1.51",,"1.8",,"0.48",,"0.52",,"1.04",,"0.067",,"0.34",,"0.08",,"0.84",,"0.84",,"1.53",,"0.84",,"1.44",,"1.28",,"1",,"0.61",,"1",,"0.3",,"0.94","0.72","0.3"
BasicAverageShares,,"1,959,379,126","1,982,000,000",,"1,979,000,000",,"1,970,000,000",,"1,974,000,000",,"1,970,000,000",,"1,641,000,000",,"1,642,000,000",,"1,641,000,000",,"1,639,000,000",,"1,642,000,000",,"1,633,000,000",,"1,631,000,000",,"1,613,000,000",,"1,602,000,000",,"1,599,000,000",,"1,598,000,000",,"1,594,000,000",,"1,591,000,000",,"1,591,000,000","1,591,000,000","1,591,000,000"
DilutedAverageShares,,"1,959,379,126","1,982,000,000",,"1,979,000,000",,"1,970,000,000",,"1,974,000,000",,"1,970,000,000",,"1,970,000,000",,"1,642,000,000",,"1,641,000,000",,"1,639,000,000",,"1,642,000,000",,"1,633,000,000",,"1,631,000,000",,"1,613,000,000",,"1,602,000,000",,"1,599,000,000",,"1,598,000,000",,"1,594,000,000",,"1,591,000,000",,"1,591,000,000","1,591,000,000","1,591,000,000"
TotalOperatingIncomeAsReported,"16,098,000,000","3,805,000,000","4,114,000,000","4,652,000,000","3,793,000,000","4,604,000,000","4,308,000,000","4,313,000,000","3,935,000,000",,,,,,,"3,116,000,000","2,659,000,000",,,,,,,"3,968,000,000","3,107,000,000","10,605,000,000","3,301,000,000",,,"3,643,000,000","3,298,000,000","2,928,000,000","2,887,000,000","3,268,000,000","3,248,000,000","2,954,000,000","2,755,000,000","2,789,000,000","2,897,000,000","2,558,000,000","2,470,000,000"
TotalExpenses,"36,160,000,000","9,459,000,000","9,058,000,000","9,285,000,000","8,751,000,000","9,601,000,000","8,974,000,000","9,575,000,000","9,137,000,000","9,749,000,000","10,059,000,000","12,363,000,000","6,707,000,000","10,163,000,000","7,895,000,000","7,608,000,000","6,707,000,000","7,266,000,000","7,742,000,000","7,457,000,000","7,478,000,000","7,825,000,000","8,344,000,000","8,168,000,000","7,478,000,000","7,425,000,000","7,821,000,000","7,433,000,000","6,418,000,000","6,709,000,000","6,970,000,000","7,235,000,000","6,445,000,000","6,328,000,000","6,969,000,000","6,894,000,000","6,248,000,000","6,432,000,000","6,426,000,000","6,434,000,000","5,857,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"9,171,000,000","113,000,000","3,003,000,000","2,484,000,000","3,571,000,000","457,000,000","955,000,000","1,935,000,000","1,020,000,000","3,033,000,000","2,055,000,000","2,776,000,000","132,000,000","397,000,000","556,000,000","154,000,000","131,000,000","2,288,000,000","1,375,000,000","3,238,000,000","1,372,000,000","2,527,000,000","2,499,000,000","2,818,000,000","1,372,000,000","2,519,000,000","2,366,000,000","7,458,000,000","2,051,000,000","1,756,000,000","1,839,000,000","1,428,000,000","2,220,000,000","1,850,000,000","1,591,000,000","1,450,000,000","964,000,000","968,000,000","1,434,000,000","1,149,000,000","475,000,000"
NormalizedIncome,"8,544,460,000","1,258,540,000","2,505,143,715.573","3,349,341,614.907","1,861,402,605.863","717,570,000","1,788,804,621.849","2,982,237,620.472","929,933,234.421","3,764,390,800","2,014,183,000","3,013,716,198.477","606,784,000","-695,661,085.064","1,178,968,000","-125,882,400","521,779,200","1,607,708,920.188","1,555,090,000","3,212,127,928.772","1,388,780,000","2,444,794,782.609","2,361,265,000","2,950,335,147.745","1,413,310,000","2,818,233,970.165","2,250,800,000","1,805,079,000","1,871,420,000","1,751,836,945.649","1,856,519,957.234","1,190,311,640.015","2,199,947,308.995","1,564,390,397.979","1,728,620,997.163","1,751,000,437.828","1,125,980,505.796","763,112,114.014","1,478,819,277.108","968,543,147.208","770,045,833.333"
InterestIncome,"410,000,000"
InterestExpense,"4,244,000,000",,,"1,148,000,000","998,000,000","1,263,000,000","946,000,000","1,164,000,000","993,000,000","1,255,000,000","1,026,000,000","1,516,000,000","710,000,000","1,682,000,000","905,000,000","1,152,000,000","710,000,000","736,000,000","367,000,000","524,000,000","471,000,000","738,000,000","414,000,000","615,000,000","471,000,000","715,000,000","470,000,000","621,000,000","480,000,000",,,,,"1,335,000,000","814,000,000","742,000,000","758,000,000","2,248,000,000","594,000,000","673,000,000",
NetInterestIncome,"-3,156,000,000","-1,109,000,000","-677,000,000","322,000,000","-1,170,000,000","-2,572,000,000","-1,089,000,000","-625,000,000","-1,367,000,000","-928,000,000","-1,031,000,000","-1,175,000,000","-1,202,000,000","-3,976,000,000","-1,128,000,000","-2,595,000,000","-1,202,000,000","-813,000,000","-716,000,000","277,000,000","-822,000,000","-136,000,000","-287,000,000","64,000,000","-791,000,000","-6,000,000","-479,000,000","-862,000,000","-193,000,000","-458,000,000","-641,000,000","-417,000,000","-380,000,000","-897,000,000","-814,000,000","-567,000,000","-758,000,000","-1,723,000,000","-594,000,000","-1,191,000,000","-900,000,000"
EBIT,"17,020,000,000","4,727,000,000","4,114,000,000","4,851,000,000","5,603,000,000","240,000,000","2,850,000,000","4,173,000,000","3,015,000,000","4,127,000,000","4,664,000,000","5,325,000,000","1,467,000,000","3,175,000,000","2,080,000,000","2,060,000,000","1,466,000,000","4,144,000,000","2,934,000,000","4,792,000,000","2,689,000,000","4,763,000,000","4,114,000,000","4,473,000,000","2,689,000,000","4,536,000,000","3,965,000,000","8,979,000,000","3,340,000,000","4,069,000,000","3,298,000,000","3,683,000,000","2,887,000,000","4,501,000,000","3,281,000,000","3,026,000,000","2,656,000,000","4,353,000,000","3,001,000,000","3,073,000,000","2,470,000,000"
EBITDA,"21,677,000,000"
ReconciledCostOfRevenue,"20,362,000,000","5,270,000,000","5,140,000,000","5,263,000,000","4,875,000,000","5,193,000,000","4,982,000,000","5,196,000,000","4,988,000,000","5,166,000,000","5,546,000,000","6,896,000,000","3,778,000,000","5,408,000,000","4,393,000,000","4,224,000,000","3,778,000,000","4,031,000,000","4,444,000,000","4,375,000,000","4,287,000,000","4,636,000,000","4,966,000,000","4,867,000,000","4,287,000,000","4,482,000,000","4,757,000,000","4,451,000,000","3,904,000,000","4,106,000,000","4,276,000,000","4,209,000,000","3,855,000,000","4,014,000,000","4,389,000,000","4,332,000,000","3,899,000,000","4,192,000,000","4,130,000,000","4,112,000,000","3,718,000,000"
ReconciledDepreciation,"4,657,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"8,747,000,000","-1,000,000","2,930,000,000","2,484,000,000","3,571,000,000","457,000,000","955,000,000","1,935,000,000","1,020,000,000","3,033,000,000","2,055,000,000","2,748,000,000","132,000,000","349,000,000","556,000,000","154,000,000","131,000,000","2,288,000,000","1,375,000,000","3,238,000,000","1,372,000,000","2,527,000,000","2,499,000,000","2,818,000,000","1,372,000,000","2,519,000,000","2,366,000,000","7,458,000,000","2,051,000,000","1,756,000,000","1,839,000,000","1,428,000,000","2,220,000,000","1,850,000,000","1,591,000,000","1,450,000,000","964,000,000","968,000,000","1,434,000,000","1,149,000,000","475,000,000"
TotalUnusualItemsExcludingGoodwill,"260,000,000","-1,774,000,000","526,000,000","-1,161,000,000","2,028,000,000","-367,000,000","-1,266,000,000","-1,403,000,000","135,000,000","-1,108,000,000","49,000,000","-321,000,000","-592,000,000","1,661,000,000","-771,000,000","424,000,000","-592,000,000","848,000,000","-261,000,000","31,000,000","-20,000,000","101,000,000","169,000,000","-159,000,000","-51,000,000","-341,000,000","144,000,000","6,033,000,000","205,000,000","5,000,000","-21,000,000","269,000,000","24,000,000","356,000,000","-167,000,000","-359,000,000","-209,000,000","277,000,000","-58,000,000","237,000,000","-419,000,000"
TotalUnusualItems,"260,000,000","-1,774,000,000","526,000,000","-1,161,000,000","2,028,000,000","-367,000,000","-1,266,000,000","-1,403,000,000","135,000,000","-1,108,000,000","49,000,000","-321,000,000","-592,000,000","1,661,000,000","-771,000,000","424,000,000","-592,000,000","848,000,000","-261,000,000","31,000,000","-20,000,000","101,000,000","169,000,000","-159,000,000","-51,000,000","-341,000,000","144,000,000","6,033,000,000","205,000,000","5,000,000","-21,000,000","269,000,000","24,000,000","356,000,000","-167,000,000","-359,000,000","-209,000,000","277,000,000","-58,000,000","237,000,000","-419,000,000"
NormalizedEBITDA,"21,417,000,000","6,501,000,000","3,588,000,000","6,012,000,000","3,575,000,000","240,000,000","4,116,000,000","5,576,000,000","2,880,000,000","5,235,000,000","4,615,000,000","5,646,000,000","2,059,000,000","1,514,000,000","2,851,000,000","1,636,000,000","2,058,000,000","3,296,000,000","3,195,000,000","4,761,000,000","2,709,000,000","4,662,000,000","3,945,000,000","4,632,000,000","2,740,000,000","4,877,000,000","3,821,000,000","2,946,000,000","3,135,000,000","4,064,000,000","3,319,000,000","3,414,000,000","2,863,000,000","4,145,000,000","3,448,000,000","3,385,000,000","2,865,000,000","4,076,000,000","3,059,000,000","2,836,000,000","2,889,000,000"
TaxRateForCalcs,"0.221","0.29","0.192","0.255","0.157","0.29","0.341","0.254","0.333","0.34","0.167","0.172","0.198","0.371","0.192","0.34","0.34","0.198","0.31","0.165","0.161","0.186","0.185","0.168","0.19","0.122","0.2","0.063","0.124","0.167","0.166","0.116","0.164","0.198","0.176","0.162","0.225","0.26","0.227","0.239","0.296"
