name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,09/30/1992
TotalAssets,"30,960,300,000","30,936,800,000","30,156,700,000","30,812,100,000","30,693,000,000","30,666,900,000","25,360,500,000","25,135,700,000","25,439,700,000","25,136,900,000","25,089,000,000","24,870,000,000","22,950,100,000","22,871,100,000","23,038,200,000","23,446,400,000","25,268,400,000","24,831,200,000","25,356,800,000","10,835,700,000","10,820,900,000","10,897,800,000","11,039,700,000","10,970,700,000","10,549,000,000","10,591,400,000","10,733,400,000","10,710,600,000","10,644,600,000","10,542,100,000","10,687,100,000","10,591,100,000","10,603,700,000","10,575,300,000","10,566,000,000","10,764,400,000","2,913,400,000","2,859,000,000","2,914,900,000","2,784,100,000","2,815,300,000","2,824,600,000","2,884,400,000","2,861,100,000","2,833,500,000","2,881,300,000","3,013,100,000","3,023,600,000","3,041,300,000","1,798,800,000","1,800,700,000","1,799,900,000","1,811,400,000","1,769,000,000","1,784,000,000","1,797,300,000","1,783,000,000","1,781,316,000","1,798,434,000","1,810,113,000","1,263,432,000","1,274,094,000","1,283,813,000","1,254,560,000","1,289,659,000","1,269,665,000","1,287,788,000","1,285,447,000","1,231,260,000","1,148,037,000","1,173,733,000","1,172,242,000","1,161,993,000","1,141,652,000","1,164,413,000","1,147,901,000","1,152,361,000","1,146,051,000","1,158,963,000","1,156,088,000","1,139,514,000","1,173,700,000","1,161,500,000","1,146,000,000","1,121,000,000","1,106,300,000","1,111,500,000","1,120,800,000","1,118,600,000","1,110,500,000","1,113,700,000","1,091,300,000","1,053,700,000","576,500,000","581,700,000","571,400,000","548,800,000","543,800,000","555,300,000","536,500,000","528,900,000","417,600,000","413,700,000","405,700,000","382,100,000","369,700,000","355,100,000","312,100,000"
	CurrentAssets,"5,492,200,000","4,952,600,000","4,974,300,000","5,193,700,000","5,214,000,000","5,226,000,000","4,785,100,000","4,626,200,000","4,576,700,000","4,465,200,000","4,490,900,000","4,358,300,000","4,992,500,000","4,035,200,000","3,912,600,000","3,885,200,000","4,449,200,000","4,008,300,000","4,160,400,000","2,304,800,000","2,273,100,000","2,322,300,000","2,432,500,000","2,374,400,000","2,266,200,000","2,266,800,000","2,416,400,000","2,333,500,000","2,243,800,000","2,125,000,000","2,189,800,000","2,085,800,000","2,205,400,000","2,203,800,000","2,228,900,000","2,286,200,000","710,600,000","653,100,000","709,000,000","613,700,000","631,500,000","625,300,000","658,300,000","640,300,000","609,900,000","625,200,000","709,200,000","674,500,000","673,600,000","495,800,000","494,500,000","489,800,000","501,000,000","478,400,000","485,600,000","489,200,000","467,400,000","453,085,000","462,216,000","470,434,000","376,877,000","378,418,000","385,440,000","363,869,000","375,486,000","342,647,000","363,227,000","329,134,000","298,971,000","272,456,000","288,643,000","289,831,000","275,279,000","258,914,000","271,082,000","258,880,000","262,949,000","256,042,000","269,243,000","272,512,000","258,209,000","247,500,000","243,400,000","236,700,000","219,300,000","207,600,000","216,200,000","220,700,000","222,000,000","216,700,000","217,600,000","223,700,000","221,200,000","173,400,000","189,300,000","183,500,000","166,700,000","163,200,000","180,300,000","174,300,000","173,000,000","138,600,000","142,500,000","139,000,000","121,800,000","114,700,000","150,500,000","131,100,000"
		CashCashEquivalentsAndShortTermInvestments,"640,200,000","156,400,000","151,600,000","179,100,000","154,200,000","260,700,000","636,800,000","452,600,000","266,500,000","306,400,000","298,100,000","225,200,000","385,300,000","493,300,000","340,900,000","258,700,000","367,600,000","236,900,000","228,300,000","43,200,000","39,700,000","32,800,000","32,600,000","40,000,000","32,200,000","24,600,000","36,400,000","42,300,000","51,300,000","31,000,000","37,200,000","19,500,000","34,900,000","41,000,000","41,700,000","51,600,000","11,900,000","10,000,000","15,900,000","11,400,000","12,400,000","14,100,000","12,700,000","18,900,000","11,200,000","12,700,000","52,800,000","56,900,000","56,600,000","35,600,000","10,900,000","8,100,000","11,600,000","6,300,000","6,900,000","8,000,000","8,100,000","16,495,000","26,839,000","27,295,000","59,735,000","63,188,000","56,891,000","46,975,000","73,216,000","50,875,000","14,173,000","8,205,000","5,422,000","6,803,000","6,560,000","4,255,000","3,310,000","5,919,000","5,191,000","2,964,000","3,075,000","8,875,000","5,449,000","7,354,000","3,063,000","5,600,000","4,500,000","3,100,000","2,000,000","8,600,000","5,800,000","7,600,000","5,000,000","2,800,000","3,300,000","4,200,000","7,200,000","44,100,000","50,900,000","46,800,000","27,400,000","25,600,000","21,500,000","7,000,000","4,600,000","5,000,000","15,200,000","13,400,000","2,200,000","5,400,000","51,200,000","25,300,000"
			CashAndCashEquivalents,"640,200,000","156,400,000","151,600,000","179,100,000","154,200,000","260,700,000","636,800,000","452,600,000","266,500,000","306,400,000","298,100,000","225,200,000","385,300,000","493,300,000","340,900,000","258,700,000","367,600,000","236,900,000","228,300,000","43,200,000","39,700,000","32,800,000","32,600,000","40,000,000","32,200,000","24,600,000","36,400,000","42,300,000","51,300,000","31,000,000","37,200,000","19,500,000","34,900,000","41,000,000","41,700,000","51,600,000","11,900,000","10,000,000","15,900,000","11,400,000","12,400,000","14,100,000","11,800,000","17,400,000","10,300,000","12,700,000","52,800,000","56,900,000","56,600,000","35,600,000","10,900,000","8,100,000","11,600,000","6,300,000","6,900,000","8,000,000","8,100,000","16,495,000","26,839,000","27,295,000","28,505,000","63,188,000","56,891,000","46,975,000","73,216,000","50,875,000","14,173,000","8,205,000","5,422,000","6,803,000","6,560,000","4,255,000","3,310,000","5,919,000","5,191,000","2,964,000","3,075,000","8,875,000","5,449,000","7,354,000","3,063,000","5,600,000","4,500,000","3,100,000","2,000,000","8,600,000","5,800,000","7,600,000","5,000,000","2,800,000","3,300,000","4,200,000","7,200,000","44,100,000","50,900,000","46,800,000","27,400,000","25,600,000","21,500,000","7,000,000","4,600,000","5,000,000","15,200,000","13,400,000","2,200,000","5,400,000","51,200,000","25,300,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900,000","900,000","1,500,000","900,000",,,,,,,,,,,,,,,,"31,230,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"2,222,100,000","2,061,700,000","2,193,200,000","2,398,100,000","2,367,000,000","2,315,500,000","2,010,700,000","1,980,800,000","1,950,200,000","1,804,300,000","1,886,800,000","1,902,400,000","1,563,500,000","1,517,500,000","1,592,200,000","1,596,600,000","1,662,800,000","1,491,000,000","1,690,000,000","1,025,900,000","974,000,000","1,016,800,000","1,118,700,000","1,080,000,000","1,001,000,000","981,200,000","1,134,900,000","1,111,000,000","1,067,400,000","1,000,700,000","1,075,600,000","1,065,900,000","1,054,500,000","986,300,000","1,109,600,000","1,127,900,000","330,100,000","284,400,000","333,500,000","304,600,000","297,300,000","264,900,000","305,500,000","279,300,000","264,000,000","270,100,000","304,300,000","296,800,000","292,500,000","212,600,000","230,600,000","234,900,000","231,700,000","207,900,000","230,800,000","222,300,000","203,600,000","192,751,000","199,493,000","201,344,000","161,299,000","154,970,000","177,378,000","168,194,000","168,539,000","153,991,000","163,096,000","160,715,000","151,815,000","135,040,000","154,592,000","157,431,000","151,945,000","135,515,000","157,782,000","143,673,000","155,359,000","136,982,000","156,155,000","147,608,000","145,257,000","130,800,000","139,000,000","128,300,000","118,300,000","102,100,000","118,200,000","111,500,000","112,700,000","109,000,000","115,200,000","101,000,000","93,200,000","68,000,000","78,000,000","73,800,000","75,100,000","73,400,000","88,200,000","83,500,000","78,700,000","66,400,000","70,300,000","72,500,000","67,800,000","55,300,000","56,600,000","60,600,000"
			AccountsReceivable,"2,222,100,000","2,061,700,000","2,193,200,000","2,398,100,000","2,367,000,000","2,315,500,000","2,010,700,000","1,980,800,000","1,950,200,000","1,804,300,000","1,886,800,000","1,902,400,000","1,563,500,000","1,517,500,000","1,592,200,000","1,596,600,000","1,662,800,000","1,491,000,000","1,690,000,000","1,025,900,000","974,000,000","1,016,800,000","1,118,700,000","1,080,000,000","1,001,000,000","981,200,000","1,134,900,000","1,111,000,000","1,067,400,000","1,000,700,000","1,075,600,000","1,065,900,000","1,054,500,000","986,300,000","1,109,600,000","1,127,900,000","330,100,000","284,400,000","333,500,000","304,600,000","297,300,000","264,900,000","305,500,000","279,300,000","264,000,000","270,100,000","304,300,000","296,800,000","292,500,000","212,600,000","230,600,000","234,900,000","231,700,000","207,900,000","230,800,000","222,300,000","203,600,000","192,751,000","199,493,000","201,344,000","161,299,000","154,970,000","177,378,000","168,194,000","168,539,000","153,991,000","163,096,000","160,715,000","151,815,000","135,040,000","154,592,000","157,431,000","151,945,000","135,515,000","157,782,000","143,673,000","155,359,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"2,280,300,000","2,114,800,000","2,246,400,000","2,448,600,000","2,413,900,000","2,363,400,000","2,060,400,000","2,029,800,000","1,999,100,000","1,850,200,000","1,932,600,000","1,951,700,000","1,602,600,000","1,556,000,000","1,628,700,000","1,635,100,000","1,699,100,000","1,522,300,000","1,719,600,000","1,050,000,000","998,700,000","1,043,700,000","1,143,800,000","1,104,100,000","1,024,400,000","1,004,000,000","1,161,700,000","1,140,600,000","1,094,100,000","1,028,000,000","1,102,500,000","1,089,300,000","1,083,500,000","1,017,900,000","1,139,700,000","1,158,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-58,200,000","-53,100,000","-53,200,000","-50,500,000","-46,900,000","-47,900,000","-49,700,000","-49,000,000","-48,900,000","-45,900,000","-45,800,000","-49,300,000","-39,100,000","-38,500,000","-36,500,000","-38,500,000","-36,300,000","-31,300,000","-29,600,000","-24,100,000","-24,700,000","-26,900,000","-25,100,000","-24,100,000","-23,400,000","-22,800,000","-26,800,000","-29,600,000","-26,700,000","-27,300,000","-26,900,000","-23,400,000","-29,000,000","-31,600,000","-30,100,000","-30,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-26,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"2,125,400,000","2,189,700,000","2,107,500,000","2,074,200,000","2,096,900,000","2,101,800,000","1,829,600,000","1,819,300,000","1,888,200,000","1,869,200,000","1,797,300,000","1,767,100,000","1,587,900,000","1,656,300,000","1,638,200,000","1,691,100,000","2,058,900,000","2,027,400,000","1,963,400,000","996,200,000","1,013,700,000","1,031,900,000","1,029,200,000","964,800,000","952,200,000","925,300,000","937,900,000","879,000,000","905,300,000","910,100,000","861,900,000","855,500,000","921,600,000","932,700,000","849,800,000","833,700,000","280,400,000","287,300,000","269,500,000","259,900,000","265,000,000","266,700,000","275,100,000","285,100,000","283,500,000","292,300,000","283,000,000","279,000,000","274,300,000","226,500,000","224,400,000","218,300,000","220,600,000","228,900,000","218,900,000","218,300,000","208,500,000","196,650,000","201,965,000","208,732,000","128,896,000","134,057,000","127,359,000","124,253,000","120,568,000","120,560,000","118,414,000","131,444,000","123,909,000","112,186,000","112,431,000","115,407,000","109,027,000","105,713,000","102,011,000","102,411,000","97,685,000","101,220,000","99,589,000","108,630,000","101,626,000","105,200,000","94,500,000","98,300,000","87,700,000","91,800,000","88,000,000","97,000,000","97,700,000","101,500,000","94,000,000","90,300,000","91,100,000","59,600,000","58,500,000","60,700,000","61,300,000","61,700,000","63,600,000","79,400,000","84,600,000","64,700,000","55,400,000","51,500,000","51,000,000","52,100,000","42,200,000","45,100,000"
			RawMaterials,"1,261,000,000","1,309,300,000","1,298,500,000","1,294,200,000","1,304,800,000","1,326,400,000","1,098,200,000","1,050,100,000","1,040,200,000","1,023,700,000","974,900,000","932,100,000","851,600,000","870,500,000","871,400,000","888,000,000","1,035,200,000","1,036,000,000","1,030,700,000","688,900,000","700,800,000","697,300,000","691,000,000","638,600,000","642,200,000","624,100,000","647,600,000","594,100,000","601,800,000","611,800,000","569,800,000","566,400,000","599,800,000","626,500,000","577,100,000","557,700,000","181,900,000","192,400,000","168,900,000","158,700,000","154,700,000","154,100,000","156,400,000","154,800,000","161,200,000","125,600,000","113,400,000","108,700,000","114,200,000","79,000,000","71,900,000","63,900,000","66,500,000","77,300,000","70,600,000","71,800,000","70,100,000","65,401,000","59,905,000","58,729,000","41,753,000","46,649,000","42,437,000","40,761,000","37,309,000","37,316,000","37,675,000","45,275,000","39,690,000","39,081,000","37,637,000","37,126,000","36,998,000","36,406,000","35,488,000","39,078,000","38,776,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96,076,000",,,"91,751,000",,,,,,,,,,"74,332,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"982,600,000","1,000,500,000","938,900,000","930,400,000","956,500,000","921,000,000","867,000,000","889,700,000","953,700,000","939,100,000","905,000,000","902,800,000","801,300,000","836,600,000","800,600,000","837,000,000","1,044,300,000","1,023,400,000","983,300,000","387,600,000","397,500,000","422,900,000","421,800,000","404,800,000","386,400,000","374,000,000","370,900,000","358,300,000","358,100,000","349,500,000","325,400,000","324,600,000","359,000,000","343,500,000","331,100,000","334,400,000","154,600,000","146,800,000","149,600,000","149,300,000","150,600,000","147,200,000","154,200,000","167,000,000","165,600,000","163,400,000","163,300,000","163,700,000","150,200,000","147,300,000","152,100,000","151,400,000","151,100,000","144,200,000","140,000,000","136,300,000","129,700,000","125,135,000","134,144,000","141,655,000","102,488,000","100,700,000","97,139,000","13,298,000","94,880,000","95,315,000","13,246,000","99,959,000","97,144,000","85,512,000","85,012,000","87,823,000","82,623,000","81,362,000","79,357,000","76,796,000","11,671,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,600,000","49,900,000","47,400,000","46,400,000","35,200,000","34,300,000","34,000,000","33,000,000","34,700,000","35,400,000","35,000,000","33,800,000","31,676,000","30,735,000","33,468,000","15,011,000","15,828,000","14,976,000",,"13,394,000","13,518,000",,"12,498,000","11,487,000","12,455,000","14,344,000","13,248,000","12,496,000","11,660,000","11,631,000","12,363,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,"-118,200,000","-120,100,000","-129,900,000","-150,400,000","-164,400,000","-145,600,000","-135,600,000","-120,500,000","-105,700,000","-93,600,000","-82,600,000","-67,800,000","-65,000,000","-50,800,000","-33,800,000","-33,900,000","-20,600,000","-32,000,000","-50,600,000","-80,300,000","-84,600,000","-88,300,000","-83,600,000","-78,600,000","-76,400,000","-72,800,000","-80,600,000","-73,400,000","-54,600,000","-51,200,000","-33,300,000","-35,500,000","-37,200,000","-37,300,000","-58,400,000","-58,400,000","-56,100,000","-51,900,000","-49,000,000","-48,100,000","-40,300,000","-34,600,000","-35,500,000","-36,700,000","-43,300,000","-46,300,000","-43,600,000","-40,800,000","-36,500,000","-35,000,000","-33,900,000","-31,000,000","-30,000,000","-27,300,000","-27,100,000","-24,800,000","-25,100,000","-25,562,000","-22,819,000","-25,120,000","-30,356,000","-29,120,000","-27,193,000","-25,882,000","-25,015,000","-25,589,000","-24,258,000","-26,288,000","-24,412,000","-24,862,000","-24,562,000","-22,790,000","-23,090,000","-23,715,000","-24,465,000","-25,826,000","-27,094,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,,,,,,,"0","0","5,900,000","5,900,000","5,900,000","5,900,000","5,900,000","7,300,000","25,500,000","7,300,000","7,300,000","7,300,000","7,300,000","7,300,000","8,800,000","8,800,000","8,800,000","8,900,000","8,900,000","9,200,000","9,300,000","9,300,000","9,300,000","11,300,000","40,600,000","40,600,000","41,100,000","41,100,000","41,100,000","41,500,000",,,,,,,"0","0","0",,"19,200,000","7,800,000","8,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,"3,300,000","7,300,000","25,800,000","26,600,000","33,500,000","39,100,000","59,500,000","98,100,000","154,500,000","162,400,000","173,600,000","200,700,000","1,227,100,000",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"501,200,000","537,500,000","496,200,000","515,700,000","562,400,000","508,900,000","248,500,000","275,400,000","311,400,000","317,000,000","329,200,000","257,000,000","222,800,000","360,800,000","315,800,000","331,500,000","352,600,000","245,700,000","271,400,000","232,200,000","236,900,000","232,000,000","243,200,000","280,700,000","271,900,000","326,500,000","297,900,000","291,900,000","210,500,000","171,900,000","174,500,000","104,300,000","153,300,000","202,700,000","186,700,000","231,500,000","88,200,000","71,400,000","90,100,000","37,800,000","56,800,000","79,600,000","65,000,000","57,000,000","51,200,000","50,100,000","49,900,000","34,000,000","42,100,000","21,100,000","28,600,000","28,500,000","37,100,000","35,300,000","29,000,000","40,600,000","47,200,000","47,189,000","33,919,000","33,063,000","26,947,000","26,203,000","23,812,000","24,447,000","13,163,000","17,221,000","67,544,000","28,770,000","17,825,000","18,427,000","15,060,000","12,738,000","10,997,000","11,767,000","6,098,000","9,832,000","6,830,000","8,965,000","8,050,000","8,920,000","8,263,000","5,900,000","5,400,000","7,000,000","11,300,000","5,100,000","4,200,000","4,600,000","6,600,000","3,400,000","5,100,000","28,200,000","29,700,000","1,700,000","1,900,000","2,200,000","2,900,000","2,500,000","7,000,000","4,400,000","5,100,000","2,500,000","1,600,000","1,600,000","800,000","1,900,000","500,000","100,000"
	TotalNonCurrentAssets,"25,468,100,000","25,984,200,000","25,182,400,000","25,618,400,000","25,479,000,000","25,440,900,000","20,575,400,000","20,509,500,000","20,863,000,000","20,671,700,000","20,598,100,000","20,511,700,000","17,957,600,000","18,835,900,000","19,125,600,000","19,561,200,000","20,819,200,000","20,822,900,000","21,196,400,000","8,530,900,000","8,547,800,000","8,575,500,000","8,607,200,000","8,596,300,000","8,282,800,000","8,324,600,000","8,317,000,000","8,377,100,000","8,400,800,000","8,417,100,000","8,497,300,000","8,505,300,000","8,398,300,000","8,371,500,000","8,337,100,000","8,478,200,000","2,202,800,000","2,205,900,000","2,205,900,000","2,170,400,000","2,183,800,000","2,199,300,000","2,226,100,000","2,220,800,000","2,223,600,000","2,256,100,000","2,303,900,000","2,349,100,000","2,367,700,000","1,303,000,000","1,306,200,000","1,310,100,000","1,310,400,000","1,290,600,000","1,298,400,000","1,308,100,000","1,315,600,000","1,328,231,000","1,336,218,000","1,339,679,000","886,555,000","895,676,000","898,373,000","890,691,000","914,173,000","927,018,000","924,561,000","956,313,000","932,289,000","875,581,000","885,090,000","882,411,000","886,714,000","882,738,000","893,331,000","889,021,000","889,412,000","890,009,000","889,720,000","883,576,000","881,305,000","926,200,000","918,100,000","909,300,000","901,700,000","898,700,000","895,300,000","900,100,000","896,600,000","893,800,000","896,100,000","867,600,000","832,500,000","403,100,000","392,400,000","387,900,000","382,100,000","380,600,000","375,000,000","362,200,000","355,900,000","279,000,000","271,200,000","266,700,000","260,300,000","255,000,000","204,600,000","181,000,000"
		NetPPE,"11,036,300,000","11,281,100,000","11,189,500,000","11,169,300,000","11,029,400,000","10,969,700,000","9,082,500,000","8,932,200,000","9,056,800,000","9,063,900,000","9,118,300,000","9,077,300,000","8,633,700,000","9,079,100,000","9,294,300,000","9,345,200,000","9,787,300,000","9,762,700,000","9,596,700,000","5,782,600,000","5,785,100,000","5,820,600,000","5,832,600,000","5,813,100,000","5,541,100,000","5,543,000,000","5,554,700,000","5,558,500,000","5,559,000,000","5,568,600,000","5,611,400,000","5,584,000,000","5,547,900,000","5,528,700,000","5,527,200,000","5,613,600,000","1,252,400,000","1,252,000,000","1,250,000,000","1,237,900,000","1,243,400,000","1,253,500,000","1,276,100,000","1,271,100,000","1,279,600,000","1,298,200,000","1,333,100,000","1,347,300,000","1,303,600,000","828,000,000","837,500,000","836,100,000","838,000,000","838,400,000","850,600,000","858,000,000","861,400,000","872,618,000","885,005,000","893,983,000","543,441,000","549,868,000","552,803,000","547,325,000","567,800,000","580,575,000","579,514,000","618,434,000","595,891,000","564,420,000","572,087,000","572,703,000","581,016,000","582,457,000","588,653,000","592,031,000","590,497,000","591,948,000","592,538,000","584,933,000","583,052,000","600,200,000","592,700,000","582,400,000","573,100,000","567,200,000","561,500,000","565,500,000","558,400,000","553,500,000","551,200,000","525,900,000","516,000,000","345,000,000","334,900,000","327,900,000","321,200,000","316,800,000","310,100,000","302,600,000","296,000,000","264,100,000","256,100,000","250,600,000","242,100,000","232,800,000","199,200,000","173,900,000"
			GrossPPE,"17,664,800,000","17,811,500,000","17,461,300,000","17,211,200,000","16,848,100,000","16,531,800,000","14,419,900,000","14,059,200,000","13,999,200,000","13,834,800,000","13,682,500,000","13,587,500,000","12,936,100,000","13,254,000,000","13,271,900,000","13,127,200,000","13,427,600,000","13,118,600,000","12,645,700,000","8,655,000,000","8,535,600,000","8,473,700,000","8,397,500,000","8,276,500,000","7,890,600,000","7,799,800,000","7,709,400,000","7,623,500,000","7,515,300,000","7,423,400,000","7,363,000,000","7,216,700,000","7,081,900,000","6,954,600,000","6,845,900,000","6,862,600,000","2,418,900,000","2,389,900,000","2,354,500,000","2,334,000,000","2,320,100,000","2,301,700,000","2,289,800,000","2,244,800,000","2,223,400,000","2,217,100,000","2,247,300,000","2,236,000,000","2,165,200,000","1,672,900,000","1,660,100,000","1,631,200,000","1,608,800,000","1,588,900,000","1,582,700,000","1,585,200,000","1,574,000,000","1,574,324,000","1,570,813,000","1,559,355,000","1,196,726,000","1,197,328,000","1,191,730,000","1,171,384,000","1,202,485,000","1,202,729,000","1,186,324,000","1,247,895,000","1,206,090,000","1,158,485,000","1,163,596,000","1,152,990,000","1,147,493,000","1,138,370,000","1,129,523,000","1,118,729,000","1,101,886,000","1,091,305,000","1,077,941,000","1,077,696,000","1,033,779,000","1,046,200,000","1,022,400,000","998,200,000","975,200,000","957,300,000","938,000,000","927,100,000","910,700,000","892,000,000","877,300,000","829,400,000","2,807,700,000","617,500,000","607,400,000","574,000,000","567,300,000","562,900,000","548,100,000","530,800,000","500,100,000","468,200,000","460,200,000","440,700,000","432,200,000","416,100,000","375,900,000","327,600,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
