name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"314,000,000","32,000,000","33,000,000","37,000,000","61,000,000","37,000,000","41,000,000","33,000,000",,,"48,000,000",,,,"37,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"314,000,000","32,000,000","33,000,000","37,000,000","61,000,000","37,000,000","41,000,000","33,000,000",,,"48,000,000",,,,"37,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"28,750,000,000","7,084,000,000","7,321,000,000","6,458,000,000","7,248,000,000","7,013,000,000","7,114,000,000","7,107,000,000","6,919,000,000","7,141,000,000","6,873,000,000","6,289,000,000","6,305,000,000","6,363,000,000","7,574,000,000","5,743,000,000","6,442,000,000","6,330,000,000","7,488,000,000","6,069,000,000","6,383,000,000","6,909,000,000","7,442,000,000","7,358,000,000","7,530,000,000","7,983,000,000","8,278,000,000","7,607,918,280.324","7,685,002,081.599","7,246,952,156.541","8,967,915,994.393","7,505,039,740.116","7,717,530,289.028","7,267,585,342.102","7,395,014,439.191","7,202,422,991.253","7,057,546,145.494","7,004,489,876.599","7,136,354,335.523","6,162,610,046.608","355,802,505.24","358,442,186.095","27,105,089,961.943","226,973,202.519","371,794,152.309","329,021,558.872",,,,"7,765,441,652.585",,"1,000,000","5,947,723,919.488",,"-242,000,000",,"1,000,000",,"24,319,000,000","-1,000,000","-1,000,000",,"-315,000,000","-31,000,000","-33,000,000","-37,000,000","-61,000,000","-38,000,000","-41,000,000","-33,000,000",,,"-48,000,000",,,,"-37,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"10,218,000,000","-210,000,000","3,421,000,000","4,009,000,000","3,903,000,000","4,924,000,000","1,416,000,000","5,663,000,000","5,149,000,000","3,789,000,000","1,219,000,000","3,391,000,000","1,981,000,000","1,164,000,000","43,000,000","1,923,000,000","1,753,000,000","873,000,000","-5,074,000,000","1,243,000,000","3,702,000,000","2,476,000,000","-7,252,000,000","5,154,000,000","5,377,000,000","5,795,000,000","5,563,000,000","5,726,854,413.213","5,609,908,409.659","7,152,187,275.894","5,846,800,856.984","7,420,295,065.549","5,264,024,104.622","9,935,568,213.652","4,394,007,307.821","7,240,452,001.956","8,212,812,160.695","10,871,713,777.426","3,465,421,229.07","6,790,863,746.627","6,721,255,544.183","6,419,739,827.357","4,822,760,212.573","5,292,136,476.79","5,119,535,327.459","5,037,479,270.315","-851,586,574.603","9,582,000,000","14,674,000,000","11,776,875,819.264","10,961,000,000","8,373,000,000","8,602,135,982.782","7,749,000,000","7,460,000,000","6,880,000,000","8,760,000,000","8,525,000,000","5,333,000,000","8,790,000,000","7,029,000,000","7,921,000,000","6,953,000,000","5,521,000,000","4,824,000,000","4,314,000,000","4,835,000,000","3,376,000,000","3,296,000,000","4,210,000,000","-64,836,000,000","25,664,000,000","2,736,000,000","20,711,000,000","-70,806,000,000","23,289,000,000","3,154,000,000","23,928,000,000","-60,302,000,000","27,421,000,000","3,171,000,000","25,055,000,000","-46,778,000,000","30,672,000,000","568,100,000","9,486,100,000","-19,757,900,000","7,126,800,000","6,584,100,000","6,448,400,000","-22,050,100,000","8,073,300,000","8,130,700,000","8,474,600,000","-23,789,900,000","8,515,400,000","8,515,400,000","8,515,400,000","-19,470,800,000","6,923,900,000","6,923,900,000","6,923,900,000","-18,190,000,000","6,462,500,000","6,283,700,000","5,986,000,000","-16,352,200,000","5,622,800,000","5,895,500,000","5,895,500,000","-17,304,600,000","6,182,900,000","6,182,800,000","6,182,800,000"
NetNonOperatingInterestIncomeExpense,"-1,956,000,000","-717,000,000","-615,000,000","-613,000,000","-472,000,000","-624,000,000","-475,000,000","-480,000,000","-370,000,000","-361,000,000","-316,000,000","-373,000,000","-256,000,000","-274,000,000","94,000,000","-162,000,000","-120,000,000","-228,000,000","159,000,000","-192,000,000","-111,000,000","-255,000,000","-29,000,000","-126,000,000","-153,000,000","-187,000,000","-170,000,000","-222,651,031.616","-192,547,876.769","-220,264,317.181","-150,765,731.214","-179,761,430.901","-69,629,948.474","-270,800,261.462","282,788,472.237","-210,517,737.817","183,858,125.226","-172,253,127.383","-97,841,879.243","-106,298,890.676","-51,177,072.671","-134,248,009.773","-11,483,794.443","-161,077,756.626","81,373,814.468","-50,414,593.698",,,,"-131,082,297.573",,,"33,840,031.404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,"51,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,272,081.766","30,383,977.516","46,689,700.252","60,466,538.933","154,832,400.717","79,623,597.539","66,359,811.369","54,298,342.334","54,512,251.629","202,271,287.225","127,535,609.285","-663,125,181.055","128,862,205.301","392,839,104.327","283,913,764.511",,,,"203,730,317.914",,,"456,163,623.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"2,241,000,000","724,000,000","606,000,000","598,000,000","610,000,000","561,000,000","529,000,000","536,000,000","478,000,000","390,000,000","352,000,000","368,000,000","345,000,000","331,000,000","-178,000,000","268,000,000","267,000,000","274,000,000","-123,000,000","233,000,000","231,000,000","262,000,000","108,000,000","173,000,000","266,000,000","201,000,000","217,000,000","214,554,630.467","236,781,848.46","216,422,497.695","211,601,026.265","197,737,573.991","215,219,840.737","249,456,398.49","-54,023,660.468","355,842,885.859","230,184,581.976","192,019,879.705","6,156,027.469","171,713,592.63","253,448,359.897","261,783,619.058","-392,314,204.538","289,939,961.927","311,465,289.859","334,328,358.209",,,,"405,881,331.038",,,"605,059,761.495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"-285,000,000","-7,000,000","60,000,000","15,000,000","-138,000,000","63,000,000","-54,000,000","-56,000,000","-108,000,000","-29,000,000","-36,000,000","5,000,000","-89,000,000","-57,000,000","84,000,000","-106,000,000","-147,000,000","-46,000,000","-36,000,000","-41,000,000","-120,000,000","-7,000,000","-79,000,000","-47,000,000","-113,000,000","-14,000,000","-47,000,000","8,096,401.15","-44,233,971.69","3,841,819.486","-60,835,295.051","-7,704,061.324","-115,205,914.748","68,033,563.225","-168,298,272.835","9,507,252.676","-334,419,109.663","46,593,059.046","145,984,194.108","-10,902,450.326",,,"-121,783,483.294",,,,,,,"-71,068,715.551",,,"-182,736,169.579",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"3,964,000,000","892,000,000","695,000,000","989,000,000","944,000,000","749,000,000","832,000,000","1,144,000,000","942,000,000","817,000,000","599,000,000","837,000,000","774,000,000","2,582,000,000","787,000,000","470,000,000","815,000,000","928,000,000","1,734,000,000","475,000,000","1,011,000,000","1,769,000,000","717,000,000","1,337,000,000","807,000,000","1,424,000,000","686,000,000","2,169,835,508.117","1,127,966,278.102","-1,002,714,885.77","829,211,521.676","1,266,034,077.631","265,859,803.264","979,149,713.859","699,265,462.39","2,198,891,725.974","642,779,587.405","751,136,588.259","2,123,274,313.23","546,485,322.576","625,091,387.63","703,459,571.212","751,128,022.228","582,808,610.338","551,377,742.859","619,568,822.554","390,485,758.833","721,000,000","680,000,000",,"1,181,000,000","933,000,000","550,915,711.25","750,000,000","986,000,000","627,000,000","540,000,000","773,000,000","-24,447,000,000","325,000,000","425,000,000","193,000,000","2,695,000,000","389,000,000","195,000,000","330,000,000","-170,000,000","264,000,000","131,000,000","-10,000,000",,,"280,000,000",,,,"451,000,000",,,,"147,000,000",,,,"101,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"3,427,000,000","732,000,000","502,000,000","1,381,000,000","812,000,000","711,000,000","665,000,000","918,000,000","1,103,000,000","484,000,000","657,000,000","500,000,000","310,000,000","548,000,000","409,000,000","531,000,000","776,000,000","498,000,000","600,000,000","486,000,000","685,000,000","590,000,000","464,000,000","851,000,000","874,000,000","473,000,000","844,000,000","843,375,119.759","792,308,492.923","919,475,463.58","518,422,514.349","823,050,551.482","551,975,591.538","721,689,366.754","529,692,696.464","675,014,939.968","642,779,587.405","714,426,905.374","637,704,423.617","546,485,322.576","625,091,387.63","703,459,571.212","510,426,549.365","582,808,610.338","551,377,742.859","619,568,822.554","15,801,431.077","853,000,000","847,000,000",,"555,000,000","727,000,000","607,766,964.008","626,000,000","524,000,000","671,000,000","481,000,000","538,000,000","323,000,000","338,000,000","388,000,000","382,000,000","-801,000,000","526,000,000","381,000,000","340,000,000","354,000,000","398,000,000","316,000,000","273,000,000",,,"173,000,000",,,,"208,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"442,983,526.149","-286,115,788.274","257,460,347.105","432,679,499.126","1,523,876,786.005",,"36,709,682.885",,,,,,,,,"374,684,327.756","-132,000,000","-167,000,000",,"626,000,000","206,000,000","-56,851,252.758","124,000,000","462,000,000","-44,000,000","59,000,000","235,000,000","-24,770,000,000","-13,000,000","37,000,000","-189,000,000","3,496,000,000","-137,000,000","-186,000,000","-10,000,000","-524,000,000","-134,000,000","-185,000,000","-283,000,000",,,"107,000,000",,,,"243,000,000",,,,"147,000,000",,,,"101,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-442,983,526.149","286,115,788.274","-257,460,347.105",,"-1,523,876,786.005",,"-36,709,682.885",,,,,,,,,,,,,,,"56,851,252.758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-30,000,000","160,000,000","193,000,000","-392,000,000","132,000,000","38,000,000","167,000,000","226,000,000","-161,000,000","333,000,000","-58,000,000","337,000,000","464,000,000","2,034,000,000","-603,000,000","-61,000,000","39,000,000","430,000,000","-2,153,000,000","-11,000,000","326,000,000","1,179,000,000","253,000,000","486,000,000","-67,000,000","951,000,000","-158,000,000","1,326,460,388.357","335,657,785.179","-1,922,190,349.349","310,789,007.327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"12,226,000,000","-35,000,000","3,501,000,000","4,385,000,000","4,375,000,000","5,049,000,000","1,773,000,000","6,327,000,000","5,721,000,000","4,245,000,000","1,502,000,000","3,855,000,000","2,499,000,000","3,472,000,000","924,000,000","2,231,000,000","2,448,000,000","1,573,000,000","-3,181,000,000","1,526,000,000","4,602,000,000","3,990,000,000","-6,564,000,000","6,365,000,000","6,031,000,000","7,032,000,000","6,079,000,000","7,674,038,889.714","6,545,326,810.991","5,929,208,072.943","6,525,246,647.446","8,506,567,712.279","5,460,253,959.412","10,643,917,666.049","5,821,916,987.377","9,228,825,990.112","9,039,449,873.326","11,450,597,238.302","5,490,853,663.057","7,231,050,178.528","7,295,169,859.141","6,988,951,388.796","41,374,382,768.078","5,713,867,330.502","5,752,286,884.786","5,606,633,499.171","338,278,976.529","9,982,000,000","15,220,000,000","11,645,793,521.692","11,740,000,000","9,001,000,000","9,186,891,725.436","8,199,000,000","7,951,000,000","7,219,000,000","9,060,000,000","9,119,000,000","4,981,000,000","8,909,000,000","7,330,000,000","7,914,000,000","9,037,000,000","5,751,000,000","4,868,000,000","4,483,000,000","4,376,000,000","3,526,000,000","3,283,000,000","4,050,000,000",,,"2,916,000,000",,,,"3,473,000,000",,,,"3,104,000,000",,,,"566,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
