name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
NetNonOperatingInterestIncomeExpense,"-7,325,000,000","-1,878,000,000","-1,949,000,000","-1,856,000,000","-1,642,000,000","-1,505,000,000","-1,299,000,000","-1,090,000,000","-1,064,000,000","-994,000,000","-956,000,000","-885,000,000","-868,000,000","-850,000,000","-845,000,000","-840,000,000","-790,000,000","-726,000,000","-716,000,000","-754,000,000","-730,000,000","-699,000,000","-672,000,000","-672,000,000","-659,000,000","-649,000,000","-653,000,000","-704,000,000","-699,000,000","-795,000,000","-593,000,000","-613,000,000","-654,000,000","-620,000,000","-622,000,000","-564,000,000","-546,000,000","-517,000,000","-452,000,000","-433,000,000","-427,000,000","-699,000,000","-383,000,000","-452,000,000","-335,000,000",,,,,,,,,,"-291,000,000","-250,000,000","-224,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"7,227,000,000","1,852,000,000","1,926,000,000","1,833,000,000","1,616,000,000","1,477,000,000","1,274,000,000","1,066,000,000","1,037,000,000","968,000,000","932,000,000","865,000,000","843,000,000","826,000,000","825,000,000","815,000,000","767,000,000","703,000,000","691,000,000","725,000,000","701,000,000","669,000,000","645,000,000","639,000,000","626,000,000","613,000,000","617,000,000","668,000,000","655,000,000","637,000,000","593,000,000","613,000,000","654,000,000","620,000,000","622,000,000","564,000,000","546,000,000","517,000,000","452,000,000","433,000,000","427,000,000","699,000,000","383,000,000","452,000,000","335,000,000",,,,,,,,,,"291,000,000","250,000,000","224,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"98,000,000","26,000,000","23,000,000","23,000,000","26,000,000","28,000,000","25,000,000","24,000,000","27,000,000","26,000,000","24,000,000","20,000,000","25,000,000","24,000,000","20,000,000","25,000,000","23,000,000","23,000,000","25,000,000","29,000,000","29,000,000","30,000,000","27,000,000","33,000,000","33,000,000","36,000,000","36,000,000","36,000,000","44,000,000","40,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"2,952,000,000","1,054,000,000","859,000,000","494,000,000","545,000,000","1,250,000,000","326,000,000","1,270,000,000","1,202,000,000","1,347,000,000","608,000,000","463,000,000","396,000,000","-145,000,000","720,000,000","531,000,000","539,000,000","1,115,000,000","826,000,000","685,000,000","1,380,000,000","1,951,000,000","980,000,000","1,341,000,000","989,000,000","108,000,000","823,000,000","689,000,000","327,000,000","1,700,000,000","493,000,000","-106,000,000","306,000,000","1,678,000,000","642,000,000","1,333,000,000","282,000,000","2,879,000,000","-54,000,000","294,000,000","128,000,000","2,177,000,000","-873,000,000","-73,000,000","-787,000,000","-930,000,000","319,000,000","-61,000,000","-75,955,753.425","237,588,379.331","215,203,444.803","219,627,840.301","226,908,801.144","87,000,000","237,000,000","156,000,000","178,000,000","497,460,954.716","755,213,331.613","697,366,777.411","102,956,562.784","-139,512,336.761","181,817,000.611","95,075,735.096","122,039,769.07","-20,901,499.811","58,932,424.177","15,042,581.182","12,010,594.912","-175,942,400.846","-18,002,853.722","14,988,933.07","999,041.946","-30,078,654.998","15,009,833.228","55,976,294.02","42,014,419.416","-130,082,005.382","183,055,473.243","19,983,751.814","171,688,070.552",,,,,,,,"140,894,681.226",,,,,,,,
	GainOnSaleOfSecurity,"-831,000,000","4,000,000","394,000,000","-1,398,000,000","169,000,000","257,000,000","132,000,000","833,000,000","572,000,000","280,000,000","132,000,000","213,000,000","-204,000,000","-488,000,000","-59,000,000","65,000,000","352,000,000","594,000,000","389,000,000","70,000,000","1,113,000,000","1,326,000,000","637,000,000","996,000,000","715,000,000","33,000,000","104,000,000","465,000,000","61,000,000","401,000,000",,,,"618,000,000","-69,000,000","72,000,000",,,,"173,000,000","144,000,000",,,,"-453,000,000",,,,,,,,,,"180,000,000","84,000,000","90,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"2,498,000,000","737,000,000","414,000,000","1,003,000,000","344,000,000","408,000,000","50,000,000","342,000,000","288,000,000","123,000,000","505,000,000","250,000,000","335,000,000","252,000,000","454,000,000","435,000,000","152,000,000","521,000,000","304,000,000","603,000,000","267,000,000","625,000,000","350,000,000","345,000,000","274,000,000","75,000,000","194,000,000","224,000,000","266,000,000","339,000,000",,,,"1,688,000,000","167,000,000","173,000,000",,,,"121,000,000",,,,"0",,"-14,000,000","-6,000,000","-15,000,000","-12,992,431.75","-3,935,654.714",,"-28,950,942.226","-38,984,331.657","-10,000,000","-7,000,000","3,000,000","-22,000,000","38,188,342.149","28,969,823.249","73,143,354.503","102,956,562.784","68,278,521.079","85,913,527.7","95,075,735.096","96,031,293.757","60,005,727.091","30,964,494.109","-8,022,710.063","-18,015,892.709","-175,942,400.846","-18,002,853.722","14,988,933.07","999,041.946","-30,078,654.998","15,009,833.228",,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"493,000,000","-106,000,000","306,000,000","-628,000,000","544,000,000","1,088,000,000","282,000,000",,"-54,000,000",,"-16,000,000","2,177,000,000","-873,000,000","-73,000,000","-334,000,000","-916,000,000","325,000,000","-46,000,000","-62,963,321.675","241,524,034.045","215,203,444.803","248,578,782.527","265,893,132.802","451,000,000","64,000,000","69,000,000","110,000,000","459,272,612.566","726,243,508.365","624,223,422.909",,,"95,903,472.911",,"26,008,475.313",,"27,967,930.068","23,065,291.244","30,026,487.621",,,,,,,"55,976,294.02","42,014,419.416","-130,082,005.382","183,055,473.243","19,983,751.814","171,688,070.552",,,,,,,,"140,894,681.226",,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106,000,000","-306,000,000",,"-544,000,000","-1,088,000,000",,,,,"16,000,000",,,"73,000,000","334,000,000",,,,,,,,,,"-64,000,000","-69,000,000","-110,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"1,285,000,000","313,000,000","51,000,000","889,000,000","32,000,000","585,000,000","144,000,000","95,000,000","342,000,000","944,000,000","-29,000,000",,"265,000,000","91,000,000","325,000,000","31,000,000","35,000,000","0","133,000,000","12,000,000",,"0","-7,000,000",,,"0","525,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"5,849,000,000","1,838,000,000","1,576,000,000","943,000,000","1,492,000,000","2,144,000,000","1,085,000,000","2,003,000,000","2,008,000,000","2,193,000,000","1,251,000,000","1,077,000,000","643,000,000","308,000,000","1,029,000,000","818,000,000","838,000,000","1,405,000,000","990,000,000","831,000,000","1,639,000,000","2,144,000,000","1,147,000,000","1,904,000,000","1,337,000,000","964,000,000","1,759,000,000","1,172,000,000","794,000,000","967,000,000","1,025,000,000","1,681,000,000","909,000,000","1,120,000,000","806,000,000","1,552,000,000","607,000,000","2,094,000,000","416,000,000","359,000,000","424,000,000","3,961,000,000","-751,000,000","135,000,000","-665,000,000","1,766,000,000","262,000,000","128,000,000","195,885,890.411","338,428,461.926","76,071,914.786","247,580,474.401","279,887,507.802","627,000,000","351,000,000","247,000,000","290,000,000","501,714,853.137","812,154,019.696","792,553,334.585","226,904,268.827","-124,264,986.243","263,734,550.702","242,192,925.83","201,065,521.423","255,364,222.694","140,838,505.513","93,264,003.177","84,074,166.428","-84,102,141.057","83,013,157.115","98,926,957.468","92,910,876.544","-16,151,323.95","51,033,431.833","83,964,441.361","74,025,405.457","-102,092,016.581","148,044,863.552","80,934,196.401","244,555,682.46","147,791,613.012","63,948,200.934","62,681,009.653","45,013,538.284","26,082,739.873","38,092,650.508","45,025,721.871","192,855,840.789","275,584,036.59","66,981,798.176",,,,,,
TaxProvision,"495,000,000","200,000,000","-180,000,000","239,000,000","236,000,000","-884,000,000","144,000,000","339,000,000","153,000,000","110,000,000","259,000,000","119,000,000","125,000,000","211,000,000","-992,000,000","234,000,000","202,000,000","218,000,000","145,000,000","-368,000,000","201,000,000","445,000,000","38,000,000","346,000,000","494,000,000","114,000,000","264,000,000","370,000,000","97,000,000","191,000,000","153,000,000","-17,000,000","189,000,000","160,000,000","90,000,000","124,000,000","37,000,000","23,000,000","74,000,000","-14,000,000","15,000,000","257,000,000","-179,000,000","-66,000,000","-62,000,000","345,000,000","101,000,000","18,000,000","-999,418.051","-7,154,239.525","-17,016,086.825","94,839,294.504","84,965,850.381","159,000,000","68,000,000","53,000,000","65,000,000","139,361,076.85","178,813,738.442","181,355,440.639","61,973,853.021","36,204,114.368","71,927,604.881","53,042,252.243","54,017,602.691","66,113,390.328","40,953,040.668","30,085,162.363","28,024,722.37","24,954,563.298","26,004,121.483","24,981,554.896","28,972,208.916","-42,024,582.69","7,004,588.459","12,994,496.862","18,006,179.569","9,985,889.961","77,023,341.321","10,991,063.701","5,989,119.06","5,986,889.332","2,997,571.738","13,929,113.332","7,002,106.058","57,565.522","5,012,190.632","4,002,286.434","7,994,024.657","8,965,520.674","8,997,554.655",,,,,,
NetIncomeCommonStockholders,"2,581,000,000","768,000,000","892,000,000","356,000,000","565,000,000","1,829,000,000","105,000,000","608,000,000","819,000,000","1,007,000,000","193,000,000","190,000,000","-73,000,000","140,000,000","1,003,000,000","151,000,000","224,000,000","644,000,000","257,000,000","611,000,000","695,000,000","1,013,000,000","693,000,000","747,000,000","505,000,000","683,000,000","778,000,000","194,000,000","328,000,000","482,000,000","302,000,000","105,000,000","387,000,000","559,000,000","227,000,000","812,000,000","253,000,000","1,089,000,000","112,000,000","89,000,000","164,000,000","1,505,000,000","-417,000,000","147,000,000","-292,000,000","200,000,000","161,000,000","110,000,000","196,885,308.462","345,582,701.45","93,088,001.612","152,741,179.897","194,921,657.42","638,000,000","238,000,000","136,000,000","169,000,000","362,353,776.287","633,340,281.254","611,197,893.946","164,930,415.806","160,530,899.389","191,806,945.821","189,150,673.588","147,047,918.732","189,250,832.366","99,885,464.845","63,178,840.814","56,049,444.058","-109,056,704.355","57,009,035.632","73,945,402.572","63,938,667.628","12,884,646.12","44,028,843.373","63,972,907.169","49,016,822.335","53,946,616.761","71,021,522.231","62,948,818.823","231,579,257.714","133,818,902.863","53,956,294.687","41,787,339.995","31,009,326.167","18,918,161.564","27,065,830.986","35,020,006.126","178,866,297.288","263,633,567.574","50,986,145.215",,"54,587,575.187","42,081,239.671","51,272,523.124","45,139,907.74","48,366,551.724"
	NetIncome,"2,807,000,000","846,000,000","947,000,000","399,000,000","615,000,000","1,884,000,000","163,000,000","680,000,000","857,000,000","1,046,000,000","228,000,000","225,000,000","-37,000,000","173,000,000","1,036,000,000","185,000,000","257,000,000","678,000,000","289,000,000","645,000,000","729,000,000","1,050,000,000","734,000,000","785,000,000","541,000,000","717,000,000","813,000,000","230,000,000","360,000,000","492,000,000","334,000,000","138,000,000","416,000,000","588,000,000","253,000,000","838,000,000","278,000,000","1,089,000,000","112,000,000","89,000,000","164,000,000","1,505,000,000","-417,000,000","147,000,000","-292,000,000","200,000,000","161,000,000","110,000,000","196,885,308.462","345,582,701.45","93,088,001.612","152,741,179.897","194,921,657.42","611,000,000","245,000,000","135,000,000","179,000,000","362,353,776.287","633,340,281.254","611,197,893.946","164,930,415.806","160,530,899.389","191,806,945.821","189,150,673.588","147,047,918.732","189,250,832.366","99,885,464.845","63,178,840.814","56,049,444.058","-109,056,704.355","57,009,035.632","73,945,402.572","63,938,667.628","25,873,258.74","44,028,843.373","70,969,944.5","56,019,225.888","60,945,174.485","71,021,522.231","69,943,132.701","238,566,563.399","141,804,723.68","60,950,629.196","48,751,896.321","38,011,432.226","26,025,174.351","33,080,459.876","41,023,435.437","184,861,816.132","266,618,515.916","57,984,243.521",,"54,587,575.187","42,081,239.671","51,272,523.124","45,139,907.74","48,366,551.724"
