name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-56,284,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"441,989,000","321,408,000","310,143,000","291,151,000","312,999,000","284,714,000","329,919,000","481,176,000","699,917,000","967,138,000","340,433,000","250,872,000","256,883,000","221,470,000","144,384,000","155,383,000","264,969,000","231,931,000","221,834,000","202,533,000","201,359,000","146,296,000","183,388,000","214,592,000","203,171,000","284,857,000","245,337,000","248,795,000","242,649,000","295,701,000","286,998,000","265,645,000","265,738,000","170,837,000","36,611,000","157,917,000","195,749,000","215,430,000",,"267,630,000",,,,,,,,,,,,,"128,939,000",,,,"107,442,000",,,,"39,905,000",,,,"67,773,000",,,,"152,984,000",,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,"234,000","469,000","194,000","0","229,000","489,000","88,000","38,835,000","37,268,000","36,210,000","30,064,000","28,968,000","43,515,000","40,575,000","45,736,000","19,482,000",,"0",,,,,,,,,,,,,"90,455,000","80,626,000",,,"60,292,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"496,957,000","373,103,000","444,067,000","427,309,000","439,922,000","453,254,000","562,796,000","480,443,000","490,166,000","419,391,000","445,787,000","391,305,000","378,691,000","363,946,000","358,129,000","404,978,000","515,234,000","782,879,000","831,962,000","772,467,000","743,196,000","744,374,000","905,475,000","1,521,271,000","757,551,000","707,009,000","1,042,582,000","912,445,000","491,386,000","241,917,000","306,324,000","241,832,000","179,219,000","274,829,000","259,675,000","253,318,000","221,620,000","234,293,000","207,583,000","207,715,000","36,591,000","211,691,000","195,314,000","196,416,000","120,774,000","661,535,000",,,"2,767,000","547,412,880","506,216,358","1,982,574","2,019,000","69,456,803","216,015,956.75","338,845,854.2","3,665,000","2,152,778.85","2,163,134","2,876,497","2,886,000","478,270,674","45,792,242","48,176,205","9,950,000",,"13,013,784",,,,"12,314,160","11,884,936",,"15,288,612.5","9,635,234","6,459,827",,,,,,,,
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-66,263,000",,"-60,724,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"130,442,000","119,066,000","119,416,000","113,058,000","116,285,000","116,842,000","111,321,000","104,317,000","110,559,000","116,701,000","120,886,000","126,880,000","130,637,000","138,964,000","142,384,000","141,251,000","131,018,000","135,951,000","134,712,000","137,835,000","150,622,000","142,061,000","140,515,000","132,997,000","139,278,000","134,293,000","135,145,000","135,225,000","124,809,000","118,952,000","113,380,000","109,146,000","103,800,000","124,510,000","133,438,000","125,784,000","121,424,000","95,279,000","97,933,000","105,115,000","94,190,000","88,763,000","77,891,000","72,149,000","64,260,000","57,362,000",,"46,799,000","52,195,000","48,070,000","50,815,584","50,763,306","51,444,000","48,621,716","38,792,017","44,477,764.6","36,590,000","33,207,002.55","32,284,066.5","32,569,283.5","30,632,000","27,217,680","28,006,171","23,961,300","27,189,000","17,281,032.5","16,364,776","16,376,424","20,686,000","17,775,560","20,138,782.5","18,350,304","18,590,283","16,036,352.5","15,145,701","15,773,593","14,628,900","11,713,440","12,322,480","13,149,500","13,057,340","10,752,000","10,797,000","11,696,000"
			OtherInventories,,,,,,,,,,,,,,,,,,,"45,879,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"33,563,000","40,635,000","33,790,000","37,977,000","40,819,000","33,219,000","35,453,000","38,529,000","39,867,000","34,194,000","35,532,000","37,444,000","39,096,000","41,126,000","40,418,000","43,590,000","49,282,000","22,384,000","16,716,000","33,544,000","20,133,000","21,464,000","17,652,000","18,865,000","19,982,000","23,143,000","19,946,000","23,443,000","5,004,000","18,215,000","13,101,000","14,586,000","4,588,000","15,944,000","11,204,000","12,389,000","4,965,000",,,,,,,,,,,,,,,"249,409,446",,,,,,,,,,,,,,"67,947,275","984,067",,"35,643,000","38,284,620",,"21,452,844","43,368,085",,,,"44,196,750",,,,,,,
		RestrictedCash,"147,000","125,000","43,723,000","61,363,000","203,000","73,795,000","42,200,000","39,839,000","59,372,000","65,749,000","1,656,000","276,000","1,294,000","1,672,000","322,000","1,964,000","2,000,000","1,809,000","7,120,000","8,326,000","13,497,000","10,023,000","21,235,000","567,000","1,976,000","2,054,000","32,495,000","33,471,000","36,812,000",,,,,,,,,,"116,109,000","120,364,000",,,"125,295,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"220,425,000","267,825,000","183,355,000",,"213,825,000","239,074,000","188,303,000",,,,,"116,855,000",,,,"196,193,000",,,,"25,676,000",,,,"9,364,000",,,,"9,118,000",,,,"52,899,000",,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,802,000","85,453,000",,,,,,,,,,"116,855,000",,,,"106,145,000",,,,"25,676,000",,,,"9,364,000",,,,"9,118,000",,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"219,236,000","206,962,000","201,528,000","195,169,000","190,876,000","186,701,000","177,354,000","170,385,000","167,109,000","122,302,000","80,425,000","40,993,000",,,,"114,281,000","111,663,000","104,534,000","99,905,000","96,713,000","94,579,000","90,773,000","89,184,000","87,447,000","85,448,000","82,009,000","79,151,000","77,322,000","75,930,000","73,018,000","69,258,000","67,090,000","68,532,000","63,734,000","192,138,000",,"122,894,000","3,640,000","231,659,000","8,763,000","882,954,000","462,815,000","280,072,000","433,681,000","597,875,000","1,642,401,000","1,592,192,000",,"371,527,000",,,"262,896,678","144,056,000","344,311,916","216,143,647.5","2,170.6","281,199,000","411,865,028.55","432,879,480.5","432,766,581","262,431,000",,,,"276,402,000","162,376,715","165,532,693","266,626,464","43,305,000","267,004,375","139,540,526.5","218,137,612","144,866,039.5","152,100,998","76,874,017","83,420,832","38,931,750","83,153,280","125,165,120","183,494,500","213,391,760","96,384,000","121,245,000","160,132,000"
	TotalNonCurrentAssets,"30,403,354,000","29,976,790,000","29,606,331,000","29,462,836,000","29,252,254,000","29,324,619,000","28,407,205,000","27,709,992,000","27,460,543,000","27,526,470,000","26,746,337,000","26,456,494,000","26,031,219,000","25,615,690,000","25,257,816,000","23,232,784,000","22,014,260,000","21,694,098,000","21,076,336,000","20,961,318,000","20,399,966,000","20,085,392,000","19,361,455,000","18,842,459,000","18,431,161,000","17,531,439,000","16,958,697,000","16,592,358,000","16,512,299,000","16,370,580,000","16,126,817,000","15,767,598,000","15,419,650,000","14,723,701,000","14,344,473,000","14,045,146,000","13,701,642,000","10,721,997,000","10,546,991,000","10,154,540,000","10,005,751,000","9,918,844,000","9,795,026,000","9,648,868,000","9,680,473,000","9,551,012,000","9,483,842,000","9,395,137,000","9,197,607,000","9,082,902,400","8,864,430,408","8,797,538,112","8,920,990,000","9,132,734,845","9,020,825,574.75","8,542,124,975","8,473,421,000","8,092,164,619.8","8,190,628,961.5","8,226,443,790.5","8,246,204,000","7,890,251,046","7,867,073,728","7,828,669,750","7,831,432,000","7,736,630,132.5","7,642,140,955","7,652,336,976","7,515,918,000","8,196,118,590","8,035,365,666","7,754,383,896","7,724,093,920","7,505,194,564","7,351,235,499","7,285,436,664","9,595,725,750","7,080,682,480","7,092,095,850","6,991,514,250","8,810,853,750","6,895,296,000","6,818,217,000","6,702,152,000"
		NetPPE,"10,684,934,000","10,867,170,000","10,884,757,000","10,883,544,000","10,840,663,000","10,736,928,000","10,435,519,000","10,158,540,000","9,829,450,000","9,661,798,000","9,272,610,000","9,003,701,000","8,934,303,000","9,888,273,000","8,941,072,000","8,803,555,000","8,692,682,000","8,699,629,000","8,657,388,000","8,632,727,000","8,304,188,000","8,379,565,000","8,158,830,000","8,089,560,000","7,983,632,000","7,931,436,000","7,845,292,000","7,802,018,000","7,871,849,000","7,621,397,000","7,480,411,000","7,342,693,000","7,209,123,000","6,963,739,000","6,856,267,000","6,724,893,000","6,663,945,000","7,829,481,000","7,752,832,000","7,619,855,000","7,528,432,000","7,362,461,000","7,255,224,000","7,120,704,000","6,992,158,000","6,904,454,000","6,864,588,000","6,829,317,000","6,832,379,000","6,729,853,360","6,675,737,490","6,639,601,452","6,711,686,000","6,641,870,560","6,565,622,461.75","6,060,877,385.4","5,991,291,000","5,409,288,971.55","6,192,377,253","6,115,818,104.5","5,399,165,000","5,918,630,325","5,920,606,131","5,954,240,215","5,313,109,000","5,263,422,510","5,234,745,841","5,290,328,880","5,967,576,000","5,866,567,410","5,909,451,364","5,920,320,280","5,905,376,913.5","5,966,826,334","5,957,639,318.5","5,926,008,220","8,192,975,700","5,798,415,920","5,854,135,490","5,764,655,750","7,522,081,260","5,700,864,000","5,653,734,000","5,569,876,000"
			GrossPPE,"20,273,178,000","10,867,170,000","10,884,757,000","20,193,448,000","20,027,236,000","19,880,509,000","10,435,519,000","19,261,659,000","18,835,997,000","18,642,758,000","18,326,488,000","10,247,158,000","17,728,910,000","17,405,933,000","18,457,008,000","16,929,457,000","18,107,001,000","8,699,629,000","17,990,680,000","8,632,727,000","17,558,198,000","16,720,615,000","8,158,830,000","8,089,560,000","16,070,444,000","7,931,436,000","7,845,292,000","7,802,018,000","7,871,849,000",,,"14,856,040,000","14,637,605,000","14,306,775,000","14,118,677,000","13,909,242,000","7,027,637,000","13,290,518,000","13,019,881,000","12,797,776,000","13,609,180,000","12,370,585,000","12,176,027,000","11,985,018,000","11,737,280,000","11,557,941,000",,,,"11,030,715,360","10,862,532,144","10,618,328,754",,"10,052,259,724","9,965,408,158.75","9,823,213,095",,"8,225,274,779.55","9,185,625,733","9,485,520,024.5",,"9,201,945,951","9,266,806,236","9,103,795,690",,"5,931,147,202.5","5,889,127,444","7,917,488,928","8,755,249,000","10,141,136,610","9,029,722,684","8,464,263,640","8,434,542,633.5","10,814,333,957","10,149,857,575.5","9,859,559,622","11,732,627,400","8,772,264,400","8,779,497,310","8,593,044,250","10,447,443,080","9,124,032,000","8,809,467,000","8,636,464,000"
				OtherProperties,"11,490,768,000","10,867,170,000","10,884,757,000","10,973,993,000","7,594,369,000","7,534,227,000","10,435,519,000","7,315,748,000","7,174,636,000","7,258,267,000","7,211,731,000","3,454,011,000","7,163,312,000","6,074,956,000","7,439,602,000","6,288,421,000","7,634,842,000","8,699,629,000","7,043,017,000","8,632,727,000","7,132,928,000","6,671,532,000","8,158,830,000","8,089,560,000","6,649,278,000","7,931,436,000","7,845,292,000","7,802,018,000","4,847,805,000",,,,,,,"1,565,090,000","268,892,000","12,004,632,000","-1,026,417,000","5,177,921,000","12,409,925,000","-983,941,000","-130,422,000","-80,183,000",,"7,657,736,000",,,,"10,426,807,120",,,,,,"8,962,921,832.2",,"7,682,963,349.6","8,603,060,213.5",,,"8,741,312,448","8,607,055,423","8,635,853,655",,,"5,418,063,465",,"8,250,946,000",,,,"7,988,807,905",,,,"11,032,433,100",,,,,,,
				ConstructionInProgress,"700,172,000",,,"1,525,155,000","5,789,780,000","5,703,195,000",,"5,306,111,000","5,023,013,000","4,742,936,000","4,473,202,000","4,145,666,000","3,969,703,000","3,716,342,000","3,402,619,000","3,026,250,000","2,851,078,000",,"3,327,140,000",,"2,805,865,000","2,430,181,000",,,"1,802,264,000",,,,,,,,,,,"790,436,000",,"1,285,886,000","1,243,080,000","1,207,799,000","1,199,255,000","1,137,462,000","1,070,097,000","931,251,000",,"789,514,000",,,,"603,908,240",,,,,,"860,291,262.8",,"542,311,429.95","582,565,519.5",,,"460,633,503","659,750,813","467,942,035",,,"471,063,979",,"504,303,000",,,,"445,734,728.5",,,,"700,194,300",,,,,,,
				Leases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"552,010,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-9,588,244,000",,,"-9,309,904,000","-9,186,573,000","-9,143,581,000",,"-9,103,119,000","-9,006,547,000","-8,980,960,000","-9,053,878,000","-1,243,457,000","-8,794,607,000","-7,517,660,000","-9,515,936,000","-8,125,902,000","-9,414,319,000",,"-9,333,292,000",,"-9,254,010,000","-8,341,050,000",,,"-8,086,812,000",,,,,,,"-7,513,347,000","-7,428,482,000","-7,343,036,000","-7,262,410,000","-7,184,349,000","-363,692,000","-5,461,037,000","-5,267,049,000","-5,177,921,000","-6,080,748,000","-5,008,124,000","-4,920,803,000","-4,864,314,000","-4,745,122,000","-4,653,487,000",,,,"-4,300,862,000","-4,186,794,654","-3,978,727,302",,"-3,410,389,164","-3,399,785,697","-3,762,335,709.6",,"-2,815,985,808","-2,993,248,480","-3,369,701,920",,"-3,283,315,626","-3,346,200,105","-3,149,555,475",,"-667,724,692.5","-654,381,603","-2,627,160,048","-2,787,673,000","-4,274,569,200","-3,120,271,320","-2,543,943,360","-2,529,165,720","-4,847,507,623","-4,192,218,257","-3,933,551,402","-3,539,651,700","-2,973,848,480","-2,925,361,820","-2,828,388,500","-2,925,361,820","-3,423,168,000","-3,155,733,000","-3,066,588,000"
		GoodwillAndOtherIntangibleAssets,"6,332,611,000","6,254,599,000","6,189,907,000","6,082,556,000","6,029,097,000","6,583,955,000","6,474,120,000","6,464,384,000","6,452,824,000","6,562,127,000","6,523,186,000","6,488,507,000","6,459,812,000","6,419,205,000","6,286,683,000","6,210,493,000","6,145,076,000","1,483,927,000","1,946,120,000","2,026,771,000","2,174,156,000","2,186,713,000","2,116,183,000","2,129,519,000","2,035,361,000","2,124,668,000","1,866,233,000","1,826,703,000","1,794,510,000","1,809,625,000","1,763,282,000","1,704,274,000","1,721,857,000","1,792,034,000","1,740,205,000","1,732,260,000","1,748,954,000","196,314,000","181,752,000","158,109,000","131,717,000","130,453,000","130,508,000","126,241,000","118,119,000","113,067,000","113,962,000","112,652,000","112,585,000","38,995,120","38,471,850","41,237,130","40,783,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"6,332,611,000","6,254,599,000","6,189,907,000","6,082,556,000","6,029,097,000","6,583,955,000","6,474,120,000","6,464,384,000","6,452,824,000","6,562,127,000","6,523,186,000","6,488,507,000","6,459,812,000","6,419,205,000","6,286,683,000","6,210,493,000","6,145,076,000","1,483,927,000","1,946,120,000","2,026,771,000","2,174,156,000","2,186,713,000","2,116,183,000","2,129,519,000","2,035,361,000","2,124,668,000","1,866,233,000","1,826,703,000","1,794,510,000",,"1,763,282,000","1,704,274,000","1,721,857,000","1,792,034,000","1,740,205,000","1,732,260,000",,"196,314,000","181,752,000","158,109,000","131,717,000","130,453,000","130,508,000","126,241,000","118,119,000","113,067,000","113,962,000","112,652,000","112,585,000","38,995,120","38,471,850","41,237,130","40,783,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentProperties,"813,000",,,"2,008,000","1,342,000","1,344,000",,"1,362,000","1,362,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
