name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
		NetPPE,"2,046,731,000","2,035,097,000","2,124,133,000","1,950,356,000","1,723,366,000","1,722,807,000","1,517,277,000","432,725,000","341,757,000","235,735,000","170,306,000","55,864,742","8,077,646"
			GrossPPE,"2,926,890,000","3,111,288,000","2,908,266,000","2,545,021,000","2,147,668,000","2,005,082,000","1,686,918,000","511,747,000","387,249,000","254,165,000","172,587,000","56,000,307","8,124,389"
				MineralProperties,"2,921,919,000","3,110,608,000","2,907,555,000","2,544,534,000","2,146,740,000","2,004,269,000","1,683,317,000","508,501,000","214,681,000","254,149,000","72,561,000","55,622,640","7,693,695"
				MachineryFurnitureEquipment,"4,971,000","680,000","711,000","487,000","928,000","813,000","990,000","645,000","172,568,000","16,000","40,000","198,369","198,369"
				OtherProperties,,,,,,,"2,611,000","2,601,000",,"508,314,000","145,162,000","179,298","232,325"
				ConstructionInProgress,,,,,,,,,,,"99,986,000",,
			AccumulatedDepreciation,"-880,159,000","-1,076,191,000","-784,133,000","-594,665,000","-424,302,000","-282,275,000","-169,641,000","-79,022,000","-45,492,000","-18,430,000","-2,281,000","-135,565","-46,743"
		GoodwillAndOtherIntangibleAssets,,,,,,"0","202,070,000",,,,,,
			Goodwill,,,,,,"0","202,070,000",,,,,,
		InvestmentsAndAdvances,"133,552,000","76,233,000","75,574,000","63,752,000","52,557,000","86,334,000","170,937,000","105,660,000","70,780,000",,"51,914,000",,
			LongTermEquityInvestment,"130,736,000","72,078,000","65,830,000","53,724,000","42,394,000","67,926,000","150,168,000","101,999,000","70,780,000",,,,
				InvestmentsinJointVenturesatCost,"130,736,000","72,078,000","65,830,000","53,724,000","42,394,000","67,926,000","150,168,000","101,999,000",,,,,
			InvestmentinFinancialAssets,"2,816,000","4,155,000","9,744,000","10,028,000","10,163,000","18,408,000","20,769,000","3,661,000",,,,,
		FinancialAssets,,,"2,768,000","1,585,000","629,000","250,000",,,,,,,
		NonCurrentAccountsReceivable,"25,153,000","22,185,000","22,318,000","18,024,000","24,804,000","25,405,000","28,875,000",,,,,,
		NonCurrentNoteReceivables,"3,984,000","5,053,000","7,718,000","7,181,000","7,241,000","12,486,000","11,898,000",,,,,,
		NonCurrentDeferredAssets,"1,336,000","10,907,000","27,433,000",,,,,,,"357,000",,,
			NonCurrentDeferredTaxesAssets,"1,336,000","10,907,000","27,433,000",,,,,,,,,,
		NonCurrentPrepaidAssets,"6,653,000","2,485,000","2,353,000","2,177,000","1,996,000","2,276,000","1,495,000",,,,,,
		OtherNonCurrentAssets,"58,183,000","32,813,000","27,009,000","15,991,000","10,193,000","9,368,000","2,677,000","2,091,000","996,000","699,000","1,780,000","49,449,318","17,283,072"
TotalLiabilitiesNetMinorityInterest,"631,419,000","894,951,000","1,118,764,000","881,571,000","711,843,000","593,258,000","638,359,000","110,146,000","87,707,000","49,215,000","47,691,000","17,503,765","14,345,400"
	CurrentLiabilities,"165,062,000","207,250,000","494,544,000","176,041,000","98,920,000","84,719,000","98,821,000","43,881,000","30,321,000","16,494,000","11,770,000","5,585,938","11,289,118"
		PayablesAndAccruedExpenses,"136,766,000","147,222,000","121,540,000","94,902,000","69,430,000","69,665,000","81,470,000","38,163,000","28,864,000","15,003,000","10,051,000","2,911,546","8,614,726"
			Payables,"136,766,000","147,222,000","121,540,000","94,902,000","69,430,000","69,665,000","81,470,000","38,163,000","28,864,000",,,"2,911,546","1,114,726"
				AccountsPayable,"83,370,000","80,318,000","95,092,000","81,722,000","58,744,000","53,055,000","65,812,000","24,366,000","22,610,000",,,"2,911,546","1,114,726"
				TotalTaxPayable,"53,396,000","66,904,000","26,448,000","13,180,000","10,686,000","16,610,000","15,658,000","13,797,000","6,254,000",,,,
			CurrentAccruedExpenses,,,,,,,,,,,,,"7,500,000"
		CurrentProvisions,,"3,170,000","1,819,000",,"483,000","1,062,000","1,351,000","4,217,000","1,376,000",,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,"1,501,000",,,,,
		CurrentDebtAndCapitalLeaseObligation,"26,030,000","25,008,000","302,630,000","13,935,000","11,726,000","10,456,000","12,965,000",,"81,000","102,000","1,061,000","2,674,392","2,674,392"
			CurrentDebt,"26,030,000","25,008,000","302,630,000","13,935,000","11,726,000","10,456,000","12,965,000",,"81,000","102,000","1,061,000","2,572,553","2,572,553"
				CurrentNotesPayable,,,,,,,,,,,"0","2,572,553","2,572,553"
				OtherCurrentBorrowings,,"25,008,000","302,630,000","13,935,000","11,726,000","10,456,000","12,965,000",,"81,000",,"1,061,000",,
			CurrentCapitalLeaseObligation,,,,,,,,,,,,"101,839","101,839"
		CurrentDeferredLiabilities,"0","30,000,000","60,000,000","57,450,000",,,,,,,,,
			CurrentDeferredRevenue,"0","30,000,000","60,000,000","57,450,000",,,,,,,,,
		OtherCurrentLiabilities,"2,266,000","1,850,000","8,555,000","9,754,000","17,281,000","3,536,000","3,035,000",,,"1,389,000","658,000",,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"466,357,000","687,701,000","624,220,000","705,530,000","612,923,000","508,539,000","539,538,000","66,265,000","57,386,000","32,721,000","35,921,000","11,917,827","3,056,282"
		LongTermProvisions,"75,419,000","114,051,000","96,627,000","81,162,000","63,539,000","51,957,000","45,449,000","27,659,000","26,731,000",,,,
		LongTermDebtAndCapitalLeaseObligation,"235,821,000","454,527,000","399,551,000","472,845,000","451,466,000","368,832,000","300,447,000",,,,"8,642,000",,"2,404,254"
			LongTermDebt,"235,821,000","454,527,000","399,551,000","472,845,000","451,466,000","368,832,000","300,447,000",,,,"8,642,000",,"2,404,254"
		NonCurrentDeferredLiabilities,"145,590,000","103,384,000","111,518,000","136,622,000","68,939,000","77,579,000","186,811,000","34,148,000","26,638,000","16,367,000","11,616,000","11,917,826","652,028"
			NonCurrentDeferredTaxesLiabilities,"145,590,000","103,384,000","81,518,000","74,072,000","68,939,000","77,579,000","186,811,000","34,148,000","26,638,000","16,367,000","11,616,000","11,917,826","652,028"
			NonCurrentDeferredRevenue,,"0","30,000,000","62,550,000",,,,,,,,,
		EmployeeBenefits,"4,736,000","12,063,000","14,708,000","7,860,000","6,814,000","5,468,000","6,626,000","4,458,000","4,017,000","2,776,000",,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,,,,,,,,"4,017,000","2,776,000",,,
		DerivativeProductLiabilities,,"1,477,000","0","6,439,000","18,968,000","694,000","205,000",,,,,,
		LiabilitiesHeldforSaleNonCurrent,,,,,,"4,009,000",,,,,,,
		OtherNonCurrentLiabilities,"4,791,000","2,199,000","1,816,000","602,000","3,197,000",,,,,"13,578,000","15,663,000","1",
TotalEquityGrossMinorityInterest,"2,051,652,000","1,652,853,000","1,566,393,000","1,454,564,000","1,312,539,000","1,525,340,000","1,671,367,000","566,319,000","475,334,000","288,639,000","199,663,000","134,718,993","116,294,380"
	StockholdersEquity,"1,990,243,000","1,610,947,000","1,552,104,000","1,444,989,000","1,303,684,000","1,470,087,000","1,663,651,000","559,947,000","471,391,000","288,639,000","199,663,000","134,718,993","116,294,380"
		CapitalStock,"2,339,874,000","2,234,050,000","2,197,267,000","2,151,993,000","2,036,778,000","2,018,468,000","1,519,217,000","468,550,000","0","0","0","0","0"
			CommonStock,"2,339,874,000","2,234,050,000","2,197,267,000","2,151,993,000","2,036,778,000","2,018,468,000","1,519,217,000","468,550,000","0","0","0","0","0"
		RetainedEarnings,"-261,245,000","-547,839,000","-610,908,000","-667,760,000","-706,891,000","-536,617,000","132,640,000","62,807,000","13,631,000","-32,489,000","-61,979,000","-34,190,836","-4,195,855"
		AdditionalPaidInCapital,"56,685,000","70,889,000","60,039,000","56,191,000","70,051,000","59,789,000","52,333,000","35,383,000","457,760,000","300,985,000","233,842,000","157,602,009","117,852,009"
		GainsLossesNotAffectingRetainedEarnings,"-145,071,000","-146,153,000","-94,294,000","-95,435,000","-96,254,000","-71,553,000","-40,539,000","-6,793,000",,,,"11,307,820","2,638,226"
		OtherEquityInterest,,,,,,,,,,"20,143,000","27,800,000",,
	MinorityInterest,"61,409,000","41,906,000","14,289,000","9,575,000","8,855,000","55,253,000","7,716,000","6,372,000","3,943,000",,,,
TotalCapitalization,"2,226,064,000","2,065,474,000","1,951,655,000","1,917,834,000","1,755,150,000","1,838,919,000","1,964,098,000","559,947,000","471,391,000","288,639,000","208,305,000","134,718,993","118,698,634"
CommonStockEquity,"1,990,243,000","1,610,947,000","1,552,104,000","1,444,989,000","1,303,684,000","1,470,087,000","1,663,651,000","559,947,000","471,391,000","288,639,000","199,663,000","134,718,993","116,294,380"
CapitalLeaseObligations,,,,,,,,,,,,"101,839","101,839"
NetTangibleAssets,"1,990,243,000","1,610,947,000","1,552,104,000","1,444,989,000","1,303,684,000","1,470,087,000","1,461,581,000","559,947,000","471,391,000","288,639,000","199,663,000","134,718,993","116,294,380"
WorkingCapital,"242,417,000","155,781,000","-98,693,000","101,028,000","104,676,000","174,953,000","275,676,000","92,108,000","119,187,000","84,569,000","11,584,000","41,322,759","93,989,945"
InvestedCapital,"2,252,094,000","2,090,482,000","2,254,285,000","1,931,769,000","1,766,876,000","1,849,375,000","1,977,063,000","559,947,000","471,472,000","288,741,000","209,366,000","137,291,546","121,271,187"
TangibleBookValue,"1,990,243,000","1,610,947,000","1,552,104,000","1,444,989,000","1,303,684,000","1,470,087,000","1,461,581,000","559,947,000","471,391,000","288,639,000","199,663,000","134,718,993","116,294,380"
TotalDebt,"261,851,000","479,535,000","702,181,000","486,780,000","463,192,000","379,288,000","313,412,000",,"81,000","102,000","9,703,000","2,674,392","5,078,646"
NetDebt,"121,255,000","376,783,000","554,713,000","342,109,000","378,049,000","246,724,000","60,676,000",,,,"6,779,000",,
ShareIssued,"1,030,399,987","994,621,917","980,932,908","964,892,433","927,073,436","917,652,046","674,719,721","393,307,942","382,494,656","337,570,170","282,531,023","162,783,318","162,783,318"
OrdinarySharesNumber,"1,030,399,987","994,621,917","980,932,908","964,892,433","927,073,436","917,652,046","674,719,721","393,307,942","382,494,656","337,570,170","282,531,023","162,783,318","162,783,318"
