name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
OperatingIncome,"318,000,000","318,000,000","477,000,000","-56,000,000","-486,000,000","-669,000,000","120,000,000","-588,000,000","-121,000,000","183,000,000","828,000,000","742,000,000"
NetNonOperatingInterestIncomeExpense,"-159,000,000","-159,000,000","-163,000,000","-188,000,000","-207,000,000","-187,000,000","-123,000,000","-103,000,000","-94,000,000","-108,000,000","-108,000,000","-82,000,000"
	InterestExpenseNonOperating,"159,000,000","159,000,000","163,000,000","188,000,000","207,000,000","187,000,000","123,000,000","103,000,000","94,000,000","108,000,000","108,000,000","82,000,000"
OtherIncomeExpense,"169,000,000","169,000,000","2,000,000","85,000,000","-244,000,000","-1,698,000,000","207,000,000","-1,155,000,000","-129,000,000","-492,000,000","-1,660,000,000","-7,000,000"
	GainOnSaleOfSecurity,"-153,000,000","-153,000,000","77,000,000","6,000,000","-205,000,000","416,000,000","435,000,000","-119,000,000","108,000,000","29,000,000",,
	EarningsFromEquityInterest,"389,000,000","389,000,000",,,,,,,,,,
	SpecialIncomeCharges,"-50,000,000","-50,000,000","-68,000,000","94,000,000","-23,000,000","-2,047,000,000","-216,000,000","-1,019,000,000","-225,000,000","-521,000,000","-1,660,000,000","-7,000,000"
		RestructuringAndMergernAcquisition,"3,000,000","3,000,000",,"0","0","23,000,000",,,,,,
		ImpairmentOfCapitalAssets,,,,,,"2,308,000,000","20,000,000","1,055,000,000","225,000,000","547,000,000","1,681,000,000","15,000,000"
		OtherSpecialCharges,"47,000,000","47,000,000","71,000,000","17,000,000","1,000,000","65,000,000",,,,"-26,000,000","-21,000,000","-8,000,000"
		GainOnSaleOfBusiness,"380,000,000","380,000,000",,,,,"-196,000,000",,,,,
		GainOnSaleOfPPE,"0","0","3,000,000","111,000,000","-22,000,000","349,000,000",,"36,000,000",,,,
	OtherNonOperatingIncomeExpenses,"-17,000,000","-17,000,000","-7,000,000","-15,000,000","-16,000,000","-67,000,000","-12,000,000","-17,000,000","-12,000,000",,,
PretaxIncome,"328,000,000","328,000,000","316,000,000","-159,000,000","-937,000,000","-2,554,000,000","204,000,000","-1,846,000,000","-344,000,000","-417,000,000","-1,424,000,000","243,000,000"
TaxProvision,"70,000,000","70,000,000","74,000,000","-148,000,000","-325,000,000","-915,000,000","75,000,000","-655,000,000","-111,000,000","-145,000,000","-150,000,000","94,000,000"
NetIncomeCommonStockholders,"256,000,000","256,000,000","143,000,000","-31,000,000","-641,000,000","-1,736,000,000","164,000,000","-1,185,000,000","-223,000,000","-302,000,000","-1,290,000,000","136,000,000"
	NetIncome,"256,000,000","256,000,000","151,000,000","-16,000,000","-601,000,000","-1,727,000,000","164,000,000","-1,185,000,000","-223,000,000","-302,000,000","-1,290,000,000","136,000,000"
		NetIncomeIncludingNoncontrollingInterests,"256,000,000","256,000,000","151,000,000","-16,000,000","-601,000,000","-1,726,000,000","171,000,000","-1,191,000,000","-211,000,000","-292,000,000","-1,282,000,000","142,000,000"
			NetIncomeContinuousOperations,"258,000,000","258,000,000","242,000,000","-11,000,000","-612,000,000","-1,639,000,000","129,000,000","-1,191,000,000","-233,000,000","-272,000,000","-1,274,000,000","149,000,000"
			NetIncomeDiscontinuousOperations,"-2,000,000","-2,000,000","-91,000,000","-5,000,000","11,000,000","-87,000,000","42,000,000","0","22,000,000","-20,000,000","-8,000,000","-7,000,000"
		MinorityInterests,,,,"0","0","-1,000,000","-7,000,000","6,000,000","-12,000,000","-10,000,000","-8,000,000","-6,000,000"
	PreferredStockDividends,,,"8,000,000","15,000,000","18,000,000","9,000,000",,,,,,
	OtherunderPreferredStockDividend,,,"0","0","22,000,000",,,,,,,
DilutedNIAvailtoComStockholders,"256,000,000","256,000,000","143,000,000","-31,000,000","-641,000,000","-1,736,000,000","164,000,000","-1,185,000,000","-223,000,000","-302,000,000","-1,290,000,000","136,000,000"
BasicEPS,,,"0.35","-0.08","-2.05","-7.42","0.81","-5.91","-1.12","-1.533","-6.545","0.69"
DilutedEPS,,,"0.35","-0.08","-2.05","-7.42","0.8","-5.91","-1.12","-1.533","-6.545","0.69"
BasicAverageShares,,,"408,400,000","395,100,000","313,300,000","234,200,000","202,700,000","200,500,000","198,800,000","197,000,000","197,100,000","197,100,000"
DilutedAverageShares,,,"411,700,000","395,100,000","313,300,000","234,200,000","206,300,000","200,500,000","198,800,000","197,000,000","197,100,000","197,100,000"
TotalOperatingIncomeAsReported,"144,000,000","144,000,000","554,000,000","43,000,000","-731,000,000","-2,300,000,000","326,000,000","-1,748,000,000","-280,000,000","-335,000,000","-1,337,000,000","317,000,000"
RentExpenseSupplemental,"374,000,000","374,000,000","272,000,000","218,000,000","163,000,000","220,000,000","244,000,000","308,000,000","283,000,000",,,
TotalExpenses,"2,127,000,000","2,127,000,000","1,752,000,000","1,389,000,000","1,386,000,000","2,139,000,000","2,939,000,000","3,473,000,000","3,232,000,000","3,776,000,000","3,206,000,000","2,939,000,000"
InterestExpense,"159,000,000","159,000,000","163,000,000","188,000,000","207,000,000","187,000,000","123,000,000","103,000,000","94,000,000","108,000,000","108,000,000","82,000,000"
NetInterestIncome,"-159,000,000","-159,000,000","-163,000,000","-188,000,000","-207,000,000","-187,000,000","-123,000,000","-103,000,000","-94,000,000","-108,000,000","-108,000,000","-82,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"256,000,000","256,000,000","151,000,000","-16,000,000","-601,000,000","-1,727,000,000","164,000,000","-1,185,000,000","-223,000,000","-302,000,000","-1,290,000,000","136,000,000"
NormalizedIncome,"417,676,829.268","417,676,829.268","235,107,594.937","-71,000,000","-463,082,177.161","-593,324,588.88","-16,485,294.118","-450,786,565.547","-165,752,906.977","38,920,863.309","203,140,449.438","147,292,181.07"
EBIT,"487,000,000","487,000,000","479,000,000","29,000,000","-730,000,000","-2,367,000,000","327,000,000","-1,743,000,000","-250,000,000","-309,000,000","-1,316,000,000","325,000,000"
EBITDA,"1,415,000,000"
ReconciledCostOfRevenue,"1,274,000,000","1,274,000,000","1,066,000,000","794,000,000","907,000,000","1,484,000,000","2,125,000,000","2,304,000,000","2,468,000,000","2,110,000,000","2,017,000,000","1,707,000,000"
ReconciledDepreciation,"928,000,000","928,000,000","785,000,000","673,000,000","631,000,000","940,000,000","863,000,000","940,000,000","973,000,000","951,000,000","882,000,000","894,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"258,000,000","258,000,000","242,000,000","-11,000,000","-612,000,000","-1,640,000,000","122,000,000","-1,185,000,000","-245,000,000","-282,000,000","-1,282,000,000","143,000,000"
TotalUnusualItemsExcludingGoodwill,"-203,000,000","-203,000,000","9,000,000","100,000,000","-228,000,000","-1,631,000,000","219,000,000","-1,138,000,000","-117,000,000","-492,000,000","-1,660,000,000","-7,000,000"
TotalUnusualItems,"-203,000,000","-203,000,000","9,000,000","100,000,000","-228,000,000","-1,631,000,000","219,000,000","-1,138,000,000","-117,000,000","-492,000,000","-1,660,000,000","-7,000,000"
NormalizedEBITDA,"1,618,000,000","1,618,000,000","1,255,000,000","602,000,000","129,000,000","204,000,000","971,000,000","335,000,000","840,000,000","1,134,000,000","1,226,000,000","1,226,000,000"
TaxRateForCalcs,"0.213","0.213","0.234","0.4","0.347","0.358","0.368","0.355","0.323","0.348","0.105","0.387"
TaxEffectOfUnusualItems,"-43,323,170.732","-43,323,170.732","2,107,594.937","40,000,000","-79,082,177.161","-584,324,588.88","80,514,705.882","-403,786,565.547","-37,752,906.977","-171,079,136.691","-174,859,550.562","-2,707,818.93"
