name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
BasicAverageShares,,,"518,000,000","507,000,000","528,000,000","538,000,000","570,000,000","630,000,000","680,000,000","712,000,000","712,000,000","712,000,000","712,000,000"
DilutedAverageShares,,,"526,000,000","512,000,000","530,000,000","542,000,000","574,000,000","634,000,000","684,000,000","714,000,000","716,000,000","716,000,000","716,000,000"
TotalOperatingIncomeAsReported,"-6,910,000,000","5,576,000,000","5,571,000,000","3,969,000,000","2,378,000,000","4,692,000,000","4,051,000,000","3,425,000,000","5,347,000,000","3,745,000,000","1,011,000,000","654,000,000","1,855,000,000"
TotalExpenses,"117,970,000,000","117,877,000,000","91,329,000,000","71,080,000,000","60,678,000,000","67,454,000,000","93,940,000,000","96,777,000,000","77,099,000,000","75,014,000,000","56,386,000,000","40,061,000,000","58,338,000,000"
InterestIncome,,"40,000,000","87,000,000","27,000,000","6,000,000","6,000,000","7,000,000","9,000,000","6,000,000",,"2,000,000","3,000,000","6,000,000"
InterestExpense,"1,268,000,000","1,238,000,000","946,000,000","625,000,000","538,000,000","288,000,000","202,000,000","167,000,000","90,000,000","61,000,000","7,000,000","8,000,000","8,000,000"
NetInterestIncome,"-1,273,000,000","-1,244,000,000","-886,000,000","-625,000,000","-556,000,000","-313,000,000","-216,000,000","-179,000,000","-109,000,000","-61,000,000","-5,000,000","-5,000,000","-2,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-6,590,000,000","2,637,000,000","2,780,000,000","3,432,000,000","1,174,000,000","2,852,000,000","2,524,000,000","2,112,000,000","3,389,000,000","2,389,000,000","623,000,000","449,000,000","1,215,000,000"
NormalizedIncome,"1,278,443,521.798","3,304,500,000","2,812,390,000","3,426,000,000","1,239,243,688.255","2,850,688,614.54","2,510,009,126.467","2,108,040,000","3,273,950,000","2,366,516,805.593","612,647,116.325","425,402,919.708","1,194,374,005.305"
EBIT,"-6,921,000,000","5,567,000,000","5,514,000,000","3,969,000,000","2,360,000,000","4,662,000,000","4,037,000,000","3,413,000,000","5,328,000,000","3,780,000,000","1,030,000,000","693,000,000","1,893,000,000"
EBITDA,"-6,921,000,000"
ReconciledCostOfRevenue,"114,005,000,000","113,881,000,000","88,556,000,000","61,444,000,000","51,310,000,000","57,907,000,000","85,601,000,000","88,978,000,000","69,943,000,000","72,778,000,000","54,278,000,000","38,320,000,000","56,527,000,000"
ReconciledDepreciation,,"3,638,000,000","2,490,000,000","2,114,000,000","2,001,000,000","1,646,000,000","1,326,000,000","1,220,000,000","995,000,000","891,000,000","941,000,000","670,000,000","606,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-6,590,000,000","2,637,000,000","2,780,000,000","3,432,000,000","1,174,000,000","2,852,000,000","2,524,000,000","2,112,000,000","3,389,000,000","2,389,000,000","623,000,000","449,000,000","1,215,000,000"
TotalUnusualItemsExcludingGoodwill,"-8,922,000,000","-890,000,000","-41,000,000","10,000,000","-98,000,000","2,000,000","21,000,000","6,000,000","177,000,000","35,000,000","17,000,000","36,000,000","32,000,000"
TotalUnusualItems,"-8,922,000,000","-890,000,000","-41,000,000","10,000,000","-98,000,000","2,000,000","21,000,000","6,000,000","177,000,000","35,000,000","17,000,000","36,000,000","32,000,000"
NormalizedEBITDA,"2,001,000,000","10,095,000,000","8,045,000,000","6,073,000,000","4,459,000,000","6,306,000,000","5,342,000,000","4,627,000,000","6,146,000,000","4,636,000,000","1,954,000,000","1,327,000,000","2,467,000,000"
TaxRateForCalcs,"0.118","0.25","0.21","0.4","0.334","0.344","0.334","0.34","0.35","0.358","0.391","0.345","0.355"
TaxEffectOfUnusualItems,"-1,053,556,478.202","-222,500,000","-8,610,000","4,000,000","-32,756,311.745","688,614.54","7,009,126.467","2,040,000","61,950,000","12,516,805.593","6,647,116.325","12,402,919.708","11,374,005.305"
