name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996
		GainsLossesNotAffectingRetainedEarnings,,"18,000,000","41,000,000","11,000,000","-2,000,000","-10,000,000","-23,000,000","-21,000,000","-20,000,000","-19,000,000","-24,000,000","-24,000,000","-25,000,000","-26,000,000","-22,000,000","-23,000,000","-24,000,000","-24,000,000","-25,000,000","-26,000,000","-26,000,000","-27,000,000","-18,000,000","-15,000,000","-6,000,000",,"0","32,000,000","35,000,000","31,000,000","18,000,000","215,000","199,000","182,000","153,000","212,000","193,000","183,000","52,000","-80,000","-43,000","-56,000","-74,000","-96,000","-2,039,000","-1,510,000","-724,000","-260,000","340,000","751,000","1,041,000","718,000","499,000","3,676,000","3,958,000","3,372,000","3,387,000","50,685,000","42,564,000","29,496,000","29,760,000","29,524,000","26,880,000","26,847,000","27,637,000","27,144,000","26,259,000","25,264,000","22,288,000","23,783,000","19,650,000","25,523,000","34,538,000","52,946,000","36,357,000","50,280,000","70,123,000","66,795,000","173,201,000","143,343,000","245,553,000","221,400,000","139,400,000",,,,,,,,,,"-1,300,000",,
			UnrealizedGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","32,000,000","35,000,000","31,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			MinimumPensionLiabilities,,,"0","4,000,000","4,000,000","4,000,000","4,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherEquityAdjustments,,"18,000,000","41,000,000","7,000,000","-6,000,000","-14,000,000","-27,000,000","-22,000,000","-21,000,000","-20,000,000","-25,000,000","-25,000,000","-26,000,000","-27,000,000","-22,000,000","-23,000,000","-24,000,000","-24,000,000","-25,000,000","-26,000,000","-26,000,000","-27,000,000","-18,000,000","-15,000,000","-6,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"141,000","141,000","146,000","146,000","272,000","272,000","322,000","196,000","196,000","196,000","201,000","171,000","171,000","171,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000","100,000","274,300,000","148,700,000","69,100,000","40,800,000","23,300,000","23,400,000","23,400,000","23,500,000","22,900,000","23,500,000","1,000,000","1,000,000"
TotalCapitalization,"14,097,000,000","12,302,000,000","12,294,000,000","12,067,000,000","11,843,000,000","11,841,000,000","10,442,000,000","10,392,000,000","10,072,000,000","10,014,000,000","9,802,000,000","8,021,000,000","7,090,000,000","6,968,000,000","6,868,000,000","6,800,000,000","6,686,000,000","6,757,000,000","6,703,000,000","6,803,000,000","6,738,000,000","5,985,000,000","5,999,000,000","5,889,000,000","5,822,000,000","5,724,000,000","5,728,000,000","5,699,000,000","5,656,000,000","5,640,000,000","5,770,000,000","5,682,033,000","5,573,758,000","5,472,776,000","5,452,606,000","5,465,539,000","5,410,423,000","5,302,182,000","5,074,148,000","5,112,822,000","5,148,140,000","4,961,628,000","4,966,183,000","4,801,841,000","4,217,194,000","4,512,715,000","4,369,038,000","4,203,117,000","4,015,362,000","3,858,784,000","3,633,296,000","3,460,671,000","3,539,246,000","3,449,565,000","3,433,609,000","3,648,942,000","3,348,501,000",,,,,,,,"1,247,911,000",,"1,282,069,000","1,212,468,000","1,143,474,000","1,169,629,000","1,146,044,000","432,335,000","431,975,000","448,334,000","419,078,000","342,458,000","320,240,000","355,933,000","539,168,000","450,424,000","589,994,000","502,400,000","420,500,000","396,800,000","242,300,000","137,100,000","95,600,000","67,800,000","65,400,000","58,700,000",,,,"36,300,000","35,600,000"
CommonStockEquity,"9,153,000,000","8,747,000,000","8,700,000,000","8,493,000,000","8,323,000,000","8,357,000,000","8,003,000,000","7,936,000,000","7,595,000,000","7,433,000,000","7,247,000,000","5,460,000,000","5,325,000,000","5,199,000,000","5,051,000,000","4,972,000,000","4,872,000,000","4,974,000,000","4,903,000,000","4,993,000,000","4,874,000,000","4,760,000,000","4,748,000,000","4,698,000,000","4,667,000,000","4,528,000,000","4,676,000,000","4,551,000,000","4,412,000,000","4,278,000,000","4,425,000,000","4,340,389,000","4,247,078,000","4,138,330,000","4,115,817,000","4,175,072,000","4,131,313,000","4,019,365,000","3,771,879,000","3,831,889,000","3,880,377,000","3,704,645,000","3,551,283,000","3,377,566,000","2,783,544,000","3,078,090,000","2,925,038,000","2,749,742,000","2,552,612,000","2,386,659,000","2,154,921,000","1,976,046,000","1,848,371,000","1,752,440,000","1,730,234,000","1,649,317,000","1,448,501,000","1,627,348,000","1,518,867,000","1,402,123,000","1,308,456,000","1,264,375,000","1,210,908,000","1,187,452,000","1,239,411,000","1,200,980,000","1,235,774,000","1,166,173,000","1,097,179,000","1,123,334,000","1,098,399,000","384,690,000","384,330,000","400,689,000","371,433,000","245,913,000","197,695,000","138,933,000","264,168,000","215,424,000","309,994,000","282,400,000","220,500,000","338,800,000","204,300,000","116,600,000","84,600,000","61,300,000","55,400,000","55,700,000","67,000,000","60,600,000","55,300,000","30,600,000","30,700,000"
CapitalLeaseObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000","4,000,000","4,000,000","5,000,000","6,719,000","8,834,000","8,834,000","10,784,000","12,699,000","17,436,000","18,854,000","20,799,000","22,715,000","25,865,000","24,847,000","28,565,000","10,965,000","2,818,000","235,000","544,000","1,179,000","1,985,000","2,782,000","3,573,000","4,386,000","5,341,000","6,424,000","7,337,000","7,949,000","7,563,000","7,999,000","6,218,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"3,782,000,000","3,346,000,000","3,269,000,000","3,030,000,000","2,829,000,000","2,832,000,000","2,447,000,000","2,375,000,000","1,998,000,000","1,804,000,000","1,564,000,000","2,475,000,000","2,321,000,000","2,176,000,000","2,009,000,000","1,910,000,000","1,789,000,000","1,868,000,000","1,775,000,000","1,842,000,000","1,701,000,000","1,565,000,000","1,530,000,000","1,458,000,000","1,404,000,000","1,243,000,000","1,368,000,000","1,220,000,000","1,058,000,000","902,000,000","1,026,000,000","918,348,000","802,087,000","670,295,000","624,487,000","659,362,000","591,510,000","455,465,000","180,607,000","215,667,000","240,125,000","36,628,000","-145,537,000","911,892,000","-187,846,000","133,188,000","-35,743,000","-223,405,000","-434,960,000","-376,067,000","-616,376,000","-803,758,000","-944,946,000","-1,037,490,000","-1,058,383,000","-1,108,888,000","-1,329,432,000","601,886,000","489,893,000","369,350,000","271,381,000","225,204,000","193,762,000","167,226,000","216,167,000","231,585,000","262,724,000","206,752,000","137,094,000","157,614,000","133,420,000","149,783,000","153,480,000","171,094,000","145,572,000","159,108,000","159,599,000","99,824,000","224,166,000","203,177,000","297,569,000","269,800,000","207,700,000","333,100,000","198,500,000","110,700,000","78,600,000","55,200,000","49,200,000","49,500,000","60,700,000","54,200,000","48,800,000","24,000,000","24,000,000"
InvestedCapital,"4,944,000,000","12,302,000,000","12,294,000,000","12,067,000,000","11,843,000,000","11,841,000,000","10,442,000,000","10,392,000,000","10,197,000,000","10,014,000,000","9,802,000,000","8,021,000,000","7,090,000,000","6,968,000,000","6,868,000,000","6,800,000,000","6,686,000,000","6,757,000,000","6,703,000,000","6,803,000,000","6,738,000,000","5,985,000,000","5,999,000,000","5,889,000,000","5,822,000,000","5,724,000,000","5,728,000,000","5,699,000,000","5,656,000,000","5,640,000,000","5,770,000,000","5,682,033,000","5,573,758,000","5,472,776,000","5,452,606,000","5,465,539,000","5,410,423,000","5,302,182,000","5,074,148,000","5,112,822,000","5,148,140,000","4,961,628,000","4,966,183,000","4,801,841,000","4,217,194,000","4,512,715,000","4,369,038,000","4,203,117,000","4,015,362,000","3,858,784,000","3,633,296,000","3,460,671,000","3,539,246,000","3,449,565,000","3,433,609,000","3,648,942,000","3,348,501,000",,,,,,,,"1,247,911,000",,"1,282,069,000","1,212,468,000","1,143,474,000","1,169,629,000","1,146,044,000","432,335,000","431,975,000","460,834,000","441,578,000","342,458,000","320,240,000","355,933,000","539,168,000","450,424,000","589,994,000","502,400,000","420,500,000","396,800,000","287,300,000","137,100,000","95,600,000","67,800,000","65,400,000","58,700,000",,,,"36,300,000","35,600,000"
TangibleBookValue,"3,782,000,000","3,346,000,000","3,269,000,000","3,030,000,000","2,829,000,000","2,832,000,000","2,447,000,000","2,375,000,000","1,998,000,000","1,804,000,000","1,564,000,000","2,475,000,000","2,321,000,000","2,176,000,000","2,009,000,000","1,910,000,000","1,789,000,000","1,868,000,000","1,775,000,000","1,842,000,000","1,701,000,000","1,565,000,000","1,530,000,000","1,458,000,000","1,404,000,000","1,243,000,000","1,368,000,000","1,220,000,000","1,058,000,000","902,000,000","1,026,000,000","918,348,000","802,087,000","670,295,000","624,487,000","659,362,000","591,510,000","455,465,000","180,607,000","215,667,000","240,125,000","36,628,000","-145,537,000","911,892,000","-187,846,000","133,188,000","-35,743,000","-223,405,000","-434,960,000","-376,067,000","-616,376,000","-803,758,000","-944,946,000","-1,037,490,000","-1,058,383,000","-1,108,888,000","-1,329,432,000","601,886,000","489,893,000","369,350,000","271,381,000","225,204,000","193,762,000","167,226,000","216,167,000","231,585,000","262,724,000","206,752,000","137,094,000","157,614,000","133,420,000","149,783,000","153,480,000","171,094,000","145,572,000","159,108,000","159,599,000","99,824,000","224,166,000","203,177,000","297,569,000","269,800,000","207,700,000","333,100,000","198,500,000","110,700,000","78,600,000","55,200,000","49,200,000","49,500,000","60,700,000","54,200,000","48,800,000","24,000,000","24,000,000"
TotalDebt,"4,944,000,000","3,555,000,000","3,594,000,000","3,574,000,000","3,520,000,000","3,484,000,000","2,439,000,000","2,456,000,000","2,602,000,000","2,581,000,000","2,555,000,000","2,561,000,000","1,765,000,000","1,769,000,000","1,817,000,000","1,828,000,000","1,814,000,000","1,783,000,000","1,800,000,000","1,810,000,000","1,864,000,000","1,225,000,000","1,251,000,000","1,191,000,000","1,155,000,000","1,196,000,000","1,052,000,000","1,151,000,000","1,248,000,000","1,366,000,000","1,350,000,000","1,348,363,000","1,335,514,000","1,343,280,000","1,347,573,000","1,303,166,000","1,296,546,000","1,301,671,000","1,323,068,000","1,303,648,000","1,293,628,000","1,281,830,000","1,443,465,000","1,435,240,000","1,436,468,000","1,434,860,000","1,444,544,000","1,454,554,000","1,464,735,000","1,474,907,000","1,481,948,000","1,489,011,000","1,696,216,000","1,703,549,000","1,710,712,000","2,007,574,000","1,907,563,000","7,999,000","6,218,000",,,,,,"8,500,000",,"46,295,000","46,295,000","46,295,000","46,295,000","47,645,000","47,645,000","47,645,000","60,145,000","70,145,000","96,545,000","122,545,000","217,000,000","275,000,000","235,000,000","280,000,000","220,000,000","200,000,000","58,000,000","83,000,000","20,500,000","11,000,000","6,500,000","10,000,000","3,000,000",,,,"5,700,000","4,900,000"
NetDebt,"1,215,000,000","1,004,000,000","742,000,000","621,000,000","846,000,000",,,"1,210,000,000","1,422,000,000","887,000,000","1,083,000,000",,,"107,000,000",,,,"48,000,000",,,"35,000,000",,,,"222,000,000",,,"185,000,000","26,000,000",,"430,000,000","431,878,000","300,202,000","416,184,000","304,826,000",,"197,972,000","389,434,000","560,777,000","564,470,000","434,183,000","353,092,000","623,689,000","304,451,000","361,008,000","280,470,000","769,865,000",,,"895,808,000","1,064,588,000","1,188,774,000","1,143,105,000","1,256,540,000","1,339,725,000","1,604,319,000","1,416,590,000",,,,,,,,,,,,,,,"6,934,000","19,771,000","18,432,000","46,011,000","64,844,000","95,739,000",,"192,649,000","186,227,000","265,793,000","32,000,000","123,100,000",,"78,500,000","16,800,000",,,,,,,,,
ShareIssued,"540,646,962","670,000,000","670,000,000","670,000,000","670,000,000","670,000,000","670,000,000","670,000,000","670,000,000","670,000,000","670,000,000","631,000,000","631,000,000","631,000,000","631,000,000","631,000,000","631,000,000","631,000,000","631,000,000","631,000,000","631,000,000","631,000,000","631,000,000","631,000,000","631,000,000","631,000,000","631,000,000","631,000,000","631,000,000","631,000,000","631,000,000","631,399,374","631,381,860","631,381,860","631,381,860","631,381,860","631,381,860","631,381,860","631,381,860","631,381,860","631,381,860","631,381,860","631,381,860","631,381,860","668,736,769","634,280,150","631,381,860","631,381,860","592,941,646","594,907,278","594,688,031","595,937,441","596,924,226","600,061,351","607,626,040","609,901,841","604,422,940","406,994,927","406,058,970","404,527,163","402,168,863","404,273,235","407,210,260","410,231,153","419,431,283","421,675,797","429,784,514","426,651,257","422,848,102","430,254,176","432,106,492","215,639,019","215,639,019","215,911,242","215,178,111","189,259,791","181,617,121","176,742,770","176,365,972","174,960,340","174,639,876","174,615,000","174,437,000","174,397,000","174,436,000","174,348,000","174,330,000","174,390,000","174,390,000","174,378,000","174,378,000","174,390,000","174,378,000","174,378,000","174,378,000"
