name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993
		LongTermProvisions,"337,000,000","114,000,000","358,000,000","368,000,000","344,000,000","85,000,000","351,000,000","335,000,000","357,000,000","84,000,000","297,000,000","272,000,000","282,000,000","106,000,000","286,000,000","268,000,000","220,000,000","94,000,000","264,200,000","247,000,000","251,000,000","116,000,000",,"192,000,000","168,000,000","77,000,000","127,000,000","125,000,000","125,000,000","68,000,000",,"118,540,000","127,761,000","113,613,000","190,519,000","83,665,000","188,758,000","79,767,000","126,929,000","107,227,000",,"88,142,000","100,536,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"7,199,000,000","6,753,000,000","5,976,000,000","5,621,000,000","4,995,000,000","4,123,000,000","3,505,000,000","3,495,000,000","3,697,000,000","3,599,000,000","3,560,000,000","3,756,000,000","3,833,000,000","3,821,000,000","4,139,000,000","4,046,000,000","3,791,000,000","3,789,000,000","4,930,800,000","4,750,000,000","4,520,000,000","4,467,000,000",,"4,204,000,000","4,166,000,000","3,687,000,000","2,655,000,000","2,825,000,000","2,535,000,000","2,566,000,000","2,022,000,000","2,025,668,000","1,911,168,000","1,816,852,000","1,674,890,000","1,674,094,000","1,750,622,000","1,796,572,000","1,847,924,000","1,979,852,000","1,878,875,000","1,912,900,000","1,791,577,000","1,741,872,000","1,670,484,000","1,661,483,000","1,552,853,000","1,148,894,000","915,509,000","945,206,000","1,505,043,000","1,478,387,000","1,351,334,000","1,358,995,000","914,673,000","858,111,000","824,202,000","820,924,000","1,130,059,000","1,136,616,000","1,157,277,000","1,025,902,000","973,671,000","1,221,095,000","1,046,180,000","1,144,201,000","1,036,109,000","880,971,000","1,043,843,000","1,071,909,000","1,195,300,000","1,256,744,000","1,255,495,000","1,302,076,000","962,000,000","1,133,035,000","941,731,000","1,081,355,000","1,046,322,000","1,017,849,000","950,422,000","931,200,000","870,800,000","719,500,000","140,800,000","105,100,000","21,300,000"
			LongTermDebt,"6,327,000,000","5,786,000,000","5,129,000,000","4,777,000,000","4,202,000,000","4,123,000,000","3,505,000,000","3,495,000,000","3,697,000,000","3,237,000,000","3,560,000,000","3,756,000,000","3,833,000,000","3,531,000,000","4,139,000,000","4,046,000,000","3,791,000,000","3,462,000,000","4,930,800,000","4,750,000,000","4,520,000,000","4,205,000,000",,"4,204,000,000","4,166,000,000","3,424,000,000","2,655,000,000","2,825,000,000","2,535,000,000","2,366,000,000","2,022,000,000","2,025,668,000","1,911,168,000",,"1,674,890,000","1,674,094,000","1,750,622,000","1,796,572,000","1,847,924,000","1,979,852,000","1,878,875,000","1,912,900,000","1,791,577,000","1,741,872,000","1,670,484,000","1,661,483,000","1,552,853,000","1,148,894,000","915,509,000","945,206,000","1,505,043,000","1,478,387,000","1,351,334,000","1,358,995,000","914,673,000","858,111,000","824,202,000","820,924,000","1,130,059,000","1,136,616,000","1,157,277,000","1,025,902,000","973,671,000","1,221,095,000","1,046,180,000","1,144,201,000","1,036,109,000","880,971,000","1,043,843,000","1,071,909,000","1,195,300,000","1,256,744,000","1,255,495,000","1,302,076,000","962,000,000","1,133,035,000","941,731,000","1,081,355,000","1,046,322,000","1,017,849,000","950,422,000","931,200,000","870,800,000","719,500,000","140,800,000","105,100,000","21,300,000"
			LongTermCapitalLeaseObligation,"872,000,000","967,000,000","847,000,000","844,000,000","793,000,000",,,,,"362,000,000",,,,"290,000,000",,,,"327,000,000",,,,"262,000,000",,,,"263,000,000",,,,"200,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"266,000,000","347,000,000","272,000,000","225,000,000","227,000,000","318,000,000","44,000,000","68,000,000","63,000,000","129,000,000","66,000,000","57,000,000","58,000,000","75,000,000","68,000,000","60,000,000","51,000,000","74,000,000","137,200,000","150,000,000","149,000,000","206,000,000",,"167,000,000","179,000,000","229,000,000","164,000,000","165,000,000","167,000,000","231,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesLiabilities,"266,000,000","279,000,000","272,000,000","225,000,000","227,000,000","233,000,000","44,000,000","68,000,000","63,000,000","56,000,000","66,000,000","57,000,000","58,000,000","57,000,000","68,000,000","60,000,000","51,000,000","50,000,000","137,200,000","150,000,000","149,000,000","176,000,000",,"167,000,000","179,000,000","188,000,000","164,000,000","165,000,000","167,000,000","180,000,000","179,000,000","183,542,000","195,108,000","199,066,000","71,933,000","183,977,000","84,394,000","195,919,000","192,208,000","75,190,000","69,339,000","66,492,000","70,183,000","69,428,000","79,346,000","81,063,000","47,654,000","43,794,000","44,427,000","42,414,000","37,247,000","38,063,000","37,102,000","34,368,000","32,567,000","34,781,000","34,302,000","45,228,000","36,542,000","38,745,000","35,298,000","39,216,000","37,878,000","44,773,000","36,460,000","33,944,000","36,574,000","26,875,000","28,332,000","26,874,000","17,790,000","19,884,000","20,990,000","20,507,000","25,085,000","43,417,000","42,030,000","41,315,000","36,623,000","33,681,000","32,870,000","34,100,000","26,000,000","22,900,000","20,300,000","19,100,000","18,200,000"
			NonCurrentDeferredRevenue,,"68,000,000",,,,"85,000,000",,,,"73,000,000",,,,"18,000,000",,,,"24,000,000",,,,"30,000,000",,,,"41,000,000",,,,"51,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,"353,000,000","337,000,000","294,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DuetoRelatedPartiesNonCurrent,,"337,000,000",,"226,000,000","179,000,000","135,000,000","80,000,000","0","139,000,000","124,000,000","75,000,000","33,000,000","113,000,000","113,000,000","3,000,000","3,000,000","69,000,000","63,000,000","0","0","8,000,000","31,000,000",,"48,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccruedExpenses,,"61,000,000",,,,"41,000,000",,,,"31,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		EmployeeBenefits,,"71,000,000",,,,"68,000,000",,,,"76,000,000",,,,"76,000,000",,,,"56,000,000",,,,"69,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DerivativeProductLiabilities,"44,000,000","17,000,000","27,000,000","11,000,000",,,,,"1,000,000","0","0","0","79,000,000","84,000,000","68,000,000","68,000,000","55,000,000","65,000,000","65,600,000","61,000,000","28,000,000","43,000,000",,"24,000,000","24,000,000","23,000,000","3,000,000","3,000,000","4,000,000","4,000,000",,"9,363,000","9,622,000","8,016,000","20,603,000","26,550,000","19,581,000","18,250,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"-2,000,000","68,000,000","2,000,000",,"-1,000,000","72,000,000",,,"1,000,000","74,000,000","1,000,000","3,000,000","1,000,000","87,000,000","-2,000,000","-1,000,000",,"73,000,000",,,,"44,000,000","5,058,000,000",,,"44,000,000",,,,"8,000,000","490,000,000","8,121,000","9,077,000",,"23,977,000","12,505,000","12,734,000","60,767,000","40,579,000","44,209,000","146,051,000",,"233,175,000","331,906,000","79,263,000","77,106,000","63,433,000","65,829,000","62,348,000","55,601,000","48,102,000","49,911,000","52,506,000","443,392,000","169,200,000","175,872,000","466,173,000","450,712,000","455,175,000","364,862,000","197,458,000","194,774,000",,,,,,,,,,,,,"184,823,000",,"130,555,000",,,,,,,,,,
TotalEquityGrossMinorityInterest,"2,401,000,000","2,681,000,000","2,398,000,000","2,595,000,000","2,822,000,000","2,791,000,000","3,098,000,000","3,052,000,000","3,393,000,000","3,281,000,000","3,131,000,000","3,092,000,000","3,424,000,000","3,368,000,000","3,635,000,000","3,595,000,000","3,801,000,000","3,691,000,000","2,804,400,000","3,030,000,000","3,425,000,000","3,747,000,000","4,165,000,000","3,160,000,000","3,321,000,000","2,081,000,000","2,192,000,000","2,218,000,000","2,462,000,000","2,336,000,000","2,588,000,000","2,399,332,000","2,574,727,000","2,445,554,000","3,445,433,000","3,262,507,000","3,436,744,000","3,159,011,000","3,151,570,000","1,894,006,000","2,447,796,000","2,310,130,000","1,985,194,000","1,840,522,000","1,714,844,000","1,652,077,000","1,713,256,000","1,599,448,000","1,732,615,000","1,368,336,000","1,174,736,000","1,051,723,000","930,128,000","582,388,000","458,828,000","405,456,000","361,980,000","333,550,000","316,898,000","325,373,000","319,634,000","282,394,000","50,112,000","42,039,000","-19,370,000","-58,609,000","-80,598,000","-54,036,000","-245,074,000","-282,148,000","-360,263,000","-271,834,000","-51,530,000","79,156,000","-83,636,000","70,816,000","82,147,000","348,863,000","579,356,000","217,276,000","372,270,000","287,700,000","112,700,000","148,800,000","167,500,000","126,000,000","92,300,000"
	StockholdersEquity,"2,185,000,000","2,410,000,000","2,172,000,000","2,343,000,000","2,560,000,000","2,542,000,000","2,916,000,000","2,871,000,000","3,196,000,000","3,096,000,000","2,956,000,000","2,915,000,000","3,217,000,000","3,167,000,000","3,367,000,000","3,335,000,000","3,546,000,000","3,477,000,000","1,594,600,000","1,751,000,000","2,172,000,000","2,342,000,000","3,306,000,000","2,301,000,000","2,387,000,000","1,929,000,000","1,915,000,000","1,947,000,000","2,199,000,000","2,024,000,000","2,588,000,000","2,202,642,000","2,371,007,000","2,254,384,000","3,256,019,000","3,200,509,000","3,382,826,000","3,113,461,000","3,139,820,000","1,988,690,000","2,533,011,000","2,383,803,000","2,051,254,000","1,893,086,000","1,756,360,000","1,677,918,000","1,686,750,000","1,551,064,000","1,658,393,000","1,287,907,000","1,125,230,000","979,073,000","859,082,000","504,874,000","436,249,000","381,272,000","338,591,000","299,371,000","281,438,000","282,747,000","276,153,000","239,043,000","8,387,000","-5,210,000","-49,826,000","-85,180,000","-104,582,000","-86,570,000","-272,778,000","-307,453,000","-385,825,000","-287,789,000","-62,996,000","68,894,000","-92,180,000","62,804,000","74,217,000","341,191,000","573,343,000","211,188,000","367,975,000","287,700,000","112,700,000","148,800,000","167,500,000","126,000,000","92,300,000"
		CapitalStock,"153,000,000","153,000,000","153,000,000","633,000,000","153,000,000","153,000,000","635,000,000","153,000,000","635,000,000","637,000,000","637,000,000","637,000,000","637,000,000","638,000,000","638,000,000","638,000,000","638,000,000","639,000,000","638,800,000","639,000,000","639,000,000","639,000,000",,"640,000,000","640,000,000","640,000,000","640,000,000","640,000,000","641,000,000","642,000,000","642,000,000","641,621,000","661,423,000","662,527,000","662,100,000","662,527,000","685,704,000","681,559,000","680,931,000","678,863,000","663,456,000","660,547,000","657,653,000","656,712,000","656,305,000","642,544,000","642,481,000","640,236,000","632,971,000","153,643,000","387,081,000","381,504,000","380,255,000","372,526,000","368,822,000","367,400,000","463,237,000","465,157,000","464,051,000","464,013,000","516,073,000","513,782,000","309,488,000","376,021,000","268,044,000","239,876,000","239,633,000","-295,259,000","281,989,000","281,989,000","281,989,000","281,989,000","281,989,000","281,989,000","278,990,000","278,990,000","907,000","278,990,000","278,649,000","278,649,000","278,216,000",,,,,,
			CommonStock,"153,000,000","153,000,000","153,000,000","633,000,000","153,000,000","153,000,000","635,000,000","153,000,000","635,000,000","637,000,000","637,000,000","637,000,000","637,000,000","638,000,000","638,000,000","638,000,000","638,000,000","639,000,000","638,800,000","639,000,000","639,000,000","639,000,000",,"640,000,000","640,000,000","640,000,000","640,000,000","640,000,000","641,000,000","642,000,000","642,000,000","641,621,000","661,423,000","662,527,000","662,100,000","662,527,000","685,704,000","681,559,000","680,931,000","678,863,000","663,456,000","660,547,000","657,653,000","656,712,000","656,305,000","642,544,000","642,481,000","640,236,000","632,971,000","153,643,000","387,081,000","381,504,000","380,255,000","372,526,000","368,822,000","367,400,000","463,237,000","465,157,000","464,051,000","464,013,000","516,073,000","513,782,000","309,488,000","376,021,000","268,044,000","239,876,000","239,633,000","-295,259,000","281,989,000","281,989,000","281,989,000","281,989,000","281,989,000","281,989,000","278,990,000","278,990,000","907,000","278,990,000","278,649,000","278,649,000","278,216,000",,,,,,
		AdditionalPaidInCapital,"479,000,000","480,000,000","480,000,000",,"481,000,000","482,000,000",,"483,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"263,709,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"278,990,000",,,,,,,,,,
		RetainedEarnings,"2,245,000,000","2,371,000,000","2,179,000,000","2,310,000,000","2,532,000,000","2,525,000,000","2,860,000,000","2,792,000,000","3,068,000,000","3,035,000,000","2,966,000,000","2,946,000,000","3,241,000,000","3,215,000,000","3,360,000,000","3,336,000,000","3,555,000,000","3,512,000,000","4,316,800,000","4,312,000,000","4,678,000,000","4,764,000,000",,"4,550,000,000","4,628,000,000","2,383,000,000","2,356,000,000","2,393,000,000","2,611,000,000","2,450,000,000","421,000,000","2,545,957,000","2,900,701,000","2,811,130,000","2,223,990,000","2,223,942,000","2,788,794,000","2,786,587,000","1,134,354,000","1,134,354,000","155,534,000","937,398,000","1,081,668,000","253,886,000",,"1,082,548,000","565,032,000","565,032,000","983,103,000","824,998,000","712,252,000","574,621,000","474,582,000","129,382,000","-39,565,000","-39,799,000","-141,736,000","-151,779,000","-149,822,000","-149,822,000","-203,037,000","-276,608,000","-276,607,000","-337,046,000","-267,287,000","-446,110,000","-264,507,000","202,261,000","-442,862,000","-57,719,000","-57,719,000","-57,719,000","-57,719,000","80,334,000","80,334,000","-124,886,000","83,683,000","-226,441,000","168,222,000","-295,025,000","-152,682,000","-180,600,000","-69,700,000","-51,600,000","-51,600,000","-32,100,000","-65,300,000"
		TreasuryStock,"38,000,000","51,000,000","53,000,000","54,000,000","57,000,000","81,000,000","81,000,000","82,000,000","86,000,000","106,000,000","105,000,000","105,000,000","106,000,000","123,000,000","126,000,000","126,000,000","125,000,000","143,000,000","143,400,000","143,000,000","148,000,000","160,000,000",,"160,000,000","160,000,000","172,000,000","172,000,000","173,000,000","186,000,000","198,000,000","198,000,000","114,315,000","352,907,000","378,359,000","248,269,000","50,944,000","300,000,000","300,000,000","104,683,000","7,065,000",,,,,,,,,,,,,,,,,,"8,833,000","8,833,000","8,833,000","8,833,000","8,833,000","8,833,000","10,763,000","8,833,000","8,833,000","8,705,000",,"54,521,000","54,521,000","54,521,000","54,512,000","54,028,000","52,033,000","52,033,000","52,041,000","52,041,000","52,041,000","51,700,000","52,259,000","55,838,000",,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-652,000,000","-544,000,000","-588,000,000","-545,000,000","-549,000,000","-538,000,000","-498,000,000","-474,000,000","-422,000,000","-470,000,000","-542,000,000","-562,000,000","-553,000,000","-562,000,000","-504,000,000","-513,000,000","-522,000,000","-531,000,000","-3,217,600,000","-3,057,000,000","-2,997,000,000","-2,901,000,000",,"-2,729,000,000","-2,721,000,000","-922,000,000","-909,000,000","-913,000,000","-867,000,000","-870,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherEquityAdjustments,"-652,000,000","-544,000,000","-588,000,000","-545,000,000","-549,000,000","-538,000,000","-498,000,000","-474,000,000","-422,000,000","-470,000,000","-542,000,000","-562,000,000","-553,000,000","-562,000,000","-504,000,000","-513,000,000","-522,000,000","-531,000,000","-3,217,600,000","-3,057,000,000","-2,997,000,000","-2,901,000,000",,"-2,729,000,000","-2,721,000,000","-922,000,000","-909,000,000","-913,000,000","-867,000,000","-870,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,"-2,000,000","1,000,000","1,000,000","-1,000,000",,"1,000,000",,"-1,000,000","1,000,000",,,"-1,000,000","-2,000,000","-1,000,000","-1,000,000",,,,,,,,,,,,,,,,"2,603,000,000","-870,621,000","-838,210,000",,"618,198,000","364,984,000","208,328,000","-54,685,000","1,429,218,000","182,538,000","-74,165,000","785,858,000","311,933,000","-99,180,000","17,507,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"468,300,000","182,400,000","200,400,000","219,100,000","158,100,000","157,600,000"
	MinorityInterest,"216,000,000","271,000,000","226,000,000","252,000,000","262,000,000","249,000,000","182,000,000","181,000,000","197,000,000","185,000,000","175,000,000","177,000,000","207,000,000","201,000,000","268,000,000","260,000,000","255,000,000","214,000,000","1,209,800,000","1,279,000,000","1,253,000,000","1,405,000,000",,"859,000,000","934,000,000","152,000,000","277,000,000","271,000,000","263,000,000","312,000,000",,"196,690,000","203,720,000","191,170,000","189,414,000","61,998,000","53,918,000","45,550,000","11,750,000","-94,684,000","-85,215,000","-73,673,000","-66,060,000","-52,564,000","-41,516,000","-25,841,000","26,506,000","48,384,000","74,222,000","80,429,000","49,506,000","72,650,000","71,046,000","77,514,000","22,579,000","24,184,000","23,389,000","34,179,000","35,460,000","42,626,000","43,481,000","43,351,000","41,725,000","47,249,000","30,456,000","26,571,000","23,984,000","32,534,000","27,704,000","25,305,000","25,562,000","15,955,000","11,466,000","10,262,000","8,544,000","8,012,000","7,930,000","7,672,000","6,013,000","6,088,000","4,295,000",,,,,,
TotalCapitalization,"8,512,000,000","8,196,000,000","7,301,000,000","7,120,000,000","6,762,000,000","6,665,000,000","6,421,000,000","6,366,000,000","6,893,000,000","6,333,000,000","6,516,000,000","6,671,000,000","7,050,000,000","6,698,000,000","7,506,000,000","7,381,000,000","7,337,000,000","6,939,000,000","6,525,400,000","6,501,000,000","6,692,000,000","6,547,000,000","3,306,000,000","6,505,000,000","6,553,000,000","5,353,000,000","4,570,000,000","4,772,000,000","4,734,000,000","4,390,000,000","4,610,000,000","4,228,310,000","4,282,175,000","2,254,384,000","4,930,909,000","4,874,603,000","5,133,448,000","4,910,033,000","4,987,744,000","3,968,542,000","4,411,886,000","4,296,703,000","3,842,831,000","3,634,958,000","3,426,844,000","3,339,401,000","3,239,603,000","2,699,958,000","2,573,902,000","2,233,113,000","2,630,273,000","2,457,460,000","2,210,416,000","1,863,869,000","1,350,922,000","1,239,383,000","1,162,793,000","1,120,295,000","1,411,497,000","1,419,363,000","1,433,430,000","1,264,945,000","982,058,000","1,215,885,000","996,354,000","1,059,021,000","931,527,000","794,401,000","771,065,000","764,456,000","809,475,000","968,955,000","1,192,499,000","1,370,970,000","869,820,000","1,195,839,000","1,015,948,000","1,422,546,000","1,619,665,000","1,229,037,000","1,318,397,000","1,218,900,000","983,500,000","868,300,000","308,300,000","231,100,000","113,600,000"
CommonStockEquity,"2,185,000,000","2,410,000,000","2,172,000,000","2,343,000,000","2,560,000,000","2,542,000,000","2,916,000,000","2,871,000,000","3,196,000,000","3,096,000,000","2,956,000,000","2,915,000,000","3,217,000,000","3,167,000,000","3,367,000,000","3,335,000,000","3,546,000,000","3,477,000,000","1,594,600,000","1,751,000,000","2,172,000,000","2,342,000,000","3,306,000,000","2,301,000,000","2,387,000,000","1,929,000,000","1,915,000,000","1,947,000,000","2,199,000,000","2,024,000,000","2,588,000,000","2,202,642,000","2,371,007,000","2,254,384,000","3,256,019,000","3,200,509,000","3,382,826,000","3,113,461,000","3,139,820,000","1,988,690,000","2,533,011,000","2,383,803,000","2,051,254,000","1,893,086,000","1,756,360,000","1,677,918,000","1,686,750,000","1,551,064,000","1,658,393,000","1,287,907,000","1,125,230,000","979,073,000","859,082,000","504,874,000","436,249,000","381,272,000","338,591,000","299,371,000","281,438,000","282,747,000","276,153,000","239,043,000","8,387,000","-5,210,000","-49,826,000","-85,180,000","-104,582,000","-86,570,000","-272,778,000","-307,453,000","-385,825,000","-287,789,000","-62,996,000","68,894,000","-92,180,000","62,804,000","74,217,000","341,191,000","573,343,000","211,188,000","367,975,000","287,700,000","112,700,000","148,800,000","167,500,000","126,000,000","92,300,000"
CapitalLeaseObligations,"969,000,000","1,064,000,000","947,000,000","942,000,000","878,000,000","0",,,,"365,000,000",,,,"295,000,000",,,,"336,000,000",,,,"272,000,000",,,,"279,000,000",,,,"232,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"-920,000,000","-809,000,000","-1,006,000,000","-344,000,000","199,000,000","168,000,000","1,683,000,000","1,611,000,000","1,892,000,000","1,831,000,000","1,686,000,000","1,641,000,000","1,903,000,000","1,808,000,000","1,986,000,000","1,922,000,000","2,139,000,000","2,064,000,000","-3,580,600,000","-3,540,000,000","-3,167,000,000","-3,161,000,000","3,306,000,000","-3,037,000,000","-2,848,000,000","-614,000,000","-635,000,000","-554,000,000","-260,000,000","-395,000,000","372,000,000","9,942,000","203,434,000","84,031,000","1,092,984,000","1,000,692,000","1,150,650,000","830,616,000","867,429,000","963,846,000","1,489,739,000","1,338,966,000","983,989,000","833,571,000","717,053,000","687,568,000","1,273,986,000","1,097,216,000","1,181,567,000","820,405,000","641,147,000","486,327,000","382,523,000","22,099,000","11,600,000","-32,621,000","-80,227,000","-73,882,000","-59,552,000","-260,087,000","-41,600,000","-78,925,000","-75,224,000","-98,970,000","-130,711,000","-170,795,000","-199,158,000","-123,379,000","-318,434,000","-391,474,000","-573,647,000","-494,974,000","-275,052,000","-168,934,000","-383,774,000","-248,793,000","-216,978,000","50,228,000","279,564,000","-135,844,000","21,959,000","-64,400,000","112,700,000","148,800,000","167,500,000","126,000,000","92,300,000"
WorkingCapital,"867,000,000","239,000,000","-808,000,000","-556,000,000","-626,000,000","-1,152,000,000","-257,000,000","-440,000,000","-81,000,000","-250,000,000","-349,000,000","-323,000,000","134,000,000","-230,000,000","106,000,000","-236,000,000","-397,000,000","-586,000,000","-1,667,600,000","-1,995,000,000","-2,004,000,000","-2,168,000,000","-2,282,000,000","-1,752,000,000","-1,433,000,000","-84,000,000","-758,000,000","-531,000,000","-747,000,000","-899,000,000","-784,000,000","-857,653,000","-782,854,000","-919,049,000","182,110,000","108,180,000","337,665,000","-34,732,000","131,500,000","302,349,000","655,198,000","461,810,000","-62,143,000","-107,941,000","-349,041,000","-384,911,000","174,733,000","-286,292,000","-165,034,000","-250,700,000","406,275,000","528,567,000","465,950,000","225,367,000","176,709,000","215,709,000","271,058,000","332,309,000","382,158,000","394,211,000","441,647,000","207,345,000","27,126,000","28,506,000","-9,258,000","3,642,000","-9,589,000","83,721,000","87,591,000","5,972,000","-181,413,000","-145,360,000","-145,595,000","-124,174,000","-271,884,000","291,028,000","274,273,000","560,564,000","-174,559,000","-166,720,000","-68,198,000","99,400,000","99,000,000","296,900,000","-39,300,000","-14,800,000","-72,300,000"
InvestedCapital,"8,595,000,000","8,382,000,000","7,557,000,000","7,382,000,000","7,337,000,000","7,122,000,000","6,560,000,000","6,717,000,000","7,017,000,000","6,515,000,000","7,201,000,000","7,124,000,000","7,133,000,000","6,773,000,000","7,759,000,000","7,647,000,000","7,583,000,000","7,151,000,000","6,716,800,000","6,837,000,000","7,399,000,000","6,899,000,000",,"6,785,000,000","6,908,000,000","5,808,000,000","5,290,000,000","5,286,000,000","5,494,000,000","5,051,000,000","5,415,000,000","4,857,194,000","4,849,271,000","2,254,384,000","5,466,113,000","5,524,342,000","5,721,166,000","5,465,497,000","6,127,853,000","4,504,831,000","4,888,245,000","4,730,690,000","4,406,303,000","4,171,511,000","3,974,877,000","3,835,944,000","3,513,660,000","3,356,140,000","3,393,356,000","3,122,198,000","2,767,025,000","2,615,147,000","2,365,814,000","1,998,530,000","1,466,868,000","1,708,409,000","1,595,623,000","1,531,994,000","1,491,557,000","1,494,813,000","1,515,340,000","1,353,456,000","1,082,270,000","1,345,386,000","1,120,097,000","1,191,685,000","1,037,143,000","877,086,000","865,188,000","921,122,000","1,011,201,000","1,124,412,000","1,363,246,000","1,524,868,000","1,194,875,000","1,537,598,000","1,392,383,000","1,793,030,000","1,935,039,000","1,539,423,000","1,496,521,000","1,369,600,000","1,105,800,000","961,100,000","392,300,000","276,700,000","183,300,000"
TangibleBookValue,"-920,000,000","-809,000,000","-1,006,000,000","-344,000,000","199,000,000","168,000,000","1,683,000,000","1,611,000,000","1,892,000,000","1,831,000,000","1,686,000,000","1,641,000,000","1,903,000,000","1,808,000,000","1,986,000,000","1,922,000,000","2,139,000,000","2,064,000,000","-3,580,600,000","-3,540,000,000","-3,167,000,000","-3,161,000,000","3,306,000,000","-3,037,000,000","-2,848,000,000","-614,000,000","-635,000,000","-554,000,000","-260,000,000","-395,000,000","372,000,000","9,942,000","203,434,000","84,031,000","1,092,984,000","1,000,692,000","1,150,650,000","830,616,000","867,429,000","963,846,000","1,489,739,000","1,338,966,000","983,989,000","833,571,000","717,053,000","687,568,000","1,273,986,000","1,097,216,000","1,181,567,000","820,405,000","641,147,000","486,327,000","382,523,000","22,099,000","11,600,000","-32,621,000","-80,227,000","-73,882,000","-59,552,000","-260,087,000","-41,600,000","-78,925,000","-75,224,000","-98,970,000","-130,711,000","-170,795,000","-199,158,000","-123,379,000","-318,434,000","-391,474,000","-573,647,000","-494,974,000","-275,052,000","-168,934,000","-383,774,000","-248,793,000","-216,978,000","50,228,000","279,564,000","-135,844,000","21,959,000","-64,400,000","112,700,000","148,800,000","167,500,000","126,000,000","92,300,000"
