name,ttm,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010
NetIncomeCommonStockholders,"347,000,000","543,000,000","591,900,000","552,500,000","839,100,000","881,023,000","661,485,000","397,602,000","126,137,000","56,877,000","30,788,000"
	NetIncome,"347,000,000","543,000,000","591,900,000","552,500,000","839,100,000","881,023,000","661,485,000","397,602,000","147,364,000","72,506,000","39,248,000"
		NetIncomeIncludingNoncontrollingInterests,"346,000,000","542,000,000","592,100,000","551,500,000","837,700,000","881,023,000","661,485,000","397,602,000","147,364,000","72,506,000","39,248,000"
			NetIncomeContinuousOperations,"346,000,000","542,000,000","592,100,000","551,500,000","837,700,000","881,023,000","661,485,000","397,602,000","147,364,000","72,506,000","39,248,000"
		MinorityInterests,"1,000,000","1,000,000","-200,000","1,000,000","1,400,000",,,,,,
	PreferredStockDividends,,,,,,,,,"21,227,000","15,629,000","8,460,000"
DilutedNIAvailtoComStockholders,"347,000,000","543,000,000","591,900,000","552,500,000","839,100,000","881,023,000","661,485,000","397,602,000","126,137,000","56,877,000","30,788,000"
BasicEPS,,"3.62","3.89","3.33","4.5","4.35","3.27","2.02","0.8","0.34","0.22"
DilutedEPS,,"3.58","3.82","3.29","4.44","4.28","3.22","1.97","0.78","0.33","0.22"
BasicAverageShares,,"149,765,468","152,283,586","165,986,733","186,293,295","202,680,572","202,582,945","196,615,054","158,258,126","183,378,696","140,554,377"
DilutedAverageShares,,"151,614,350","155,102,885","168,123,813","189,054,289","205,865,769","205,638,107","201,540,144","189,299,197","188,203,675","179,177,268"
TotalOperatingIncomeAsReported,"384,000,000","735,000,000","749,100,000","689,900,000","1,175,100,000","1,256,973,000","1,008,171,000","630,014,000","247,682,000","136,866,000","56,174,000"
TotalExpenses,"4,983,000,000","4,358,000,000","3,834,700,000","3,604,600,000","3,526,100,000","3,113,674,000","2,301,340,000","1,550,993,000","1,051,280,000","662,639,000","451,925,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"347,000,000","543,000,000","591,900,000","552,500,000","839,100,000","881,023,000","661,485,000","397,602,000","147,364,000","72,506,000","39,248,000"
NormalizedIncome,"687,017,291.066","739,425,000","688,857,000","714,141,800","850,325,500","883,404,184","662,444,728","398,925,792","147,867,880","76,664,800","38,655,140.699"
NetInterestIncome,"-36,000,000","-38,000,000","-22,300,000","-4,100,000","-1,700,000","-215,000","-393,000","-1,524,000","-1,495,000","-1,861,000","-2,057,000"
EBIT,"720,000,000","880,000,000","883,900,000","889,100,000","1,186,000,000","1,257,795,000","1,009,503,000","630,739,000","250,974,000","140,700,000","56,174,000"
EBITDA,"973,000,000"
ReconciledCostOfRevenue,"2,270,000,000","2,058,000,000","1,859,300,000","1,832,300,000","1,914,900,000","1,723,818,000","1,294,773,000","875,166,000","549,158,000","357,274,000","241,365,000"
ReconciledDepreciation,"253,000,000","225,000,000","208,600,000","219,800,000","183,200,000","138,425,000","79,654,000","54,291,000","37,554,000","25,543,000","18,843,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"347,000,000","543,000,000","591,900,000","552,500,000","839,100,000","881,023,000","661,485,000","397,602,000","147,364,000","72,506,000","39,248,000"
TotalUnusualItemsExcludingGoodwill,"-341,000,000","-225,000,000","-121,500,000","-201,800,000","-15,700,000","-3,392,000","-1,463,000","-2,088,000","-663,000","-5,620,000","830,000"
TotalUnusualItems,"-341,000,000","-225,000,000","-121,500,000","-201,800,000","-15,700,000","-3,392,000","-1,463,000","-2,088,000","-663,000","-5,620,000","830,000"
NormalizedEBITDA,"1,314,000,000","1,330,000,000","1,214,000,000","1,310,700,000","1,384,900,000","1,399,612,000","1,090,620,000","687,118,000","289,191,000","171,863,000","74,187,000"
TaxRateForCalcs,"0.003","0.127","0.202","0.199","0.285","0.298","0.344","0.366","0.24","0.26","0.286"
TaxEffectOfUnusualItems,"-982,708.934","-28,575,000","-24,543,000","-40,158,200","-4,474,500","-1,010,816","-503,272","-764,208","-159,120","-1,461,200","237,140.699"
