name,ttm,10/31/2019,10/31/2018,10/31/2017,10/31/2016,10/31/2015,10/31/2014,10/31/2013,10/31/2012
	NetIncome,"1,205,000,000","1,049,000,000","1,908,000,000","344,000,000","3,161,000,000","2,461,000,000","1,648,000,000","2,051,000,000","-14,761,000,000"
		NetIncomeIncludingNoncontrollingInterests,"1,205,000,000","1,049,000,000","1,908,000,000","344,000,000","3,161,000,000","2,461,000,000","1,648,000,000","2,051,000,000","-14,761,000,000"
			NetIncomeContinuousOperations,"1,205,000,000","1,049,000,000","2,012,000,000","436,000,000","3,161,000,000","2,461,000,000","1,648,000,000","2,051,000,000","-14,761,000,000"
			NetIncomeDiscontinuousOperations,,"0","-104,000,000","-92,000,000",,,,,
DilutedNIAvailtoComStockholders,"1,205,000,000","1,049,000,000","1,908,000,000","344,000,000","3,161,000,000","2,461,000,000","1,648,000,000","2,051,000,000","-14,761,000,000"
BasicEPS,,"0.78","1.25","0.21","1.84","1.36","0.76","1.139","-8.027"
DilutedEPS,,"0.77","1.23","0.21","1.82","1.34","0.75","1.123","-8.027"
BasicAverageShares,,"1,353,000,000","1,529,000,000","1,646,000,000","1,715,000,000","1,804,000,000","1,839,000,000","1,801,000,000","1,839,000,000"
DilutedAverageShares,,"1,366,000,000","1,553,000,000","1,674,000,000","1,739,000,000","1,834,000,000","1,869,000,000","1,826,000,000","1,869,000,000"
TotalOperatingIncomeAsReported,"1,166,000,000","1,274,000,000","1,858,000,000","625,000,000","4,150,000,000","1,523,000,000","2,335,000,000","2,952,000,000","-14,139,000,000"
TotalExpenses,"26,095,000,000","26,310,000,000","29,817,000,000","27,050,000,000","46,064,000,000","48,383,000,000","51,306,000,000","53,415,000,000","56,582,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,205,000,000","1,049,000,000","1,908,000,000","344,000,000","3,161,000,000","2,461,000,000","1,648,000,000","2,051,000,000","-14,761,000,000"
NormalizedIncome,"2,313,675,548.589","1,841,450,000","2,399,630,000","1,155,400,000","2,844,800,000","3,781,600,000","2,736,385,026.738","2,767,856,000","-2,671,650,000"
NetInterestIncome,"-145,000,000","-177,000,000","-274,000,000","-327,000,000","-312,000,000","-53,000,000","-91,000,000","-81,000,000","-175,000,000"
EBIT,"2,436,000,000","2,825,000,000","1,035,000,000","1,821,000,000","4,059,000,000","3,724,000,000","3,817,000,000","3,956,000,000","4,460,000,000"
EBITDA,"5,022,000,000"
ReconciledCostOfRevenue,"16,831,000,000","17,374,000,000","19,278,000,000","17,447,000,000","32,487,000,000","34,073,000,000","36,248,000,000","38,462,000,000","40,926,000,000"
ReconciledDepreciation,"2,586,000,000","2,535,000,000","2,576,000,000","3,051,000,000","3,775,000,000","3,947,000,000","4,144,000,000","4,396,000,000","4,858,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"1,205,000,000","1,049,000,000","2,012,000,000","436,000,000","3,161,000,000","2,461,000,000","1,648,000,000","2,051,000,000","-14,761,000,000"
TotalUnusualItemsExcludingGoodwill,"-1,174,000,000","-1,174,000,000","-531,000,000","-1,199,000,000","408,000,000","-2,201,000,000","-1,482,000,000","-1,004,000,000","-18,599,000,000"
TotalUnusualItems,"-1,174,000,000","-1,174,000,000","-531,000,000","-1,199,000,000","408,000,000","-2,201,000,000","-1,482,000,000","-1,004,000,000","-18,599,000,000"
NormalizedEBITDA,"6,196,000,000","6,534,000,000","4,142,000,000","6,071,000,000","7,426,000,000","9,872,000,000","9,443,000,000","9,356,000,000","27,917,000,000"
TaxRateForCalcs,"0.056","0.325","0.27","0.4","0.225","0.4","0.266","0.286","0.35"
TaxEffectOfUnusualItems,"-65,324,451.411","-381,550,000","-143,370,000","-479,600,000","91,800,000","-880,400,000","-393,614,973.262","-287,144,000","-6,509,650,000"
