name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244,000,000","239,000,000",,,"205,000,000","239,505,862","170,826,852","129,870,130","104,823,936","108,013,579","108,119,226","93,411,508","68,012,752","64,575,646","81,143,815","69,296,971","56,887,897","57,000,000","71,000,000","71,000,000","64,000,000","70,000,000","64,000,000","75,000,000","73,000,000","65,000,000","74,000,000","60,000,000","43,000,000","46,000,000","59,000,000","47,000,000","46,000,000","47,000,000","51,000,000","56,000,000","52,000,000","56,000,000","59,138,000","21,733,000","23,700,000","23,400,000","23,200,000","24,400,000","23,000,000","25,600,000","25,100,000","24,600,000","23,300,000","23,200,000","25,400,000","25,200,000","21,500,000","21,800,000","22,700,000","22,600,000","22,500,000","21,700,000","22,100,000","22,200,000","19,400,000","16,100,000","15,600,000","13,700,000","13,600,000","11,700,000","12,500,000","12,900,000","12,500,000","12,300,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244,000,000","239,000,000",,,"205,000,000","239,505,862","170,826,852","129,870,130","104,823,936","108,013,579","108,119,226","93,411,508","68,012,752","64,575,646","81,143,815","69,296,971","56,887,897","57,000,000","71,000,000","71,000,000","64,000,000","70,000,000","64,000,000","75,000,000","73,000,000","65,000,000","74,000,000","60,000,000","43,000,000","46,000,000","59,000,000","47,000,000","46,000,000","47,000,000","51,000,000","56,000,000","52,000,000","56,000,000","59,138,000","21,733,000","23,700,000","23,400,000","23,200,000","24,400,000","23,000,000","25,600,000","25,100,000","24,600,000","23,300,000","23,200,000","25,400,000","25,200,000","21,500,000","21,800,000","22,700,000","22,600,000","22,500,000","21,700,000","22,100,000","22,200,000","19,400,000","16,100,000","15,600,000","13,700,000","13,600,000","11,700,000","12,500,000","12,900,000","12,500,000","12,300,000"
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"199,168,033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,337,829",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,337,829",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"652,000,000","86,000,000","290,000,000","146,000,000","171,000,000","16,000,000","116,000,000","152,000,000","108,000,000","85,000,000","-14,000,000","-25,000,000","68,000,000","30,000,000","-13,000,000","14,000,000","49,000,000","2,000,000","112,000,000","221,000,000","76,000,000","86,000,000","116,000,000","72,000,000","37,000,000","114,000,000","50,000,000","53,000,000","142,000,000","65,000,000","231,000,000","-61,000,000","106,000,000","-80,000,000","575,000,000","139,000,000",,"43,000,000","42,000,000","4,000,000",,,"-2,000,000","-3,000,000","8,000,000","-103,365,688","783,727,494","43,644,880","-48,849,990","-41,148,030","-219,532,330","33,787,140","-42,507,970","-36,900,370","-157,755,921","22,353,862","14,500,837","8,000,000","20,000,000","31,000,000","14,000,000","5,000,000","14,000,000","12,000,000","10,000,000","6,000,000","8,000,000","9,000,000","7,000,000","6,000,000","88,000,000","-16,000,000","8,000,000","6,000,000","15,000,000","18,000,000","16,000,000","10,000,000","14,165,000","7,013,000","5,800,000","5,100,000","6,600,000","7,500,000","7,800,000","5,300,000","10,300,000","5,800,000","5,800,000","8,000,000","10,500,000","12,300,000","8,500,000","7,500,000","10,300,000","8,800,000","8,700,000","8,200,000","11,100,000","7,000,000","7,600,000","7,900,000","8,500,000","7,200,000","6,500,000","4,700,000","5,900,000","5,700,000","4,000,000","3,800,000"
OperatingIncome,"1,813,000,000","278,000,000","200,000,000","561,000,000","774,000,000","914,000,000","817,000,000","782,000,000","1,074,000,000","1,220,000,000","1,064,000,000","981,000,000","973,000,000","1,070,000,000","1,446,000,000","310,000,000","71,000,000","73,000,000","87,000,000","63,000,000","213,000,000","204,000,000","253,000,000","308,000,000","212,000,000","250,000,000","438,000,000","491,000,000","404,000,000","604,000,000","513,000,000","677,000,000","556,000,000","941,000,000","942,000,000","1,365,000,000","1,141,000,000","832,000,000","1,088,000,000","911,000,000","708,000,000","518,000,000","758,000,000","624,000,000","567,000,000","661,792,512","-587,021,537","622,737,918","879,299,817","617,220,450","649,266,755","819,835,039","764,080,765","628,459,410","1,295,712,919","819,269,029","857,780,257","588,000,000","651,000,000","502,000,000","380,000,000","301,000,000","341,000,000","305,000,000","196,000,000","156,000,000","114,000,000","45,000,000","16,000,000","27,000,000","-46,000,000","40,000,000","21,000,000","10,000,000","-2,000,000","56,000,000","62,000,000","154,000,000","141,154,000","9,589,000","8,000,000","16,500,000","11,800,000","5,800,000","4,000,000","8,000,000","9,400,000","19,800,000","13,100,000","10,500,000","8,000,000","11,400,000","17,300,000","16,900,000","20,200,000","16,100,000","21,700,000","25,000,000","30,200,000","31,700,000","29,200,000","24,900,000","20,300,000","27,500,000","23,900,000","21,700,000","23,000,000","26,800,000","18,900,000","20,600,000"
NetNonOperatingInterestIncomeExpense,"-144,000,000","-18,000,000","-65,000,000","-27,000,000","-34,000,000","-28,000,000","-66,000,000","-48,000,000","-24,000,000","-13,000,000","-34,000,000","-19,000,000","-38,000,000","-57,000,000","-82,000,000","-72,000,000","-69,000,000","-76,000,000","-70,000,000","-62,000,000","-62,000,000","-63,000,000","-66,000,000","-60,000,000","-57,000,000","-51,000,000","-65,000,000","-68,000,000","-68,000,000","-69,000,000","-41,000,000","-116,000,000","-118,000,000","-134,000,000","-134,000,000","-133,000,000","-109,000,000","-106,000,000","-139,000,000","-131,000,000","-142,000,000","-161,000,000","-208,000,000","-174,000,000","-164,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,"5,000,000","7,000,000","9,000,000","20,000,000","12,000,000",,"10,000,000","7,000,000","6,000,000","6,000,000","7,000,000","1,000,000","3,000,000","3,000,000","3,000,000","2,000,000","8,000,000","1,000,000","3,000,000","0","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","10,000,000","1,000,000","1,000,000","1,000,000","44,000,000","27,000,000","33,000,000","31,000,000","35,000,000","27,000,000","26,000,000","25,000,000","1,000,000","1,000,000",,,"1,000,000","1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"66,000,000","6,000,000","6,000,000","16,000,000","38,000,000","28,000,000","21,000,000","39,000,000","11,000,000","4,000,000","-3,000,000","7,000,000","19,000,000","41,000,000","45,000,000","59,000,000","53,000,000","63,000,000","56,000,000","58,000,000","54,000,000","57,000,000","57,000,000","57,000,000","53,000,000","50,000,000","55,000,000","64,000,000","68,000,000","66,000,000","-62,000,000","143,000,000","151,000,000","165,000,000","169,000,000","160,000,000","135,000,000","131,000,000","140,000,000","132,000,000","142,000,000","161,000,000","209,000,000","175,000,000","164,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"71,000,000","17,000,000","18,000,000","20,000,000","16,000,000","12,000,000","22,000,000","19,000,000","20,000,000","15,000,000","26,000,000","19,000,000","20,000,000","19,000,000","24,000,000","16,000,000","18,000,000","21,000,000","10,000,000","7,000,000","8,000,000","7,000,000","6,000,000","4,000,000","5,000,000","2,000,000","7,000,000","5,000,000","1,000,000","4,000,000","6,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-3,500,000,000","-640,000,000","-2,500,000,000","10,000,000","-370,000,000","97,000,000","-45,000,000","885,000,000","-38,000,000","-34,000,000","146,000,000",,"-22,000,000","-88,000,000","-264,000,000","110,000,000","57,000,000","124,000,000","-708,000,000","-2,923,000,000","7,000,000","-6,000,000","-20,000,000","-12,000,000","-4,000,000","-28,000,000","4,000,000","-3,000,000","-22,000,000","-3,000,000","-250,000,000","-184,000,000","-9,000,000","-350,000,000","162,000,000","77,000,000","117,000,000","12,000,000","363,000,000","-202,000,000","-80,000,000","784,000,000","139,000,000","392,000,000","323,000,000","-74,372,872","-760,713,104","81,967,213","77,345,817","-5,143,504","-189,756,269","-10,931,134","5,313,496","-8,071,956","-15,122,320","20,118,475","53,541,550","120,000,000","49,000,000","56,000,000","19,000,000","31,000,000","24,000,000","-79,000,000","11,000,000","5,000,000","52,000,000","7,000,000","9,000,000","4,000,000","4,000,000","7,000,000","8,000,000","5,000,000","24,000,000","-163,000,000","9,000,000","22,000,000","-1,785,000","29,225,000","14,900,000","6,300,000","23,800,000","17,200,000","4,500,000","4,300,000","-84,500,000","-500,000","4,600,000","3,200,000","-313,100,000","19,500,000","13,400,000","13,800,000","-5,800,000","312,600,000","14,200,000","11,900,000","13,700,000","10,200,000","7,000,000","10,700,000","16,600,000","5,900,000","800,000",,"0","-4,400,000","-5,200,000","-6,200,000"
	GainOnSaleOfSecurity,"59,000,000","-13,000,000","54,000,000","12,000,000","6,000,000","94,000,000","4,000,000","25,000,000","-27,000,000","-31,000,000","-16,000,000","18,000,000","13,000,000","79,000,000","-18,000,000","84,000,000","50,000,000","125,000,000","-20,000,000","-26,000,000","7,000,000","-36,000,000","-6,000,000","-6,000,000","7,000,000","-7,000,000","54,000,000","12,000,000","-21,000,000","-2,000,000","284,000,000","-2,000,000",,,,,,,,"26,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"-7,000,000","-4,000,000","-1,000,000","-2,000,000","0",,"0","-1,000,000","-2,000,000",,"1,000,000","1,000,000","3,000,000","1,000,000","-1,000,000","0","2,000,000","1,000,000","-1,000,000","0","0","-1,000,000","-1,000,000","0","-1,000,000",,"1,000,000","-2,000,000","0","-1,000,000","-1,000,000",,"-1,000,000",,,,"2,000,000",,,,,,,,,"-1,260,557","-100,563,295","57,483,500","54,956,239","9,258,307",,,,,,,,,,,,,,,,,"0",,"4,000,000","6,000,000","6,000,000","2,000,000","5,000,000","4,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-3,592,000,000","-637,000,000","-2,553,000,000","0","-402,000,000","3,000,000","-49,000,000","861,000,000","-9,000,000","-3,000,000","161,000,000","-19,000,000","-38,000,000","-168,000,000","-245,000,000","26,000,000","5,000,000","-2,000,000","-687,000,000","-2,897,000,000","0","32,000,000","-12,000,000","-6,000,000","-10,000,000","-18,000,000","-50,000,000","-13,000,000","0","0","-423,000,000","-182,000,000","-8,000,000","-350,000,000","160,000,000","77,000,000","115,000,000","12,000,000","404,000,000","-228,000,000","-80,000,000","784,000,000","139,000,000","392,000,000","323,000,000","-73,112,315","-660,149,809","24,483,713","22,389,578","-14,401,811","-184,790,533","-10,931,134","5,313,496","-8,071,956","-15,122,320","20,118,475","53,541,550","120,000,000","49,000,000","56,000,000","19,000,000","31,000,000","24,000,000","-79,000,000","11,000,000","5,000,000","52,000,000","7,000,000","5,000,000","-2,000,000","-2,000,000","5,000,000","3,000,000","1,000,000","25,000,000","-163,000,000","9,000,000","22,000,000","-1,785,000","29,225,000","14,900,000","6,300,000","23,800,000","17,200,000","4,500,000","4,300,000","-84,500,000","-500,000","4,600,000","3,200,000","-313,100,000","19,500,000","13,400,000","13,800,000","-5,800,000","312,600,000","14,200,000","11,900,000","13,700,000","10,200,000","7,000,000","10,700,000","16,600,000","5,900,000","800,000",,"0","-4,400,000","-5,200,000","-6,200,000"
		RestructuringAndMergernAcquisition,,,,,,,,,,,"3,000,000",,,,"2,000,000",,,,"19,000,000",,,,"1,000,000","2,000,000","8,000,000",,,,,,,,,,,,,,,,,,,,,"25,211,143",,,,"3,086,102",,,,"8,071,956",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"3,337,000,000","647,000,000","2,519,000,000","0","171,000,000",,"41,000,000",,,,"163,000,000","0",,,"268,000,000","26,000,000",,,"736,000,000","2,895,000,000","0","0","6,000,000","0","0","12,000,000",,,,,"0",,,,,,,,,,,,"27,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-15,800,000","303,100,000",,,,,,,,,,,,,,
