name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
EBIT,"-1,765,000,000","-374,000,000","-2,359,000,000","560,000,000","408,000,000","1,011,000,000","727,000,000","1,658,000,000","1,023,000,000","1,177,000,000","1,173,000,000","969,000,000","932,000,000","966,000,000","1,145,000,000","407,000,000","112,000,000","184,000,000","-635,000,000","-2,864,000,000","212,000,000","192,000,000","224,000,000","293,000,000","204,000,000","220,000,000","432,000,000","484,000,000","382,000,000","598,000,000","160,000,000","520,000,000","580,000,000","622,000,000","1,139,000,000","1,469,000,000","1,284,000,000","869,000,000","850,000,000","710,000,000","628,000,000","1,302,000,000","898,000,000","1,017,000,000","890,000,000","661,792,512","-587,021,537","622,737,918","879,299,817","617,220,450","649,266,755","819,835,039","764,080,765","628,459,410","1,295,712,919","819,269,029","857,780,257","588,000,000","651,000,000","502,000,000","380,000,000","301,000,000","341,000,000","305,000,000","196,000,000","156,000,000","114,000,000","45,000,000","16,000,000","27,000,000","-46,000,000","40,000,000","21,000,000","10,000,000","-2,000,000","56,000,000","62,000,000","154,000,000","141,154,000","9,589,000","8,000,000","16,500,000","11,800,000","5,800,000","4,000,000","8,000,000","9,400,000","19,800,000","13,100,000","10,500,000","8,000,000","11,400,000","17,300,000","16,900,000","20,200,000","16,100,000","21,700,000","25,000,000","30,200,000","31,700,000","29,200,000","24,900,000","20,300,000","27,500,000","23,900,000","21,700,000","23,000,000","26,800,000","18,900,000","20,600,000"
EBITDA,"-141,000,000"
ReconciledCostOfRevenue,"8,509,000,000","1,979,000,000","2,195,000,000","2,248,000,000","2,087,000,000","2,064,000,000","2,236,000,000","2,200,000,000","1,775,000,000","1,732,000,000","1,923,000,000","2,037,000,000","1,752,000,000","1,707,000,000","1,980,000,000","1,853,000,000","1,528,000,000","1,543,000,000","1,854,000,000","1,762,000,000","1,688,000,000","1,676,000,000","1,840,000,000","1,838,000,000","1,714,000,000","1,679,000,000","1,830,000,000","1,927,000,000","1,570,000,000","1,629,000,000","2,011,000,000","1,811,000,000","1,826,000,000","1,629,000,000","1,760,000,000","1,809,000,000","1,599,000,000","1,469,000,000","1,605,000,000","1,515,000,000","1,125,000,000","1,056,000,000","1,390,000,000","1,437,000,000","875,168,032","913,903,946","1,291,535,636","982,341,193","886,560,292","848,678,120","969,909,434","945,647,311","729,825,380","656,134,686","839,980,985","687,152,346","594,646,402","592,000,000","572,000,000","519,000,000","515,000,000","529,000,000","444,000,000","569,000,000","533,000,000","478,000,000","560,000,000","460,000,000","419,000,000","476,000,000","506,000,000","453,000,000","426,000,000","420,000,000","445,000,000","440,000,000","434,000,000","432,000,000","473,643,000","135,390,000","106,900,000","119,100,000","125,100,000","107,000,000","97,700,000","120,200,000","125,900,000","131,700,000","124,300,000","119,900,000","119,900,000","141,700,000","107,100,000","119,000,000","112,400,000","123,700,000","123,300,000","116,500,000","120,200,000","119,300,000","119,400,000","98,300,000","97,500,000","87,700,000","86,600,000","85,300,000","94,500,000","86,700,000","66,900,000","53,200,000"
ReconciledDepreciation,"1,624,000,000","378,000,000","415,000,000","436,000,000","395,000,000","373,000,000","400,000,000","380,000,000","353,000,000","350,000,000","373,000,000","395,000,000","358,000,000","341,000,000","387,000,000","365,000,000","324,000,000","309,000,000","333,000,000","331,000,000","365,000,000","337,000,000","341,000,000","338,000,000","338,000,000","327,000,000","329,000,000","322,000,000","289,000,000","293,000,000","242,000,000","249,000,000","257,000,000","213,000,000","222,000,000","243,000,000","230,000,000","216,000,000","234,000,000","223,000,000","244,000,000","239,000,000","258,000,000","275,000,000","195,831,968","199,168,032","170,826,852","130,070,985","104,687,418","108,013,579","108,119,226","92,810,406","67,199,062","64,575,646","81,143,815","69,525,870","56,775,795","57,000,000","71,000,000","71,000,000","62,000,000","70,000,000","64,000,000","75,000,000","73,000,000","63,000,000","69,000,000","60,000,000","43,000,000","46,000,000","59,000,000","47,000,000","46,000,000","47,000,000","51,000,000","67,000,000","52,000,000","56,000,000","59,138,000","19,762,000","23,700,000","23,400,000","23,200,000","24,400,000","23,000,000","25,600,000","25,100,000","24,600,000","23,400,000","23,200,000","25,400,000","25,100,000","21,500,000","21,800,000","22,700,000","22,600,000","22,400,000","21,700,000","22,100,000","22,200,000","19,500,000","16,100,000","15,600,000","13,700,000","13,700,000","11,700,000","12,500,000","12,900,000","12,500,000","12,300,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-1,547,000,000","-312,000,000","-1,835,000,000","369,000,000","231,000,000","630,000,000","433,000,000","1,281,000,000","634,000,000","759,000,000","760,000,000","600,000,000","577,000,000","572,000,000","697,000,000","234,000,000","15,000,000","94,000,000","-459,000,000","-2,146,000,000","63,000,000","68,000,000","129,000,000","84,000,000","80,000,000","69,000,000","232,000,000","267,000,000","143,000,000","319,000,000","145,000,000","180,000,000","268,000,000","218,000,000","637,000,000","814,000,000","756,000,000","461,000,000","361,000,000","331,000,000","260,000,000","908,000,000","302,000,000","583,000,000","521,000,000","229,421,404","-600,962,267","432,190,760","503,765,520","342,557,350","295,144,266","494,882,242","480,340,064","389,760,148","851,619,629","495,138,035","600,111,545","448,000,000","510,000,000","405,000,000","225,000,000","205,000,000","262,000,000","120,000,000","116,000,000","96,000,000","107,000,000","19,000,000","12,000,000","11,000,000","15,000,000","5,000,000","8,000,000","2,000,000","6,000,000","-105,000,000","23,000,000","55,000,000","42,384,000","24,602,000","11,100,000","7,000,000","33,700,000","12,100,000","-2,300,000","1,800,000","-55,400,000","2,100,000","3,100,000","1,100,000","-222,300,000","16,300,000","15,100,000","15,200,000","1,900,000","212,400,000","19,700,000","20,800,000","27,400,000","22,600,000","18,100,000","21,500,000","25,900,000","18,400,000","13,000,000","11,800,000","13,600,000","9,900,000","3,000,000","2,700,000"
TotalUnusualItemsExcludingGoodwill,"-3,533,000,000","-650,000,000","-2,499,000,000","12,000,000","-396,000,000","97,000,000","-45,000,000","886,000,000","-36,000,000","-34,000,000","145,000,000","-1,000,000","-25,000,000","-89,000,000","-263,000,000","110,000,000","55,000,000","123,000,000","-707,000,000","-2,923,000,000","7,000,000","-4,000,000","-18,000,000","-12,000,000","-3,000,000","-25,000,000","4,000,000","-1,000,000","-21,000,000","-2,000,000","-139,000,000","-184,000,000","-8,000,000","-350,000,000","160,000,000","77,000,000","115,000,000","12,000,000","404,000,000","-202,000,000","-80,000,000","784,000,000","139,000,000","392,000,000","323,000,000","-73,112,315","-660,149,809","24,483,713","22,389,578","-14,401,811","-184,790,533","-10,931,134","5,313,496","-8,071,956","-15,122,320","20,118,475","53,541,550","120,000,000","49,000,000","56,000,000","19,000,000","31,000,000","24,000,000","-79,000,000","11,000,000","5,000,000","52,000,000","7,000,000","5,000,000","-2,000,000","-2,000,000","5,000,000","3,000,000","1,000,000","25,000,000","-163,000,000","9,000,000","22,000,000","-1,785,000","29,225,000","14,900,000","6,300,000","23,800,000","17,200,000","4,500,000","4,300,000","-84,500,000","-500,000","4,600,000","3,200,000","-313,100,000","19,500,000","13,400,000","13,800,000","-5,800,000","312,600,000","14,200,000","11,900,000","13,700,000","10,200,000","7,000,000","10,700,000","16,600,000","5,900,000","800,000",,"0","-4,400,000","-5,200,000","-6,200,000"
TotalUnusualItems,"-3,533,000,000","-650,000,000","-2,499,000,000","12,000,000","-396,000,000","97,000,000","-45,000,000","886,000,000","-36,000,000","-34,000,000","145,000,000","-1,000,000","-25,000,000","-89,000,000","-263,000,000","110,000,000","55,000,000","123,000,000","-707,000,000","-2,923,000,000","7,000,000","-4,000,000","-18,000,000","-12,000,000","-3,000,000","-25,000,000","4,000,000","-1,000,000","-21,000,000","-2,000,000","-139,000,000","-184,000,000","-8,000,000","-350,000,000","160,000,000","77,000,000","115,000,000","12,000,000","404,000,000","-202,000,000","-80,000,000","784,000,000","139,000,000","392,000,000","323,000,000","-73,112,315","-660,149,809","24,483,713","22,389,578","-14,401,811","-184,790,533","-10,931,134","5,313,496","-8,071,956","-15,122,320","20,118,475","53,541,550","120,000,000","49,000,000","56,000,000","19,000,000","31,000,000","24,000,000","-79,000,000","11,000,000","5,000,000","52,000,000","7,000,000","5,000,000","-2,000,000","-2,000,000","5,000,000","3,000,000","1,000,000","25,000,000","-163,000,000","9,000,000","22,000,000","-1,785,000","29,225,000","14,900,000","6,300,000","23,800,000","17,200,000","4,500,000","4,300,000","-84,500,000","-500,000","4,600,000","3,200,000","-313,100,000","19,500,000","13,400,000","13,800,000","-5,800,000","312,600,000","14,200,000","11,900,000","13,700,000","10,200,000","7,000,000","10,700,000","16,600,000","5,900,000","800,000",,"0","-4,400,000","-5,200,000","-6,200,000"
NormalizedEBITDA,"3,392,000,000","654,000,000","555,000,000","984,000,000","1,199,000,000","1,287,000,000","1,172,000,000","1,152,000,000","1,412,000,000","1,561,000,000","1,401,000,000","1,365,000,000","1,315,000,000","1,396,000,000","1,795,000,000","662,000,000","381,000,000","370,000,000","405,000,000","390,000,000","570,000,000","533,000,000","583,000,000","643,000,000","545,000,000","572,000,000","757,000,000","807,000,000","692,000,000","893,000,000","541,000,000","953,000,000","845,000,000","1,185,000,000","1,201,000,000","1,635,000,000","1,399,000,000","1,073,000,000","680,000,000","1,135,000,000","952,000,000","757,000,000","1,017,000,000","900,000,000","772,000,000","974,410,689","243,955,124","728,325,190","961,734,175","739,635,840","942,176,514","924,177,681","826,780,021","701,107,012","1,391,979,054","868,676,424","861,126,604","525,000,000","673,000,000","517,000,000","425,000,000","340,000,000","381,000,000","459,000,000","258,000,000","216,000,000","136,000,000","98,000,000","54,000,000","75,000,000","15,000,000","82,000,000","64,000,000","56,000,000","24,000,000","286,000,000","105,000,000","188,000,000","202,077,000","2,097,000","16,800,000","33,600,000","11,200,000","13,000,000","22,500,000","29,300,000","119,000,000","44,900,000","31,900,000","30,500,000","346,500,000","17,100,000","25,400,000","24,900,000","48,700,000","-273,900,000","30,000,000","34,800,000","38,600,000","43,700,000","41,700,000","30,300,000","19,300,000","35,300,000","36,800,000","33,400,000","35,500,000","44,100,000","36,600,000","39,100,000"
TaxRateForCalcs,"0.157","0.182","0.216","0.314","0.324","0.345","0.37","0.203","0.364","0.347","0.347","0.369","0.361","0.373","0.359","0.342","0.265","0.215","0.321","0.26","0.265","0.4","0.192","0.25","0.25","0.25","0.355","0.343","0.25","0.382","0.297","0.25","0.343","0.25","0.321","0.359","0.319","0.34","0.28","0.384","0.28","0.178","0.289","0.214","0.241","0.37","0.134","0.37","0.295","0.325","0.068","0.372","0.343","0.349","0.305","0.393","0.323","0.342","0.239","0.257","0.4","0.357","0.262","0.4","0.389","0.338","0.305","0.4","0.4","0.267","0.167","0.286","0.385","0.4","0.4","0.186","0.4","0.4","0.4","0.025","0.4","0.3","0.4","0.4","0.395","0.4","0.366","0.4","0.4","0.4","0.296","0.151","0.281","0.269","0.4","0.337","0.301","0.283","0.228","0.315","0.344","0.293","0.173","0.359","0.4","0.4","0.37","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"-555,709,448.389","-118,026,315.789","-538,896,405.92","3,772,058.824","-128,432,432.432","33,451,678.535","-16,635,977.337","180,045,707.227","-13,090,909.091","-11,797,101.449","50,306,122.449","-369,022.869","-9,036,144.578","-33,194,594.595","-94,440,909.091","37,614,942.529","14,575,000","26,429,752.066","-227,140,376.266","-759,980,000","1,855,000","-1,600,000","-3,449,101.796","-3,000,000","-750,000","-6,250,000","1,421,750.663","-342,857.143","-5,250,000","-763,157.895","-41,324,324.324","-46,000,000","-2,741,258.741","-87,500,000","51,298,969.072","27,647,058.824","36,631,853.786","4,081,300.813","113,120,000","-77,584,775.087","-22,400,000","139,484,662.577","40,146,589.26","83,800,475.059","77,858,126.722","-27,025,014.225","-88,263,105.254","9,057,319.492","6,604,925.51","-4,680,588.582","-12,527,277.677","-4,066,436.983","1,822,652.695","-2,815,075.21","-4,619,282.235","7,909,592.221","17,308,400.445","41,057,268.722","11,701,492.537","14,385,321.101","7,600,000","11,078,369.906","6,287,323.944","-31,600,000","4,284,210.526","1,689,655.172","15,870,129.87","2,800,000","2,000,000","-533,333.333","-333,333.333","1,428,571.429","1,153,846.154","400,000","10,000,000","-30,325,581.395","3,600,000","8,800,000","-714,000","733,085.992","5,960,000","1,890,000","9,520,000","6,880,000","1,776,315.789","1,720,000","-30,938,215.103","-200,000","1,840,000","1,280,000","-92,700,601.647","2,945,312.5","3,764,761.905","3,715,384.615","-2,320,000","105,500,062.383","4,280,141.844","3,364,827.586","3,125,915.493","3,214,545.455","2,409,420.29","3,132,565.789","2,863,897.764","2,117,421.603","320,000","0","0","-1,760,000","-2,080,000","-2,480,000"
