name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,12/31/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,03/31/2003,12/31/2002,03/31/2002,12/31/2001,12/31/2000,06/30/2000,12/31/1999,12/31/1998
			TaxesReceivable,"231,603,000","214,868,000","77,421,000","251,260,000","271,799,000","228,691,000","255,235,000","231,799,000","218,328,000","227,215,000","207,630,000","200,559,000","168,228,000","230,168,000","253,530,000","241,514,000","226,444,000","244,218,000","283,404,000","304,780,000","260,016,000","100,880,000","224,726,000","104,014,000","207,661,000","211,455,000","233,635,000","265,486,000","220,529,000",,,,,,,,"68,420,000",,,,"72,013,000","93,357,000","73,077,000",,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,324,000","50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"56,576,000","446,079,000",,"44,992,000","48,957,000","46,902,000","44,036,000","46,243,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,765,000",,"899,000",,,,"4,046,000",,,"417,000",,,"4,665,000","7,870,000",,"-12,020,000",,,
		Inventory,"354,232,000","368,013,000","335,913,000","301,659,000","279,344,000","267,710,000","247,625,000","267,329,000","236,666,000","243,457,000","233,691,000","235,311,000","241,363,000","222,814,000","228,436,000","229,522,000","224,908,000","203,512,000","231,801,000","235,494,000","266,039,000","264,536,000","253,931,000","243,760,000","231,028,000","232,361,000","207,066,000","203,213,000","181,283,000","147,556,000","85,607,000","72,787,000","66,211,000","53,193,000",,,"46,563,000",,,,"50,609,000","69,056,000","73,167,000","59,167,000","58,097,000","58,163,000","56,848,000","53,515,000","46,827,000","46,382,000","37,283,000","38,441,000","38,218,000","37,305,000","35,323,000","36,452,000","34,251,000","33,391,000","33,210,000","33,904,000","35,385,000","33,663,000","33,697,000","25,664,000","27,445,000","25,255,000","27,900,000"
		PrepaidAssets,"63,267,000","46,434,000",,"35,918,000","77,530,000","91,054,000","108,208,000","91,025,000","96,210,000","129,393,000","154,301,000","132,104,000","125,193,000","146,870,000","138,092,000","112,150,000","177,613,000","198,893,000","158,672,000","94,375,000","95,735,000",,"223,700,000",,"261,068,000","271,957,000",,,"202,140,000",,,"25,501,000",,,,,"15,258,000",,,,"13,346,000","18,129,000","22,401,000",,"12,949,000",,,,"26,786,000",,"24,278,000",,,,"23,140,000",,,"24,080,000",,,"28,338,000","45,324,000","39,467,000","15,658,000",,"13,343,000",
		RestrictedCash,"0","4,000",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"320,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270,782,000","113,982,000","98,789,000","115,416,000","97,656,000",,,,,,,"6,545,000","6,894,000","8,113,000","7,204,000","4,624,000","9,142,000","10,313,000","7,974,000","6,435,000","9,124,000","7,670,000","9,316,000","9,336,000","9,953,000","10,085,000","6,041,000","8,050,000","8,038,000","5,997,000","5,282,000","5,215,000","5,403,000","5,198,000","2,220,000",,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270,782,000","113,982,000","98,789,000","115,416,000","97,656,000",,,,,,,"6,545,000","6,894,000","8,113,000","7,204,000","4,624,000","9,142,000","10,313,000","7,974,000","6,435,000","9,124,000","7,670,000","9,316,000","9,336,000","9,953,000","10,085,000","6,041,000","8,050,000","8,038,000","5,997,000","5,282,000","5,215,000","5,403,000","5,198,000","2,220,000",,,
		AssetsHeldForSaleCurrent,"485,150,000","363,413,000","51,407,000","2,006,000","5,768,000","33,791,000","28,475,000","140,586,000","291,103,000","328,872,000","311,104,000","350,055,000","337,195,000","40,786,000","87,809,000","2,007,000","1,960,000","929,000","1,001,000","994,000","1,064,000","1,098,000","2,542,000","2,237,000","2,445,000","11,125,000","10,894,000","11,986,000","47,655,000",,"9,729,000","4,661,000","4,398,000","5,497,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,"97,375,000","69,881,000",,"50,046,000","43,412,000","94,737,000","77,761,000","92,535,000","64,545,000","51,777,000","13,700,000","5,132,000","12,350,000","16,478,000","16,281,000","11,696,000","21,034,000","34,713,000","13,357,000","48,309,000","94,717,000",,"28,376,000",,"76,572,000","47,111,000",,,"125,993,000",,,"31,319,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"258,000","1,085,000","281,441,000","258,000","1,435,000","979,000","518,000","4,469,000","327,000","1,647,000","581,000","5,912,000","1,017,000","1,413,000","796,000","688,000","6,506,000","599,000","599,000","2,027,000","1,286,000","239,045,000","627,000","328,740,000","657,000","709,000","229,342,000","202,892,000","696,000","990,309,000","263,113,000","1,159,000","261,802,000","264,271,000",,,"63,041,000",,,,"358,818,000","67,180,000","136,855,000","128,088,000","390,248,000","84,103,000","374,254,000","85,479,000","46,372,000","58,460,000","37,628,000","64,633,000","52,944,000","73,071,000","33,427,000","251,394,000","211,141,000","33,578,000","149,987,000","148,276,000","147,942,000","6,002,000","-50,138,000","-28,684,000","45,193,000","20,638,000","31,200,000"
	TotalNonCurrentAssets,"17,069,578,000","16,376,747,000","16,908,996,000","16,856,092,000","14,260,415,000","14,149,622,000","14,244,839,000","15,043,208,000","15,052,473,000","15,362,697,000","15,262,012,000","15,598,419,000","15,571,419,000","16,090,213,000","16,205,585,000","15,869,756,000","15,278,517,000","14,767,277,000","15,907,780,000","15,816,103,000","16,849,806,000","17,052,622,000","17,800,096,000","17,479,365,000","17,651,597,000","17,928,421,000","18,004,818,000","17,754,472,000","17,185,458,000","16,030,699,000","6,495,778,000","6,305,308,000","5,862,574,000","5,252,828,000","5,259,884,000","5,054,250,000","4,363,001,000","4,822,934,000","4,750,223,000",,"3,553,830,000","3,208,833,000","3,045,234,000","2,895,730,000","2,807,839,000","2,404,194,000","2,346,359,000","2,254,734,000","2,222,481,000","1,997,061,000","1,566,558,000","1,466,153,000","1,344,632,000","1,261,127,000","1,238,441,000","1,149,277,000","1,134,393,000","1,141,802,000","1,137,252,000","1,153,463,000","1,169,601,000","1,092,099,000","1,099,446,000","820,136,000","728,638,000","711,573,000","627,000,000"
		NetPPE,"12,919,618,000","12,359,187,000","12,580,143,000","12,565,500,000","9,953,365,000","9,902,049,000","9,887,245,000","10,055,224,000","10,065,335,000","10,179,960,000","10,283,856,000","10,386,506,000","10,498,149,000","10,899,582,000","10,997,106,000","11,116,714,000","10,938,657,000","10,558,010,000","10,676,356,000","10,637,808,000","10,773,076,000","10,606,011,000","10,675,270,000","10,512,372,000","10,982,786,000","11,242,447,000","11,219,919,000","12,000,489,000","11,797,889,000","11,151,929,000","6,089,697,000","5,927,982,000","5,513,256,000","4,948,430,000",,,"4,196,556,000",,,,"3,093,368,000","2,850,970,000","2,629,040,000","2,387,744,000","2,351,605,000","1,989,873,000","1,972,431,000","1,865,242,000","1,876,027,000","1,719,955,000","1,252,270,000","1,081,198,000","973,726,000","970,503,000","978,974,000","981,832,000","997,372,000","1,009,507,000","994,117,000","1,014,900,000","1,026,434,000","973,432,000","985,764,000","707,229,000","596,269,000","606,002,000","539,500,000"
			GrossPPE,"20,909,508,000","20,494,796,000","20,245,656,000","20,129,487,000","14,848,281,000","14,628,973,000","14,434,283,000","14,510,247,000","14,310,287,000","14,312,960,000","14,429,402,000","14,412,208,000","14,486,764,000","14,681,089,000","14,683,635,000","14,643,728,000","14,877,599,000","14,305,302,000","14,394,485,000","14,218,349,000","15,018,910,000",,"15,005,917,000",,"14,934,629,000","15,265,948,000",,,"15,710,654,000",,,"7,690,607,000","7,210,144,000","6,542,383,000",,,"5,515,897,000",,,,"3,896,598,000",,,"2,977,201,000","3,050,324,000","2,579,330,000","2,561,888,000","2,454,699,000","2,465,484,000","2,163,665,000","1,695,980,000","2,435,061,000","2,327,589,000","2,324,366,000","2,332,837,000","1,301,902,000","1,317,442,000","1,329,577,000","1,256,161,000","1,276,944,000","1,288,478,000","973,432,000","1,191,239,000","880,967,000","737,241,000","746,974,000","646,600,000"
				LandAndImprovements,"48,406,000","47,627,000","49,668,000","53,166,000","45,424,000","44,652,000","45,645,000","49,675,000","49,780,000","51,027,000","49,787,000","51,029,000","50,148,000","50,340,000","50,658,000","47,734,000","45,313,000","44,762,000","51,674,000","50,849,000","57,988,000",,"61,940,000",,"59,352,000","61,406,000",,,"65,307,000",,,"35,673,000","35,633,000","35,538,000",,,"35,538,000",,,,"26,397,000",,,,,,,,,,,,,,,,,,,,,,"9,597,000",,,,
				BuildingsAndImprovements,"133,488,000","138,770,000","142,387,000","179,691,000","179,907,000","178,392,000","181,896,000","189,134,000","190,552,000","192,786,000","195,366,000","194,019,000","190,771,000","163,220,000","163,307,000","134,733,000","131,816,000","126,055,000","132,909,000","132,313,000","249,361,000",,"266,519,000",,"247,263,000","252,807,000",,,"245,939,000",,,"101,123,000","103,827,000","101,181,000",,,"100,662,000",,,,"64,582,000",,,,,,,,,,,,,,,,,,,,,,"64,481,000",,,,
				MachineryFurnitureEquipment,"920,132,000","926,667,000","1,008,719,000","969,821,000","834,941,000","872,184,000","860,567,000","903,608,000","884,152,000","884,475,000","856,094,000","886,320,000","865,844,000","863,484,000","854,908,000","801,199,000","756,030,000","707,274,000","1,162,282,000","1,138,948,000","1,382,866,000",,"1,403,207,000",,"1,307,731,000","1,275,077,000",,,"1,215,057,000",,,"6,368,049,000","5,880,900,000","5,599,624,000",,,"5,038,902,000",,,,,,,,,,,,,,,,,,,,,,,,,"759,610,000","1,038,056,000",,,,
				OtherProperties,"426,618,000","407,734,000","400,477,000","409,058,000","281,491,000","260,862,000","258,934,000","266,396,000","276,786,000","282,879,000","278,077,000","285,318,000","278,788,000","376,291,000","366,286,000","333,860,000","307,523,000","324,005,000","356,120,000","345,480,000","254,432,000",,"283,995,000",,"270,321,000","263,792,000",,,"236,366,000",,,,,,,,,,,,"165,208,000",,,,,,,,,,,,,,,,,,,,,"213,822,000","75,832,000",,,,
				ConstructionInProgress,"372,589,000","488,681,000","526,922,000","605,854,000","630,320,000","670,436,000","585,788,000","599,362,000","556,822,000","512,067,000","530,405,000","487,947,000","470,065,000","561,153,000","692,231,000","947,055,000","1,142,812,000","1,093,583,000","1,171,011,000","1,071,644,000","937,279,000",,"948,130,000",,"858,650,000","874,579,000",,,"1,153,003,000",,,"1,087,563,000","1,095,743,000","715,603,000",,,"264,259,000",,,,"3,035,000",,,,,,,,,,,,,,,,,,,,,,"3,273,000",,,,
				Leases,"234,249,000","232,579,000","224,780,000","224,280,000","211,322,000","200,523,000","201,631,000","196,224,000","186,679,000","186,980,000","181,119,000","189,878,000","192,100,000","166,862,000","170,366,000","129,226,000","124,307,000","118,490,000","110,624,000","150,481,000","144,230,000",,"163,460,000",,"88,641,000","30,722,000",,,"87,004,000",,,"94,485,000","94,041,000","87,168,000",,,"76,536,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-7,989,890,000","-8,135,609,000","-7,665,513,000","-7,563,987,000","-4,894,916,000","-4,726,924,000","-4,547,038,000","-4,455,023,000","-4,244,952,000","-4,133,000,000","-4,145,546,000","-4,025,702,000","-3,988,615,000","-3,781,507,000","-3,686,529,000","-3,527,014,000","-3,938,942,000","-3,747,292,000","-3,718,129,000","-3,580,541,000","-4,245,834,000",,"-4,330,647,000",,"-3,951,843,000","-4,023,501,000",,,"-3,912,765,000",,,"-1,762,625,000","-1,696,888,000","-1,593,953,000",,,"-1,319,341,000",,,,"-803,230,000",,,"-589,457,000","-698,719,000","-589,457,000","-589,457,000","-589,457,000","-589,457,000","-443,710,000","-443,710,000","-1,353,863,000","-1,353,863,000","-1,353,863,000","-1,353,863,000","-320,070,000","-320,070,000","-320,070,000","-262,044,000","-262,044,000","-262,044,000",,"-205,475,000","-173,738,000","-140,972,000","-140,972,000","-107,100,000"
		GoodwillAndOtherIntangibleAssets,"3,657,817,000","3,494,955,000","3,775,750,000","3,717,593,000","3,735,144,000","3,623,777,000","3,741,441,000","4,279,915,000","4,289,797,000","4,451,136,000","4,269,288,000","4,443,358,000","4,320,695,000","4,330,080,000","4,343,891,000","3,936,633,000","3,602,000,000","3,531,530,000","4,469,006,000","4,330,139,000","5,193,480,000","5,580,758,000","6,180,541,000","6,018,470,000","5,820,913,000","6,048,146,000","6,092,688,000","5,135,890,000","4,797,055,000","4,078,639,000","243,309,000","228,700,000","223,984,000","203,743,000",,,"98,607,000",,,,"32,412,000","33,213,000","33,985,000","34,713,000","36,022,000","36,794,000","35,791,000","42,615,000","43,469,000","44,313,000","44,751,000","40,918,000","41,677,000","41,718,000","42,470,000","44,248,000","44,256,000","45,071,000","45,882,000","47,055,000","47,870,000","41,252,000","41,938,000","35,599,000","32,377,000","33,416,000","34,800,000"
			Goodwill,"2,209,576,000","2,139,315,000","2,319,106,000","2,283,269,000","2,294,072,000","2,229,514,000","2,310,528,000","2,665,212,000","2,672,550,000","2,786,047,000","2,671,247,000","2,787,022,000","2,710,382,000","2,723,629,000","2,752,135,000","2,493,114,000","2,280,575,000","2,244,869,000","2,850,897,000","2,762,163,000","3,313,401,000","3,565,196,000","3,956,638,000","3,850,693,000","3,727,605,000","3,867,188,000","3,890,181,000","3,264,062,000","2,948,462,000","2,229,299,000","172,178,000","163,777,000","164,721,000","157,994,000",,,,,,,"32,412,000","33,213,000","33,985,000",,"36,022,000",,,,"43,469,000",,"44,751,000",,,,"42,470,000",,,"45,071,000",,,"47,870,000",,"41,938,000","35,599,000",,"33,416,000",
			OtherIntangibleAssets,"1,448,241,000","1,355,640,000","1,456,644,000","1,434,324,000","1,441,072,000","1,394,263,000","1,430,913,000","1,614,703,000","1,617,247,000","1,665,089,000","1,598,041,000","1,656,336,000","1,610,313,000","1,606,451,000","1,591,756,000","1,443,519,000","1,321,425,000","1,286,661,000","1,618,109,000","1,567,976,000","1,880,079,000","2,015,562,000","2,223,903,000","2,167,777,000","2,093,308,000","2,180,958,000","2,202,507,000","1,871,828,000","1,848,593,000","1,849,340,000","71,131,000","64,923,000","59,263,000","45,749,000",,,"98,607,000",,,,,,,"34,713,000",,"36,794,000","35,791,000","42,615,000",,"44,313,000",,"40,918,000","41,677,000","41,718,000",,"44,248,000","44,256,000",,"45,882,000","47,055,000",,"41,252,000",,,"32,377,000",,"34,800,000"
		InvestmentsAndAdvances,"15,632,000","52,765,000","53,389,000","20,482,000","21,064,000","46,205,000","45,730,000","47,660,000","46,513,000","46,680,000","46,320,000","46,122,000","45,279,000","45,512,000","44,897,000","40,265,000","30,975,000","3,701,000","3,764,000","3,603,000","3,715,000",,"6,649,000",,"10,239,000","16,691,000","87,147,000",,"10,143,000",,"615,000","22,824,000","1,118,000","593,000",,,"1,236,000",,,,"210,402,000","1,868,000","3,063,000",,"317,925,000",,,,"239,698,000",,"224,937,000",,,,"174,334,000",,,"43,399,000",,,"43,926,000",,"41,529,000","2,233,000",,"56,808,000",
			LongTermEquityInvestment,,,,,,,,,,,,,,,,,,,,,"0",,"2,854,000",,"6,596,000","6,731,000","7,228,000",,"3,757,000",,"615,000","991,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"15,632,000","52,765,000","53,389,000","20,482,000","21,064,000","46,205,000","45,730,000","47,660,000","46,513,000","46,680,000","46,320,000","46,122,000","45,279,000","45,512,000","44,897,000","40,265,000","30,975,000","3,701,000","3,764,000","3,603,000","3,715,000",,"3,795,000",,"3,643,000","9,960,000","79,919,000",,"6,386,000",,,"21,833,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,"15,632,000","52,765,000","53,389,000","20,482,000","21,064,000","46,205,000","45,730,000","47,660,000","46,513,000","46,680,000","46,320,000","46,122,000","45,279,000","45,512,000","44,897,000","40,265,000","30,975,000","3,701,000","3,764,000","3,603,000","3,715,000",,"3,795,000",,"3,643,000","9,960,000","79,919,000",,"6,386,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,"494,000",,,"494,000","494,000","493,000","494,000","844,000","494,000","750,000","624,000","565,000","522,000","594,000","654,000","645,000","638,000","596,000","617,000","491,000","491,000",,"506,000",,"506,000","507,000",,,"507,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,"2,676,000","0",,"0","0","443,000","466,000","488,000","519,000","534,000","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0","0",,,"1,118,000",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"39,405,000","42,514,000","5,641,000","45,255,000","44,324,000","69,701,000","52,225,000","52,791,000","62,382,000","66,418,000","67,659,000","68,927,000","68,758,000","78,501,000","79,613,000","78,229,000","81,405,000","90,214,000","95,512,000","116,817,000","112,780,000",,"121,780,000",,"166,711,000","143,456,000","155,607,000",,"124,128,000",,"7,073,000","7,491,000","7,533,000","7,883,000",,,"7,190,000",,,,"11,200,000","11,425,000","8,632,000",,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"251,000","251,000","0",,"0",,,,"28,915,000",,"9,756,000",,,,"9,851,000",,,"7,912,000",,,,,"2,563,000","9,527,000",,"38,000",
		NonCurrentDeferredAssets,"235,583,000","255,640,000","278,378,000","271,650,000","273,327,000","277,996,000","301,014,000","376,822,000","364,021,000","411,784,000","385,320,000","403,262,000","384,580,000","389,666,000","393,280,000","370,934,000","376,595,000","308,178,000","299,844,000","348,556,000","407,323,000",,"458,769,000",,"402,962,000","212,328,000","234,624,000",,"144,629,000",,"72,006,000","60,148,000","58,470,000","38,084,000",,,"10,652,000",,,,,"0","0",,,,,,,,,,,,,,,,,,,,,"5,286,000",,,
			NonCurrentDeferredTaxesAssets,"235,583,000","255,640,000","278,378,000","271,650,000","273,327,000","277,996,000","301,014,000","376,822,000","364,021,000","411,784,000","385,320,000","403,262,000","384,580,000","389,666,000","393,280,000","370,934,000","376,595,000","308,178,000","299,844,000","348,556,000","407,323,000",,"458,769,000",,"402,962,000","212,328,000","234,624,000",,"144,629,000",,"72,006,000","60,148,000","58,470,000","38,084,000",,,"10,652,000",,,,,"0","0",,,,,,,,,,,,,,,,,,,,,"5,286,000",,,
