name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
			NetIncomeContinuousOperations,"316,821,000","59,587,000","94,169,000","87,754,000","75,311,000","62,314,000","80,446,000","79,706,000","65,758,000","32,053,000","58,543,000","58,527,000","47,876,000","45,786,000","57,376,000","61,309,000","45,895,000","-191,322,000","33,000,000","197,000,000","136,000,000","253,000,000","108,000,000","103,000,000","109,000,000","314,000,000","267,000,000","177,000,000","290,000,000","119,000,000","184,000,000","-38,000,000","354,000,000","281,000,000","-180,000,000","-107,000,000","274,000,000","254,000,000","275,000,000","-31,000,000","162,000,000","24,941,000","39,686,000","32,734,000","11,129,000","-6,302,000","4,248,000","41,315,000","29,977,000","32,601,000","53,496,000","70,486,000","56,361,000","45,519,000","52,785,000","56,255,000","49,466,000","44,160,000","53,005,000","76,168,000","57,771,000","61,320,000","58,566,000","56,955,000","49,572,000","43,130,000","56,237,000","54,458,000","45,900,000","33,937,000","46,162,000","47,826,000","44,202,000","5,916,000","34,430,000","47,129,000","34,785,000","32,497,000","41,192,000","42,518,000","36,185,000","32,006,000","38,400,000","39,200,000","33,400,000","31,651,494","35,700,000","35,400,000","31,700,000","27,781,190","32,100,000","30,400,000","28,200,000","25,932,359","29,200,000","26,500,000","23,500,000","23,100,000","27,300,000","23,100,000","20,100,000","17,900,000","21,100,000","21,000,000","11,700,000","17,100,000","15,100,000","15,100,000","15,100,000"
		MinorityInterests,,,,,,,,,,,,,,,,,,,"17,000,000","-141,000,000","-97,000,000","-227,000,000","-61,000,000","-54,000,000","-63,000,000","-278,000,000","-221,000,000","-133,000,000","-253,000,000","-89,000,000","-133,000,000","81,000,000","-318,000,000","-255,000,000","227,000,000","159,000,000","-230,000,000","-242,000,000","-221,000,000","80,000,000","-115,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"316,821,000","59,587,000","94,169,000","87,754,000","75,311,000","62,314,000","80,446,000","79,706,000","65,758,000","32,053,000","58,543,000","58,527,000","47,876,000","45,786,000","57,376,000","61,309,000","45,895,000","29,678,000","50,000,000","56,000,000","39,000,000","26,000,000","47,000,000","49,000,000","46,000,000","36,000,000","46,000,000","44,000,000","37,000,000","30,000,000","51,000,000","43,000,000","36,000,000","26,000,000","47,000,000","52,000,000","44,000,000","12,000,000","54,000,000","49,000,000","47,000,000","24,941,000","39,686,000","32,734,000","11,129,000","-6,302,000","4,248,000","41,315,000","29,977,000","32,601,000","53,496,000","70,486,000","56,361,000","45,519,000","52,785,000","56,255,000","49,466,000","44,160,000","53,005,000","76,168,000","57,771,000","61,320,000","58,566,000","56,955,000","49,572,000","43,130,000","56,237,000","54,458,000","45,900,000","33,937,000","46,162,000","47,826,000","44,202,000","5,916,000","34,430,000","47,129,000","34,785,000","32,497,000","41,192,000","42,518,000","36,185,000","32,006,000","38,400,000","39,200,000","33,400,000","31,651,494","35,700,000","35,400,000","31,700,000","27,781,190","32,100,000","30,400,000","28,200,000","25,932,359","29,200,000","26,500,000","23,500,000","23,100,000","27,300,000","23,100,000","20,100,000","17,900,000","21,100,000","21,000,000","11,700,000","15,100,000","15,100,000","15,100,000","15,100,000"
BasicEPS,,"1.28","2.02","1.88","1.62","1.34","1.73","1.71","1.41","0.69","1.26","1.26","1.03",,"1.23","1.32","0.99","0.65","1.06","1.21","0.83","0.54","1.01","1.05","0.99",,"0.98","0.95","0.78",,"1.08","0.9","0.76",,"0.97","1.05","0.88",,"1.05","0.96","0.92",,"0.77","0.63","0.22",,"0.08","0.8","0.57",,"0.97","1.22","0.97",,"0.91","0.95","0.81",,"0.84","1.21","0.91",,"0.83","0.81","0.7",,"0.79","0.77","0.65",,"0.65","0.67","0.62",,"0.48","0.66","0.49",,"0.57","0.59","0.5",,"0.52","0.53","0.45",,"0.48","0.48","0.43",,"0.43","0.41","0.38",,"0.39","0.36","0.32",,"0.37","0.31","0.27",,"0.28","0.28","0.16",,"0.2","0.2","0.2"
DilutedEPS,,"1.14","1.8","1.68","1.44","1.19","1.54","1.52","1.26","0.61","1.12","1.12","0.91",,"1.09","1.17","0.87","0.57","0.94","1.07","0.74","0.48","0.9","0.94","0.88",,"0.87","0.84","0.69",,"0.96","0.8","0.67",,"0.87","0.94","0.78",,"0.94","0.86","0.82",,"0.69","0.57","0.19",,"0.07","0.71","0.51",,"0.87","1.11","0.88",,"0.82","0.86","0.73",,"0.76","1.1","0.83",,"0.83","0.81","0.7",,"0.79","0.77","0.65",,"0.65","0.67","0.62",,"0.48","0.66","0.49",,"0.57","0.59","0.5",,"0.52","0.53","0.45",,"0.48","0.48","0.43",,"0.43","0.41","0.38",,"0.39","0.36","0.32",,"0.37","0.31","0.27",,"0.28","0.28","0.16",,"0.2","0.2","0.2"
BasicAverageShares,,"52,289,833","52,289,806","52,289,794","52,289,137","52,289,778","52,289,741","52,289,505","52,288,708","52,289,772","52,289,749","52,281,652","52,289,322",,"52,289,780","52,289,667","52,289,868","52,280,359","52,289,868","52,289,868","52,289,868","52,289,868","52,289,868","52,314,953","52,503,070",,"52,757,711","52,794,133","52,875,768",,"47,188,741","47,492,305","47,749,799",,"48,503,383","49,250,061","49,789,056",,"50,499,551","51,013,358","51,185,736",,"51,252,693","51,240,693","51,270,240",,"51,376,513","51,754,896","52,827,878",,"55,183,547","57,337,436","57,691,289",,"57,873,922","59,063,615","60,630,395",,"62,415,372","62,618,604","62,926,683",,"70,186,000","70,623,000","70,947,000",,"70,997,000","70,997,000","70,997,000",,"71,006,000","71,144,000","71,184,000",,"71,346,000","71,388,000","71,416,000",,"71,871,000","72,107,000","72,300,000",,"73,846,154","73,962,264","74,222,222",,"74,375,000","73,750,000","73,720,930",,"74,651,163","74,146,341","74,210,526",,"74,871,795","73,611,111","73,437,500",,"73,783,784","74,516,129","74,444,444",,"75,357,143","75,000,000","73,125,000",,"75,500,000","75,500,000","75,500,000"
DilutedAverageShares,,"58,428,407","52,325,125","58,415,500","58,412,836","58,420,718","58,418,238","58,413,649","58,411,428","58,423,278","58,417,676","58,400,195","58,509,360",,"58,512,103","58,493,662","58,624,727","58,607,400","58,702,883","58,663,314","58,735,552","58,701,810","58,487,964","58,512,214","58,699,011",,"58,952,050","58,987,059","59,060,965",,"53,374,846","53,677,848","53,930,044",,"54,685,021","55,436,976","55,968,838",,"56,624,310","57,146,855","57,310,247",,"57,383,900","57,390,302","57,409,460",,"57,533,591","57,898,022","58,965,265",,"61,370,219","63,556,114","63,906,458",,"64,129,350","65,554,096","67,505,125",,"69,320,147","69,525,438","69,845,958",,"70,186,000","70,623,000","70,947,000",,"70,997,000","70,997,000","70,997,000",,"71,006,000","71,144,000","71,184,000",,"71,346,000","71,388,000","71,416,000",,"71,871,000","72,107,000","72,300,000",,"73,846,154","73,962,264","74,222,222",,"74,375,000","73,750,000","73,720,930",,"74,651,163","74,146,341","74,210,526",,"74,871,795","73,611,111","73,437,500",,"73,783,784","74,516,129","74,444,444",,"75,357,143","75,000,000","73,125,000",,"75,500,000","75,500,000","75,500,000"
TotalExpenses,"2,119,900,000","529,890,000","529,557,000","550,920,000","509,533,000","500,004,000","515,314,000","526,898,000","495,294,000","342,980,000","360,496,000","365,628,000","332,735,000","315,725,000","337,874,000","336,011,000","307,733,000","-2,652,016,000","1,263,000,000","1,265,000,000","1,380,000,000","1,210,000,000","1,242,000,000","1,424,000,000","1,305,000,000","1,178,000,000","1,142,000,000","1,124,000,000","1,099,000,000","1,076,000,000","1,190,000,000","1,230,000,000","986,000,000","993,000,000","1,101,000,000","1,419,000,000","953,000,000","984,000,000","952,000,000","967,000,000","988,000,000","196,254,000","249,369,000","244,074,000","238,160,000","232,283,000","244,793,000","236,167,000","226,878,000","318,885,000","214,929,000","200,913,000","195,729,000","301,555,000","212,243,000","212,624,000","207,782,000","198,376,000","209,136,000","187,598,000","190,385,000","184,206,000","204,915,000","214,456,000","193,219,000","149,266,000","205,419,000","207,411,000","191,639,000","151,115,000","193,261,000","193,984,000","169,625,000","169,190,000","164,708,000","157,265,000","144,593,000","136,006,000","141,791,000","141,067,000","130,808,000","477,528,000","8,700,000","8,300,000","7,800,000","447,295,577","8,800,000","8,000,000","7,500,000","429,376,951","7,600,000","7,300,000","7,000,000","413,852,482","7,200,000","7,000,000","6,800,000",,,,"5,600,000",,"5,800,000","5,600,000","5,300,000",,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"316,821,000","59,587,000","94,169,000","87,754,000","75,311,000","62,314,000","80,446,000","79,706,000","65,758,000","32,053,000","58,543,000","58,527,000","47,876,000","45,786,000","57,376,000","61,309,000","45,895,000","29,678,000","50,000,000","56,000,000","39,000,000","26,000,000","47,000,000","49,000,000","46,000,000","36,000,000","46,000,000","44,000,000","37,000,000","30,000,000","51,000,000","43,000,000","36,000,000","26,000,000","47,000,000","52,000,000","44,000,000","12,000,000","54,000,000","49,000,000","47,000,000","24,941,000","39,686,000","32,734,000","11,129,000","-6,302,000","4,248,000","41,315,000","29,977,000","32,601,000","53,496,000","70,486,000","56,361,000","45,519,000","52,785,000","56,255,000","49,466,000","44,160,000","53,005,000","76,168,000","57,771,000","61,320,000","58,566,000","56,955,000","49,572,000","43,130,000","56,237,000","54,458,000","45,900,000","33,937,000","46,162,000","47,826,000","44,202,000","5,916,000","34,430,000","47,129,000","34,785,000","32,497,000","41,192,000","42,518,000","36,185,000","32,006,000","38,400,000","39,200,000","33,400,000","31,651,494","35,700,000","35,400,000","31,700,000","27,781,190","32,100,000","30,400,000","28,200,000","25,932,359","29,200,000","26,500,000","23,500,000","23,100,000","27,300,000","23,100,000","20,100,000","17,900,000","21,100,000","21,000,000","11,700,000","17,100,000","15,100,000","15,100,000","15,100,000"
NormalizedIncome,"316,821,000","59,587,000","94,169,000","87,754,000","75,311,000","62,314,000","80,446,000","79,706,000","65,758,000","32,053,000","58,543,000","58,527,000","47,876,000","45,786,000","57,376,000","61,309,000","45,895,000","29,678,000","50,000,000","56,000,000","39,000,000","26,000,000","47,000,000","49,000,000","46,000,000","36,000,000","46,000,000","44,000,000","37,000,000","30,000,000","51,000,000","43,000,000","36,000,000","26,000,000","47,000,000","52,000,000","44,000,000","12,000,000","54,000,000","49,000,000","47,000,000","24,941,000","39,686,000","32,734,000","11,129,000","-6,302,000","4,248,000","41,315,000","29,977,000","32,601,000","53,496,000","70,486,000","56,361,000","45,519,000","52,785,000","56,255,000","49,466,000","44,160,000","53,005,000","76,168,000","57,771,000","61,320,000","58,566,000","56,955,000","49,572,000","43,130,000","56,237,000","54,458,000","45,900,000","33,937,000","46,162,000","47,826,000","44,202,000","5,916,000","34,430,000","47,129,000","34,785,000","32,497,000","41,192,000","42,518,000","36,185,000","32,006,000","38,400,000","39,200,000","33,400,000","31,651,494","35,700,000","35,400,000","31,700,000","27,781,190","32,100,000","30,400,000","28,200,000","25,932,359","29,200,000","26,500,000","23,500,000","23,100,000","27,300,000","23,100,000","20,100,000","17,900,000","21,100,000","21,000,000","11,700,000","17,100,000","15,100,000","15,100,000","15,100,000"
NetInterestIncome,"-856,000","-24,000","-111,000","-272,000","-449,000","-596,000","-709,000","-602,000","-553,000","-438,000","-377,000","-257,000","-166,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReconciledDepreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000",,,,,"8,252,000","9,646,000",,,"7,421,000","5,515,000","9,980,000","8,447,000","7,019,000","9,679,000","9,618,000","9,735,000","6,979,000","10,024,000","9,996,000","9,856,000","9,783,000","9,651,000","9,873,000","9,674,000","-25,297,000","10,360,000","9,932,000","9,298,000","-20,324,000","8,642,000","8,025,000","7,440,000","-17,851,000","18,578,000","-5,048,000","6,472,000","738,000","719,000","-4,992,000","6,280,000","-16,400,000","17,200,000","-5,000,000","6,000,000","500,000","500,000","-4,700,000","5,600,000","400,000","500,000","400,000","400,000","700,000","200,000","300,000","200,000","100,000","400,000","100,000","200,000","0","200,000","300,000","200,000",,,,
