name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
			LongTermDebt,"7,077,800,000","8,168,500,000","2,007,332,000","2,374,986,000","2,719,070,000","618,435,000","751,295,000","989,890,000","100,000,000","289,092,000","392,989,000","406,625,000","440,580,000","466,235,000"
			LongTermCapitalLeaseObligation,"348,600,000",,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"1,088,700,000","1,201,700,000","283,457,000","453,555,000","509,574,000","102,176,000","110,406,000","120,158,000","28,936,000","40,734,000","52,023,000","56,612,000","65,647,000","69,518,000"
			NonCurrentDeferredTaxesLiabilities,"1,088,700,000","1,201,700,000","283,457,000","453,555,000","509,574,000","102,176,000","110,406,000","120,158,000","28,936,000","40,734,000","52,023,000","56,612,000","65,647,000","69,518,000"
		OtherNonCurrentLiabilities,"333,700,000","235,500,000","118,679,000","59,227,000","51,434,000","26,446,000","14,913,000","17,102,000","14,081,000","12,343,000","10,764,000","9,991,000","10,216,000","1,088,000"
TotalEquityGrossMinorityInterest,"5,116,100,000","4,580,000,000","2,686,388,000","2,258,578,000","2,105,446,000","1,346,670,000","1,231,708,000","1,075,503,000","980,103,000","857,183,000","645,987,000","587,253,000","612,593,000","563,132,000"
	StockholdersEquity,"5,116,100,000","4,580,000,000","2,686,388,000","2,258,578,000","2,105,446,000","1,346,670,000","1,231,708,000","1,075,503,000","980,103,000","857,183,000","645,987,000","587,253,000","612,593,000","563,132,000"
		CapitalStock,"2,600,000","2,500,000","2,081,000","2,046,000","993,000","849,000","831,000","795,000","781,000","733,000","608,000","71,000","532,000","71,000"
			PreferredStock,"0","0","0",,,,,,,,,,,
			CommonStock,"2,600,000","2,500,000","2,081,000","2,046,000","993,000","849,000","831,000","795,000","781,000","733,000","608,000","71,000","532,000","71,000"
		AdditionalPaidInCapital,"4,266,900,000","4,091,400,000","2,018,106,000","1,921,256,000","1,794,115,000","964,845,000","913,816,000","853,455,000","829,994,000","750,857,000","587,293,000","580,225,000","570,043,000","559,524,000"
		RetainedEarnings,"1,177,900,000","847,100,000","766,856,000","492,349,000","411,493,000","414,082,000","293,449,000","175,554,000","129,734,000","78,713,000","46,300,000","27,282,000","8,481,000","1,906,000"
		TreasuryStock,"78,300,000","18,000,000","18,000,000","18,000,000","17,985,000","17,985,000","6,762,000","5,819,000","5,819,000","5,819,000","4,650,000","2,435,000","78,000","68,000"
		GainsLossesNotAffectingRetainedEarnings,"-253,000,000","-343,000,000","-82,655,000","-139,073,000","-83,170,000","-15,121,000","30,374,000","51,518,000","25,413,000","32,699,000","16,436,000","-17,890,000","33,615,000","1,699,000"
TotalCapitalization,"12,193,900,000","12,748,500,000","4,693,720,000","4,633,564,000","4,824,516,000","1,965,105,000","1,983,003,000","2,065,393,000","1,080,103,000","1,146,275,000","1,038,976,000","993,878,000","1,053,173,000","1,029,367,000"
CommonStockEquity,"5,116,100,000","4,580,000,000","2,686,388,000","2,258,578,000","2,105,446,000","1,346,670,000","1,231,708,000","1,075,503,000","980,103,000","857,183,000","645,987,000","587,253,000","612,593,000","563,132,000"
CapitalLeaseObligations,"348,600,000",,,,,,,,,,,,,
NetTangibleAssets,"-7,339,300,000","-8,281,900,000","-2,363,212,000","-2,926,850,000","-2,933,807,000","-614,991,000","-733,869,000","-988,533,000","-116,531,000","-264,597,000","-455,851,000","-450,349,000","-495,387,000","-528,134,000"
WorkingCapital,"9,700,000","126,300,000","-84,203,000","-145,513,000","258,348,000","43,577,000","54,174,000","46,665,000","11,071,000","63,316,000","-14,610,000","8,849,000","8,016,000","-1,312,000"
InvestedCapital,"12,270,200,000","12,836,000,000","4,731,583,000","4,759,708,000","4,856,797,000","1,985,575,000","2,006,215,000","2,087,641,000","1,080,103,000","1,147,977,000","1,043,246,000","995,979,000","1,055,602,000","1,035,061,000"
TangibleBookValue,"-7,339,300,000","-8,281,900,000","-2,363,212,000","-2,926,850,000","-2,933,807,000","-614,991,000","-733,869,000","-988,533,000","-116,531,000","-264,597,000","-455,851,000","-450,349,000","-495,387,000","-528,134,000"
TotalDebt,"7,502,700,000","8,256,000,000","2,045,195,000","2,501,130,000","2,751,351,000","638,905,000","774,507,000","1,012,138,000","100,000,000","290,794,000","397,259,000","408,726,000","443,009,000","471,929,000"
NetDebt,"7,001,300,000","8,089,300,000","1,981,138,000","2,383,572,000","2,317,192,000","529,328,000","690,037,000","925,978,000","59,682,000","205,951,000","378,204,000","379,427,000","423,834,000","460,211,000"
ShareIssued,"257,500,000","252,400,000","208,109,294","204,616,054","198,512,144","169,944,000","166,364,000","159,140,000","156,304,000","146,560,000","122,356,000","122,356,000","122,356,000","122,356,000"
OrdinarySharesNumber,"254,600,000","250,800,000","206,535,955","203,042,715","196,939,266","168,372,000","165,342,000","158,164,000","155,328,000","145,584,000","122,356,000","122,356,000","122,356,000","122,356,000"
TreasurySharesNumber,"2,900,000","1,600,000","1,573,339","1,573,339","1,572,878","1,572,000","1,022,000","976,000","976,000","976,000",,,,
