name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
	TotalOtherFinanceCost,,"172,000,000","87,276,000",,,,"3,121,000","1,018,000",,,,
OtherIncomeExpense,"-1,164,000,000","-951,000,000","152,914,000","-67,277,000","-300,951,000","-782,119,000","126,800,000","-795,000","4,682,000","-13,016,410","-147,983","-4,068,005"
	GainOnSaleOfSecurity,"693,000,000","-103,000,000","100,749,000","-77,512,000","-25,345,000","31,951,000","127,539,000","-1,872,000","2,617,000",,,
	EarningsFromEquityInterest,,,,,,,"0","0","-67,000","-7,017",,
	SpecialIncomeCharges,,"-846,000,000","-36,831,000","0","-278,670,000","-814,798,000",,,,"-13,009,393","-147,983","-4,068,005"
		RestructuringAndMergernAcquisition,,"0","36,831,000",,,,,,,,,
		ImpairmentOfCapitalAssets,,"790,000,000","0","0","245,536,000","814,798,000",,,,,"0","0"
		OtherSpecialCharges,,"56,000,000",,,"33,134,000",,,,,,"147,983","4,068,005"
	OtherNonOperatingIncomeExpenses,"-2,000,000","-2,000,000","88,996,000","10,235,000","3,064,000","728,000","-739,000","1,077,000","2,132,000",,,
PretaxIncome,"35,000,000","362,000,000","1,113,257,000","497,189,000","-164,716,000","-749,100,000","304,956,000","86,341,000","18,382,000",,,
TaxProvision,"163,000,000","47,000,000","168,362,000","-19,568,000","192,000","-201,310,000","108,985,000","31,754,000","6,553,000",,,
NetIncomeCommonStockholders,"-42,000,000","240,000,000","845,672,000","482,261,000","-165,034,000","-550,628,000","193,755,000","54,587,000","11,829,000","-545,051","8,216,219","-2,706,082"
	NetIncome,"-42,000,000","240,000,000","845,672,000","482,261,000","-165,034,000","-550,628,000","193,755,000","54,587,000","11,829,000","-545,051","8,216,219","-2,706,082"
		NetIncomeIncludingNoncontrollingInterests,"-128,000,000","315,000,000","944,895,000","516,757,000","-164,908,000","-547,790,000","195,971,000","54,587,000","11,829,000","-545,051","8,216,219","-2,706,082"
			NetIncomeContinuousOperations,"-128,000,000","315,000,000","944,895,000","516,757,000","-164,908,000","-547,790,000","195,971,000","54,587,000","11,829,000","-545,051","8,216,219","-2,706,082"
		MinorityInterests,"86,000,000","-75,000,000","-99,223,000","-34,496,000","-126,000","-2,838,000","-2,216,000",,,,,
DilutedNIAvailtoComStockholders,"-42,000,000","240,000,000","845,672,000","482,261,000","-165,034,000","-550,628,000","193,755,000","54,587,000","11,829,000","-545,051","8,216,219","-2,706,082"
BasicEPS,,,"8.09","4.95","-2.2","-8.74","3.67","1.3","0.32","0.23","0.363","-0.12"
DilutedEPS,,,"8.06","4.94","-2.2","-8.74","3.64","1.29","0.32","0.23","0.363","-0.12"
BasicAverageShares,,,"104,622,000","97,458,000","75,077,000","63,019,000","52,826,000","42,014,783","36,986,532","22,611,532","22,611,532","22,611,532"
DilutedAverageShares,,,"104,929,000","97,688,000","75,077,000","63,019,000","53,297,000","42,255,014","36,986,532","22,611,532","22,611,532","22,611,532"
TotalOperatingIncomeAsReported,"-426,000,000","695,000,000","1,010,788,000","605,020,000","-68,617,000","-740,269,000","212,670,000","95,194,000","17,307,000","14,988,220","9,165,993","1,337,786"
RentExpenseSupplemental,,"490,000,000","204,975,000","126,524,000","82,428,000","82,625,000","55,384,000","21,157,000","16,793,000",,,
TotalExpenses,"2,626,000,000","2,479,000,000","1,128,637,000","600,091,000","350,188,000","372,204,000","283,048,000","112,808,000","57,655,000","33,683,492","18,087,181","11,378,225"
InterestIncome,,,,,"-40,684,000",,"1,000","1,000","3,000","11,197","34,474","35,075"
InterestExpense,,"172,000,000","87,276,000","40,554,000",,"41,510,000","31,394,000","7,041,000","3,610,000","2,528,058","836,265","10,938"
NetInterestIncome,"-174,000,000","-172,000,000","-87,276,000","-40,554,000","-40,684,000","-41,510,000","-34,514,000","-8,058,000","-3,607,000","-2,516,861","-801,791","24,137"
NetIncomeFromContinuingAndDiscontinuedOperation,"-42,000,000","240,000,000","845,672,000","482,261,000","-165,034,000","-550,628,000","193,755,000","54,587,000","11,829,000","-545,051","8,216,219","-2,706,082"
NormalizedIncome,"-457,800,000","1,065,630,000","791,405,618","556,750,032","138,676,985","21,633,157","111,747,423","55,770,526.529","10,144,934.447","7,911,054.45","8,312,407.95","-61,878.75"
EBIT,"1,160,000,000","1,485,000,000","1,047,619,000","537,743,000","176,919,000","-707,590,000","336,350,000","93,382,000","21,992,000","14,988,220","9,165,993","1,337,786"
EBITDA,"2,692,000,000"
ReconciledCostOfRevenue,"2,401,000,000","2,276,000,000","1,032,553,000","537,197,000","294,899,000","333,312,000","258,027,000","100,653,000","46,757,000","3,766,084","2,263,996","705,159"
ReconciledDepreciation,"1,532,000,000","1,447,000,000","623,039,000","326,759,000","178,015,000","217,697,000","170,005,000","66,597,000","26,273,000","15,905,315","8,145,143","3,215,891"
NetIncomeFromContinuingOperationNetMinorityInterest,"-42,000,000","240,000,000","845,672,000","482,261,000","-165,034,000","-550,628,000","193,755,000","54,587,000","11,829,000","-545,051","8,216,219","-2,706,082"
TotalUnusualItemsExcludingGoodwill,"693,000,000","-949,000,000","63,918,000","-77,512,000","-304,015,000","-782,847,000","127,539,000","-1,872,000","2,617,000","-13,009,393","-147,983","-4,068,005"
TotalUnusualItems,"693,000,000","-949,000,000","63,918,000","-77,512,000","-304,015,000","-782,847,000","127,539,000","-1,872,000","2,617,000","-13,009,393","-147,983","-4,068,005"
NormalizedEBITDA,"1,999,000,000","3,881,000,000","1,606,740,000","942,014,000","658,949,000","292,954,000","378,816,000","161,851,000","45,648,000","43,902,928","17,459,119","8,621,682"
TaxRateForCalcs,"0.4","0.13","0.151","0.039","0.001","0.269","0.357","0.368","0.356","0.35","0.35","0.35"
TaxEffectOfUnusualItems,"277,200,000","-123,370,000","9,651,618","-3,022,968","-304,015","-210,585,843","45,531,423","-688,473.471","932,934.447","-4,553,287.55","-51,794.05","-1,423,801.75"
