name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,12/31/2018,09/30/2018,12/31/2017,09/30/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
			OtherEquityAdjustments,"4,643,723,000","4,703,831,000","4,875,925,000","4,875,924,000","4,329,083,000","4,329,084,000","3,847,403,000","3,847,403,000","3,644,317,000","3,644,317,000","3,644,317,000","4,357,194,000","3,424,117,000","5,326,248,000","4,694,471,000","3,536,751,000","2,868,865,000","2,868,865,000","2,868,865,000","2,663,216,000","2,663,216,000","2,663,216,000","2,663,216,000","2,220,779,000","553,477,000","2,220,779,000",,"1,866,557,000","1,894,651,000","522,325,000","980,849,000","518,539,000","1,432,341,000","1,148,375,000","432,341,000","1,236,634,000","372,369,000"
		OtherEquityInterest,,"-172,094,000",,,,,,,"1,000",,,,,"265,968,000","-1,000",,,,,,,,,,"1,667,302,000",,,,,,,"1,000",,,"1,000",,"864,265,000"
	MinorityInterest,"1,235,024,000","1,041,271,000","1,141,400,000","1,108,093,000","1,063,165,000","1,014,242,000","1,048,554,000","983,635,000","1,071,554,000","1,016,147,000","980,552,000","912,584,000","882,092,000","965,159,000","789,795,000",,,"0","0","0",,"0","0","0",,,,"0",,,,,,,,,
TotalCapitalization,"22,599,590,000","19,628,172,000","18,590,184,000","17,167,306,000","25,244,848,000","19,346,779,000","25,139,061,000","19,797,531,000","25,862,533,000","20,151,264,000","19,237,211,000","22,276,524,000","21,695,314,000","20,300,414,000","19,402,792,000","21,953,777,000","22,026,827,000","21,919,802,000","21,461,789,000","23,989,077,000","23,429,610,000","22,950,635,000","22,572,845,000","23,492,241,000","22,910,011,000","22,528,916,000","22,850,208,000","23,615,441,000","27,954,915,000","25,799,449,000","25,915,216,000","26,765,550,000","27,713,713,000","26,551,646,000","26,511,301,000","26,780,554,000","27,636,557,000"
CommonStockEquity,"22,599,590,000","19,628,172,000","18,590,184,000","17,167,306,000","20,708,985,000","19,346,779,000","21,028,215,000","19,797,531,000","21,333,015,000","20,151,264,000","19,237,211,000","22,276,524,000","21,273,951,000","20,300,414,000","19,402,792,000","21,953,777,000","21,285,891,000","20,658,501,000","20,124,294,000","22,792,817,000","22,212,711,000","21,524,495,000","21,128,472,000","21,990,369,000","21,453,213,000","20,926,103,000","21,326,775,000","22,106,122,000","26,342,736,000","25,799,449,000","25,915,216,000","26,765,550,000","26,670,905,000","26,551,646,000","26,511,301,000","26,780,554,000","26,780,554,000"
CapitalLeaseObligations,,,,,"48,199,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"-2,631,913,000","-4,130,405,000","-5,088,817,000","-6,447,951,000","-3,114,585,000","-3,691,496,000","-2,172,456,000","-2,714,162,000","-1,539,837,000","-1,722,691,000","-2,413,174,000","1,100,270,000","90,685,000","-1,030,241,000","-1,214,136,000","5,589,981,000","4,803,987,000","4,097,366,000","3,520,181,000","6,164,355,000","5,519,125,000","4,874,073,000","4,416,158,000","5,246,320,000","4,594,670,000","4,062,028,000","4,413,131,000","5,252,504,000","24,326,750,000","23,761,932,000","25,915,216,000","26,765,550,000","26,670,905,000","26,551,646,000","26,511,301,000","26,780,554,000","7,015,058,000"
WorkingCapital,"10,772,741,000","4,690,918,000","4,362,875,000","3,430,225,000","5,667,684,000","4,860,178,000","6,685,012,000","3,645,373,000","4,057,275,000","3,569,971,000","1,019,098,000","4,019,779,000","-1,271,627,000","1,697,759,000","-2,011,663,000","3,023,731,000","480,345,000","386,468,000","-158,594,000","2,221,879,000","1,659,933,000","1,610,246,000","1,101,322,000","1,927,997,000","1,326,457,000","1,167,730,000","1,470,449,000","2,148,496,000","1,804,012,000","1,484,227,000","1,432,882,000","2,135,547,000","2,119,158,000","2,509,966,000","2,639,203,000","2,204,783,000","2,204,783,000"
InvestedCapital,"22,599,590,000","19,628,172,000","18,590,184,000","17,167,306,000","25,244,848,000","19,346,779,000","25,280,473,000","19,797,531,000","25,947,291,000","20,151,264,000","19,237,211,000","22,276,524,000","25,224,416,000","20,300,414,000","19,402,792,000","21,953,777,000","23,005,365,000","22,399,362,000","21,958,135,000","24,380,137,000","24,067,187,000","23,450,561,000","23,055,691,000","23,964,974,000","23,465,936,000","22,991,036,000","23,281,142,000","24,026,880,000","28,366,354,000","25,799,449,000","25,915,216,000","26,765,550,000","27,980,205,000","26,551,646,000","26,511,301,000","26,780,554,000","27,830,522,000"
TangibleBookValue,"-2,631,913,000","-4,130,405,000","-5,088,817,000","-6,447,951,000","-3,114,585,000","-3,691,496,000","-2,172,456,000","-2,714,162,000","-1,539,837,000","-1,722,691,000","-2,413,174,000","1,100,270,000","90,685,000","-1,030,241,000","-1,214,136,000","5,589,981,000","4,803,987,000","4,097,366,000","3,520,181,000","6,164,355,000","5,519,125,000","4,874,073,000","4,416,158,000","5,246,320,000","4,594,670,000","4,062,028,000","4,413,131,000","5,252,504,000","24,326,750,000","23,761,932,000","25,915,216,000","26,765,550,000","26,670,905,000","26,551,646,000","26,511,301,000","26,780,554,000","7,015,058,000"
TotalDebt,,,,,"4,584,062,000",,"4,252,258,000",,"4,614,276,000",,,,"3,950,465,000",,,,"1,719,474,000","1,740,861,000","1,833,841,000","1,587,320,000","1,854,476,000","1,926,066,000","1,927,219,000","1,974,605,000","2,012,723,000","2,064,933,000","1,954,367,000","1,920,758,000","2,023,618,000",,,,"1,309,300,000",,,,"1,049,968,000"
NetDebt,,,,,,,,,,,,,"953,966,000",,,,"123,972,000","552,307,000","951,223,000",,,,"308,405,000",,"349,040,000",,,,,,,,,,,,
ShareIssued,"561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","596,424,453","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","530,720,600","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000"
OrdinarySharesNumber,"561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","530,720,600","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000"
TreasurySharesNumber,,,,,,,,,"35,424,453",,,,,,,,,,,,,,,,,,,,,,,,,,,,
